Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day,Category Event,Date,Name,Country,Month,Experience Dive,Experience Discipline,Cluster
14,Seunghye Ham (KOR),2.0,3.0,,00:00,54,47 m,RED,0.0,"No tag,rp<ap,dqsp",AIDA Dahab Championship  2nd,Depth Competition,2019-09-04,other,2019-09-04,Seunghye Ham,KOR,9,6,4,1
25,Seunghye Ham (KOR),2.0,2.0,1.0,14:50,54,54 m,RED,0.0,Dqairways,AIDA Freediving World CUP,Depth Competition,2021-11-22,World Championship,2021-11-22,Seunghye Ham,KOR,11,15,4,1
17,Sheena Mcnally (CAN),2.0,2.0,,00:00,85,85 m,RED,0.0,Dqairways,AIDA Caribbean Cup 2019,Depth Competition,2019-08-04,other,2019-08-04,Sheena Mcnally,CAN,8,13,8,1
3,Sheena Mcnally (CAN),2.0,2.0,,00:00,85,85 m,RED,0.0,"Dqbo,dqairways",AIDA Caribbean Cup 2019,Depth Competition,2019-08-05,other,2019-08-05,Sheena Mcnally,CAN,8,14,9,1
14,Shelby Hinds (USA),2.0,2.0,,00:00,46,46 m,RED,0.0,Dqbo-surface,AIDA Azul freediving challenge 2022 - June edition,Depth Competition,2022-06-03,other,2022-06-03,Shelby Hinds,USA,6,1,1,1
12,Shell Eisenberg (USA),2.0,3.0,,00:00,67,8 m,RED,0.0,DQ SP,NIRVANA - INNERSEA DEPTH CONTEST,Depth Competition,2017-04-16,other,2017-04-16,Shell Eisenberg,USA,4,3,2,1
4,Shirley Ferber (ISR),2.0,3.0,,00:00,25,6 m,RED,0.0,SP ET,Free2b Depth minicomp,Depth Competition,2018-08-31,other,2018-08-31,Shirley Ferber,ISR,8,1,1,1
39,Shlomit Wallerstein (ISR),2.0,3.0,1.0,19:48,45,40 m,RED,0.0,"No tag,rp<ap,dqother",AIDA Depth World Championship 2019,World Championship,2019-09-12,World Championship,2019-09-12,Shlomit Wallerstein,ISR,9,3,1,1
21,Shlomit Wallerstein (ISR),2.0,1.0,1.0,14:40,35,35 m,RED,0.0,Dqpull,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22,World Championship,2023-05-22,Shlomit Wallerstein,ISR,5,11,2,2
4,Shoko Kobayashi (JPN),2.0,2.0,1.0,12:00,40,40 m,RED,0.0,Dqsp,AIDA The12th Yebis cup by team MUGEN,Depth Competition,2022-09-25,other,2022-09-25,Shoko Kobayashi,JPN,9,2,1,1
11,Shuting Yuan (CHN),2.0,3.0,,00:00,36,36 m,RED,0.0,DQSP,BESTDIVE Freediving Depth Challenge Cup 2017 ,Depth Competition,2017-09-18,other,2017-09-18,Shuting Yuan,CHN,9,2,2,1
7,Shuting Yuan (CHN),2.0,3.0,,00:00,40,40 m,RED,0.0,DQBO,Asian Freediving Cup 2018,Depth Competition,2018-06-08,other,2018-06-08,Shuting Yuan,CHN,6,3,3,1
1,Shuyi Chua (SGP),2.0,1.0,,00:00,28,28 m,RED,0.0,Dqother,AIDA Apnea Association of Singapore  Depth Competition Bali 2019,Depth Competition,2019-09-18,other,2019-09-18,Shuyi Chua,SGP,9,5,2,2
5,Simona Auteri (ITA),2.0,3.0,1.0,11:40,90,90 m,RED,0.0,Dqbo-uw,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-15,World Championship,2023-05-15,Simona Auteri,ITA,5,12,9,1
15,Sofia Gomez (COL),2.0,3.0,,00:00,94,91 m,RED,0.0,DQSP,Vertical Blue 2016,Mixed Competition,2016-04-26,VB,2016-04-26,Sofia Gomez,COL,4,26,12,0
27,Sofia Gomez (COL),2.0,1.0,,00:00,62,62 m,RED,0.0,DQBO,Vertical Blue 2016,Mixed Competition,2016-04-28,VB,2016-04-28,Sofia Gomez,COL,4,27,7,2
8,Sofia Gomez (COL),2.0,2.0,,00:00,84,0 m,RED,0.0,DNS,Vertical Blue 2016,Mixed Competition,2016-05-02,VB,2016-05-02,Sofia Gomez,COL,5,29,9,0
9,Sofia Gomez (COL),2.0,2.0,,00:00,90,90 m,RED,0.0,Dqbo-surface,Blue Element 2016,Depth Competition,2016-11-11,other,2016-11-11,Sofia Gomez,COL,11,40,13,0
4,Sofia Gomez (COL),2.0,1.0,1.0,09:39,61,52 m,RED,0.0,"No tag,under ap,dqpull",Vertical Blue 2022 AIDA,Depth Competition,2022-08-07,VB,2022-08-07,Sofia Gomez,COL,8,59,16,0
9,Sofia Tapani (SWE),2.0,3.0,,00:00,75,75 m,RED,0.0,DQ PULL,AIDA World Depth Championship 2017,World Championship,2017-08-25,World Championship,2017-08-25,Sofia Tapani,SWE,8,24,9,1
10,Sol Schmitz (ECU),2.0,3.0,,00:00,63,63 m,RED,0.0,Dqbo,AIDA Egyptian National Championships,Depth Competition,2019-11-09,other,2019-11-09,Sol Schmitz,ECU,11,4,3,1
125,Song A Chae (KOR),2.0,2.0,,00:00,31,25 m,RED,0.0,"No tag,rp<ap,dqsp",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other,2020-08-15,Song A Chae,KOR,8,1,1,1
126,Songe Kim (KOR),2.0,2.0,,00:00,30,24 m,RED,0.0,"No tag,rp<ap,dqairways",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other,2020-08-15,Songe Kim,KOR,8,1,1,1
90,Soobeen Jung (KOR),2.0,1.0,,00:00,30,30 m,RED,0.0,Dqairways,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other,2020-08-15,Soobeen Jung,KOR,8,3,1,2
38,Soobeen Jung (KOR),2.0,3.0,1.0,22:10,32,32 m,RED,0.0,Dqsp,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24,other,2020-10-24,Soobeen Jung,KOR,10,4,1,1
6,Soonsook Chung (KOR),2.0,2.0,,00:00,40,31 m,RED,0.0,"No tag,under ap,dqsp",2nd 2022 AIDA DFS&WHALES Recreational Competition,Depth Competition,2022-06-18,other,2022-06-18,Soonsook Chung,KOR,6,1,1,1
39,Soonsook Chung (KOR),2.0,1.0,,00:00,30,15 m,RED,0.0,"No tag,under ap,dqsp",2nd 2022 AIDA DFS&WHALES Recreational Competition,Depth Competition,2022-06-18,other,2022-06-18,Soonsook Chung,KOR,6,2,1,2
40,Soonsook Chung (KOR),2.0,1.0,,00:00,20,20 m,RED,0.0,Dqsp,10.3 JEJU DEEP CHALLANGE AIDA,Depth Competition,2022-10-01,other,2022-10-01,Soonsook Chung,KOR,10,3,2,2
29,Soonsook Chung (KOR),2.0,1.0,1.0,12:22,25,25 m,RED,0.0,Dqbo-uw,6th Korea Cup 2022 AIDA Depth Competition,Depth Competition,2022-10-19,other,2022-10-19,Soonsook Chung,KOR,10,6,3,2
33,Sophie Jacquin (FRA),2.0,1.0,,00:00,45,45 m,RED,0.0,DQOTHER,Nice Abyss contest 2013,Depth Competition,2013-07-06,NAC,2013-07-06,Sophie Jacquin,FRA,7,3,1,2
1,Stella Abbas (MYS),2.0,2.0,,00:00,53,53 m,RED,0.0,DQSP,Just One Breath,Depth Competition,2014-06-22,other,2014-06-22,Stella Abbas,MYS,6,1,1,1
11,Stella Abbas (MYS),2.0,2.0,1.0,15:40,63,63 m,RED,0.0,Dqsp,Depth World Championship,Depth Competition,2022-05-16,World Championship,2022-05-16,Stella Abbas,MYS,5,4,3,1
9,Stella Abbas (MYS),2.0,2.0,1.0,15:30,63,63 m,RED,0.0,Dqsp,Depth World Championship,Depth Competition,2022-05-17,World Championship,2022-05-17,Stella Abbas,MYS,5,5,4,1
12,Stella Abbas (MYS),2.0,2.0,1.0,15:50,63,63 m,RED,0.0,Dqsp,Depth World Championship,Depth Competition,2022-05-19,World Championship,2022-05-19,Stella Abbas,MYS,5,6,5,1
5,Subok Jo (KOR),2.0,3.0,,00:00,55,55 m,RED,0,Dqsp,AIDA IDA Depth Challenge,Depth Competition,2023-05-06,other,2023-05-06,Subok Jo,KOR,5,2,2,1
6,Suehyun Rhim (KOR),2.0,3.0,,00:00,54,47 m,RED,0.0,Airways,Freedive Panglao July Minicompetition ,Depth Competition,2016-07-24,Panglao,2016-07-24,Suehyun Rhim,KOR,7,2,2,1
9,Sungeun Bae (KOR),2.0,3.0,1.0,11:33,31,2 m,RED,0.0,"No tag,under ap,dqsp",FIRST GRANDBLUE AIDA DEPTH AIDA COMPETITION,Depth Competition,2022-09-11,other,2022-09-11,Sungeun Bae,KOR,9,1,1,1
34,Sunkyoung Lee (KOR),2.0,1.0,,00:00,28,28 m,RED,0.0,Dqother,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25,other,2020-10-25,Sunkyoung Lee,KOR,10,5,2,2
15,Sunkyoung Lee (KOR),2.0,1.0,,00:00,32,24 m,RED,0.0,"No tag,rp<ap,dqairways",AIDA JEJU DEEP CHALLENGE,Depth Competition,2021-10-02,other,2021-10-02,Sunkyoung Lee,KOR,10,6,3,2
12,Sunny Jeong (KOR),2.0,1.0,1.0,00:40,25,0 m,RED,0.0,"No tag,dqother",AIDA SABANG INTERNATIONAL FREEDIVING COMPETITION 2019,Depth Competition,2019-11-07,other,2019-11-07,Sunny Jeong,KOR,11,3,1,2
8,Sunyoung Kim (KOR),2.0,2.0,,00:00,36,36 m,RED,0.0,DQSP,Freedive Panglao July Minicompetition,Depth Competition,2014-07-26,Panglao,2014-07-26,Sunyoung Kim,KOR,7,2,1,1
5,Sunyoung Kim (KOR),2.0,1.0,,00:00,28,28 m,RED,0.0,DQ BO,2nd S.E.A Freediving Challenge,Mixed Competition,2016-01-31,other,2016-01-31,Sunyoung Kim,KOR,1,6,1,2
6,Sunyoung Kim (KOR),2.0,2.0,,00:00,61,61 m,RED,0.0,Dqbo-surface,Blue Element 2016,Depth Competition,2016-11-05,other,2016-11-05,Sunyoung Kim,KOR,11,15,4,1
12,Sunyoung Kim (KOR),2.0,2.0,,00:00,76,76 m,RED,0.0,DQ BO,Red C cup (6th edition),Mixed Competition,2016-11-05,other,2016-11-05,Sunyoung Kim,KOR,11,16,5,1
10,Sunyoung Kim (KOR),2.0,3.0,,00:00,84,84 m,RED,0.0,DQBO,Red C cup (9th edition),Mixed Competition,2017-10-24,other,2017-10-24,Sunyoung Kim,KOR,10,30,23,0
23,Sunyoung Kim (KOR),2.0,3.0,,00:00,58,0 m,RED,0.0,DQ,Vertical Blue,Depth Competition,2018-07-17,VB,2018-07-17,Sunyoung Kim,KOR,7,32,24,0
21,Sunyoung Kim (KOR),2.0,3.0,,00:00,60,60 m,RED,0.0,DQ pull,Vertical Blue,Depth Competition,2018-07-21,VB,2018-07-21,Sunyoung Kim,KOR,7,34,26,0
18,Sunyoung Kim (KOR),2.0,1.0,1.0,15:16,45,45 m,RED,0.0,Dqpull,AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-28,World Championship,2022-10-28,Sunyoung Kim,KOR,10,54,7,0
16,Sunyoung Kim (KOR),2.0,1.0,1.0,15:08,47,47 m,RED,0.0,Dqbo-surface,AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-29,World Championship,2022-10-29,Sunyoung Kim,KOR,10,55,8,0
23,Sura Dai (CHN),2.0,3.0,,00:00,70,57 m,RED,0.0,Pull,Asian Freediving Cup 2017,Depth Competition,2017-06-03,other,2017-06-03,Sura Dai,CHN,6,3,2,1
9,Sura Dai (CHN),2.0,3.0,,00:00,73,3 m,RED,0.0,DQSP,Asian Freediving Cup 2017,Depth Competition,2017-06-04,other,2017-06-04,Sura Dai,CHN,6,4,3,1
15,Surya Lecona (MEX),2.0,1.0,1.0,00:20,0,0 m,RED,0.0,Dqother,AIDA SABANG INTERNATIONAL FREEDIVING COMPETITION 2019,Depth Competition,2019-11-07,other,2019-11-07,Surya Lecona,MEX,11,4,1,2
3,Susanna Dietz (DEU),2.0,3.0,,00:00,25,19 m,RED,0.0,SP,Azores Freediving Open 2018,Depth Competition,2018-08-04,other,2018-08-04,Susanna Dietz,DEU,8,1,1,1
3,Suwon Kim (KOR),2.0,1.0,,00:00,41,41 m,RED,0.0,"Grab,dqpull",Depth World Championship,Depth Competition,2021-09-26,World Championship,2021-09-26,Suwon Kim,KOR,9,14,7,2
22,Suzanne Lim (FRA),2.0,2.0,1.0,18:12,50,50 m,RED,0.0,Dqsp,NICE ABYSS CONTEST 2019,Depth Competition,2019-06-22,NAC,2019-06-22,Suzanne Lim,FRA,6,11,3,1
15,Syafidatul Azua Shafii (MYS),2.0,2.0,,00:00,52,43 m,RED,0.0,Dqairways,Deeper Blue Freediving Depth Competition 2019,Depth Competition,2019-08-10,other,2019-08-10,Syafidatul Azua Shafii,MYS,8,17,6,1
20,Syafidatul Azua Shafii (MYS),2.0,1.0,1.0,12:31,37,37 m,RED,0.0,Dqpull,AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-08-13,Panglao,2022-08-13,Syafidatul Azua Shafii,MYS,8,20,4,2
5,Syria Rosales (MEX),2.0,2.0,,00:00,40,40 m,RED,0.0,Dqsp,AIDA Azul freediving challenge,Depth Competition,2019-09-28,other,2019-09-28,Syria Rosales,MEX,9,2,1,1
5,Tania Rounthwaite (NZL),2.0,1.0,,00:00,40,40 m,RED,0.0,Black Out,CRESSI Freediving New Zealand Depth Nationals,Depth Competition,2017-03-18,other,2017-03-18,Tania Rounthwaite,NZL,3,12,3,2
2,Tao Li (CHN),2.0,3.0,,00:00,5,5 m,RED,0.0,AIRWAY,Deeper Blue Freediving Depth Competition 2018,Depth Competition,2018-07-24,other,2018-07-24,Tao Li,CHN,7,2,1,1
7,Tao Li (CHN),2.0,1.0,,00:00,5,5 m,RED,0.0,Airway,Deeper Blue Freediving Depth Competition 2018,Depth Competition,2018-07-25,other,2018-07-25,Tao Li,CHN,7,3,1,2
54,Tatiana Zemskikh (RUS),2.0,1.0,,00:00,51,51 m,RED,0.0,DQBO,2015 AIDA Depth World Championships,World Championship,2015-09-11,World Championship,2015-09-11,Tatiana Zemskikh,RUS,9,15,6,2
17,Tatiana Zemskikh (RUS),2.0,3.0,,00:00,56,42 m,RED,41.0,Early turn,Russian Open National Championship,Competition,2016-05-18,other,2016-05-18,Tatiana Zemskikh,RUS,5,17,8,1
19,Tatiana Zemskikh (RUS),2.0,3.0,,00:00,56,42 m,RED,27.0,Early turn,Russian Open National Championship,Competition,2016-05-18,other,2016-05-18,Tatiana Zemskikh,RUS,5,18,9,1
18,Tatiana Zemskikh (RUS),2.0,2.0,1.0,10:30,71,71 m,RED,0.0,Dqsp,Depth World Championship,Depth Competition,2021-09-24,World Championship,2021-09-24,Tatiana Zemskikh,RUS,9,31,8,0
9,Tatjana Skobo (HRV),2.0,3.0,,00:00,38,20 m,RED,0.0,"No tag,under ap,dqsp","Adriatic Depth Trophy - open AIDA national game for Croatia, Slovenia, Serbia and Hungary",Depth Competition,2022-09-06,other,2022-09-06,Tatjana Skobo,HRV,9,12,3,1
38,Taya Soboleva (RUS),2.0,3.0,,00:00,45,45 m,RED,0.0,DQSP,FDD Russian Open,Depth Competition,2012-05-08,other,2012-05-08,Taya Soboleva,RUS,5,1,1,1
24,Teodora Luna (USA),2.0,1.0,,00:00,40,40 m,RED,0,Dqpull,AIDA Azul freediving Challenge - May 2023 edition,Depth Competition,2023-05-28,other,2023-05-28,Teodora Luna,USA,5,2,1,2
9,Thaís Picchi (BRA),2.0,3.0,,00:00,32,0 m,RED,0.0,DNS,Nirvana Oceanquest Competition,Depth Competition,2016-06-09,other,2016-06-09,Thaís Picchi,BRA,6,7,3,1
20,Tjasa Ucakar (SVN),2.0,2.0,1.0,10:40,66,66 m,RED,0.0,Dqbo-surface,Depth World Championship,Depth Competition,2021-09-24,World Championship,2021-09-24,Tjasa Ucakar,SVN,9,5,2,1
105,Tomoka Fukuda (JPN),2.0,1.0,,00:00,53,53 m,RED,0.0,DQSP,AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013,World Championship,2013-09-15,World Championship,2013-09-15,Tomoka Fukuda,JPN,9,11,2,2
93,Tomoka Fukuda (JPN),2.0,3.0,,00:00,80,80 m,RED,0.0,DQBO,Vertical Blue 2013,Depth Competition,2013-11-09,VB,2013-11-09,Tomoka Fukuda,JPN,11,13,9,1
96,Tomoka Fukuda (JPN),2.0,1.0,,00:00,48,48 m,RED,0.0,DQOTHER,Vertical Blue 2013,Depth Competition,2013-11-09,VB,2013-11-09,Tomoka Fukuda,JPN,11,16,3,2
97,Tomoka Fukuda (JPN),2.0,1.0,,00:00,53,53 m,RED,0.0,DQBO,Vertical Blue 2013,Depth Competition,2013-11-09,VB,2013-11-09,Tomoka Fukuda,JPN,11,17,4,2
30,Tomoka Fukuda (JPN),2.0,3.0,,00:00,90,90 m,RED,0.0,R,Big Blue,Depth Competition,2015-11-01,other,2015-11-01,Tomoka Fukuda,JPN,11,35,23,0
14,Tomoka Fukuda (JPN),2.0,3.0,,00:00,93,93 m,RED,0.0,DQSP,Vertical Blue 2016,Mixed Competition,2016-04-22,VB,2016-04-22,Tomoka Fukuda,JPN,4,36,24,0
17,Tomoka Fukuda (JPN),2.0,3.0,,00:00,94,94 m,RED,0.0,DQSP,Vertical Blue 2016,Mixed Competition,2016-04-24,VB,2016-04-24,Tomoka Fukuda,JPN,4,37,25,0
23,Tomoka Fukuda (JPN),2.0,3.0,,00:00,96,0 m,RED,0.0,DNS,Vertical Blue 2016,Mixed Competition,2016-04-28,VB,2016-04-28,Tomoka Fukuda,JPN,4,39,27,0
14,Tomoka Fukuda (JPN),2.0,3.0,,00:00,96,96 m,RED,0.0,DQSP,Vertical Blue 2016,Mixed Competition,2016-04-30,VB,2016-04-30,Tomoka Fukuda,JPN,4,40,28,0
18,Tomoka Fukuda (JPN),2.0,3.0,,00:00,97,97 m,RED,0.0,DQBO,Vertical Blue 2016,Mixed Competition,2016-05-02,VB,2016-05-02,Tomoka Fukuda,JPN,5,41,29,0
6,Tomoka Fukuda (JPN),2.0,3.0,,00:00,98,0 m,RED,0.0,DNS,Caribbean Cup 2016,Depth Competition,2016-05-31,other,2016-05-31,Tomoka Fukuda,JPN,5,46,32,0
5,Tomoka Fukuda (JPN),2.0,2.0,,00:00,80,80 m,RED,0.0,-,AIDA World Depth Championship 2017,World Championship,2017-08-22,World Championship,2017-08-22,Tomoka Fukuda,JPN,8,50,10,0
6,Tomoka Fukuda (JPN),2.0,3.0,,00:00,94,94 m,RED,0.0,DQBO,AIDA World Depth Championship 2017,World Championship,2017-08-25,World Championship,2017-08-25,Tomoka Fukuda,JPN,8,51,35,0
4,Tomoka Fukuda (JPN),2.0,2.0,,00:00,75,75 m,RED,0.0,Dqbo-surface,Blue Element 2018,Depth Competition,2018-11-27,other,2018-11-27,Tomoka Fukuda,JPN,11,62,11,0
5,Trista Fontana (AUS),2.0,1.0,,00:00,35,35 m,RED,0.0,DQOTHER,Caribbean Cup 2017,Depth Competition,2017-08-20,other,2017-08-20,Trista Fontana,AUS,8,7,3,2
14,Trista Fontana (AUS),2.0,3.0,,00:00,52,0 m,RED,0.0,DQSP,AIDA World Depth Championship 2017,World Championship,2017-08-25,World Championship,2017-08-25,Trista Fontana,AUS,8,9,3,1
10,Trista Fontana (AUS),2.0,2.0,,00:00,45,8 m,RED,0.0,Dqsp,AFA Depth Nationals 2018,Depth Competition,2018-10-23,other,2018-10-23,Trista Fontana,AUS,10,11,4,1
10,Vera Giampietro (CHE),2.0,2.0,1.0,17:30,65,65 m,RED,0.0,Dqairways,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18,other,2020-10-18,Vera Giampietro,CHE,10,7,3,1
6,Vera Giampietro (CHE),2.0,3.0,,00:00,67,67 m,RED,0.0,Dqsp,AIDA FreedivingWorld Competition,Depth Competition,2020-11-26,World Championship,2020-11-26,Vera Giampietro,CHE,11,10,5,1
3,Veronika Stedrova (CZE),2.0,2.0,,00:00,52,52 m,RED,0.0,Dqsp,Infinity Depth Games 5,Depth Competition,2019-10-15,other,2019-10-15,Veronika Stedrova,CZE,10,3,2,1
22,Veronika Stedrova (CZE),2.0,2.0,,00:00,63,63 m,RED,0.0,Dqbo-uw,AIDA Freediving World CUP,Depth Competition,2021-05-12,World Championship,2021-05-12,Veronika Stedrova,CZE,5,6,5,1
8,Violeta Sanjuan (ESP),2.0,2.0,,00:00,35,35 m,RED,0.0,DQSP,Vertical Blue 2016,Mixed Competition,2016-04-23,VB,2016-04-23,Violeta Sanjuan,ESP,4,1,1,1
10,Virginie Mafiodo (FRA),2.0,2.0,,00:00,47,12 m,RED,0.0,SP,Australian Depth National Freediving Championship 2016,Depth Competition,2016-11-14,other,2016-11-14,Virginie Mafiodo,FRA,11,4,2,1
36,Wanyu Yen (TPE),2.0,3.0,,00:00,54,54 m,RED,0.0,DQSP,Asian Freediving Cup 2018,Depth Competition,2018-06-10,other,2018-06-10,Wanyu Yen,TPE,6,6,4,1
18,Wei-Hsuan Yen (TPE),2.0,1.0,1.0,14:02,38,38 m,RED,0,"Dqsp,dqairways,dqtouch,dqbo-surface",AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15,other,2023-03-15,Wei-Hsuan Yen,TPE,3,3,1,2
14,Wei-Hsuan Yen (TPE),2.0,1.0,,00:00,38,38 m,RED,0,Dqbo-uw,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-17,other,2023-03-17,Wei-Hsuan Yen,TPE,3,4,2,2
2,Wendy Timmermans (NLD),2.0,1.0,,00:00,50,-2 m,RED,0.0,DQBO,Freedive Dahab Mini Comp 2010,Depth Competition,2010-05-21,other,2010-05-21,Wendy Timmermans,NLD,5,13,6,2
2,Wendy Timmermans (NLD),2.0,1.0,,00:00,54,54 m,RED,0.0,DQBO,little blue hole competition,Depth Competition,2012-09-28,other,2012-09-28,Wendy Timmermans,NLD,9,24,11,2
9,Wonhe Cho (KOR),2.0,3.0,,00:00,29,29 m,RED,0.0,Dqother,Korea Cup 2018 Depth Competition,Depth Competition,2018-10-03,other,2018-10-03,Wonhe Cho,KOR,10,2,1,1
20,Xia Mao (CHN),2.0,1.0,,00:00,38,38 m,RED,0.0,DQPULL,Asian Freediving Cup 2018,Depth Competition,2018-06-10,other,2018-06-10,Xia Mao,CHN,6,5,1,2
5,Xue Li (CHN),2.0,3.0,,00:00,30,30 m,RED,0.0,PULL,Deeper Blue Freediving Depth Competition 2018,Depth Competition,2018-07-24,other,2018-07-24,Xue Li,CHN,7,2,1,1
9,Xue Li (CHN),2.0,1.0,,00:00,10,10 m,RED,0.0,DQ Pull,Deeper Blue Freediving Depth Competition 2018,Depth Competition,2018-07-25,other,2018-07-25,Xue Li,CHN,7,3,1,2
31,Xueqin Liu (CHN),2.0,1.0,,00:00,40,40 m,RED,0.0,Dqother,Asian Freediving Cup 2019,Depth Competition,2019-06-11,other,2019-06-11,Xueqin Liu,CHN,6,8,2,2
26,Xueqin Liu (CHN),2.0,2.0,2.0,18:15,50,50 m,RED,0.0,Dqsp,AIDA Depth World Championship 2019,World Championship,2019-09-14,World Championship,2019-09-14,Xueqin Liu,CHN,9,11,3,1
30,Ya Wen Huang (TPE),2.0,1.0,1.0,12:21,35,35 m,RED,0.0,Dqbo-uw,AIDA Taiwanese Cup 2022,Depth Competition,2022-03-22,other,2022-03-22,Ya Wen Huang,TPE,3,1,1,2
11,Yangdi Li (CHN),2.0,2.0,1.0,16:00,49,49 m,RED,0.0,Dqsp,Depth World Championship,Depth Competition,2022-05-20,World Championship,2022-05-20,Yangdi Li,CHN,5,4,4,1
13,Yangdi Li (CHN),2.0,3.0,1.0,11:10,71,71 m,RED,0.0,Dqbo-uw,AIDA Asian Freediving Cup 2023,Depth Competition,2023-06-16,other,2023-06-16,Yangdi Li,CHN,6,12,6,1
1,Yangfan Zhou (CHN),2.0,1.0,,00:00,10,10 m,RED,0.0,DQairway,2018 OneFreedive depth challange,Depth Competition,2018-02-24,other,2018-02-24,Yangfan Zhou,CHN,2,2,1,2
11,Yee Hui Lim (SGP),2.0,3.0,,00:00,45,40 m,RED,0.0,Pull,Sabang International Freediving Competition 2018,Depth Competition,2018-11-04,other,2018-11-04,Yee Hui Lim,SGP,11,4,2,1
1,Yee Hui Lim (SGP),2.0,1.0,,00:00,46,39 m,RED,0.0,Pull,Sabang International Freediving Competition 2018,Depth Competition,2018-11-06,other,2018-11-06,Yee Hui Lim,SGP,11,5,2,2
12,Yee Hui Lim (SGP),2.0,1.0,,00:00,46,36 m,RED,0.0,Pull,Sabang International Freediving Competition 2018,Depth Competition,2018-11-08,other,2018-11-08,Yee Hui Lim,SGP,11,6,3,2
44,Yenhsuan Lu (TPE),2.0,2.0,1.0,14:15,42,42 m,RED,0.0,Dqbo-uw,AIDA Taiwanese Cup 2022,Depth Competition,2022-03-22,other,2022-03-22,Yenhsuan Lu,TPE,3,1,1,1
14,Yi Zhang (CHN),2.0,1.0,,00:00,25,25 m,RED,0.0,Airway,Deeper Blue Freediving Depth Competition 2018,Depth Competition,2018-07-25,other,2018-07-25,Yi Zhang,CHN,7,3,1,2
26,Yolande Pauwels (BEL),2.0,2.0,1.0,20:10,30,30 m,RED,0.0,Dqsp,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18,other,2020-10-18,Yolande Pauwels,BEL,10,1,1,1
1,Yongju Lee (KOR),2.0,3.0,1.0,09:10,70,58 m,RED,0.0,"Rpap,no tag,dqother",Depth World Championship,Depth Competition,2022-08-23,World Championship,2022-08-23,Yongju Lee,KOR,8,7,2,1
22,Yu-Tien Lee (TPE),2.0,1.0,1.0,18:12,33,33 m,RED,0.0,Dqsp,AIDA Taiwanese Cup 2021,Depth Competition,2021-03-25,other,2021-03-25,Yu-Tien Lee,TPE,3,2,2,2
4,Yuanyuan Wang (CHN),2.0,1.0,1.0,09:30,48,42 m,RED,0.0,"No tag,under ap,dqtouch,dqpull",AIDA Asian Freediving Cup 2023,Depth Competition,2023-06-16,other,2023-06-16,Yuanyuan Wang,CHN,6,3,2,2
12,Yui Takagi (JPN),2.0,3.0,,00:00,40,-2 m,RED,0.0,DQBO,Deep Water Cup Okinawa 2009,Depth Competition,2009-07-17,other,2009-07-17,Yui Takagi,JPN,7,5,3,1
52,Yui Takagi (JPN),2.0,3.0,,00:00,36,-2 m,RED,0.0,DQOTHER,Okinawa Freediving Cup 2009,Mixed Competition,2009-07-19,other,2009-07-19,Yui Takagi,JPN,7,6,4,1
8,Yuki Muto (JPN),2.0,3.0,,00:00,41,-2 m,RED,0.0,DQBO,Deep Water Cup Okinawa 2009,Depth Competition,2009-07-17,other,2009-07-17,Yuki Muto,JPN,7,7,4,1
36,Yuki Muto (JPN),2.0,3.0,,00:00,41,-2 m,RED,0.0,DQOTHER,Okinawa Freediving Cup 2009,Mixed Competition,2009-07-19,other,2009-07-19,Yuki Muto,JPN,7,8,5,1
2,Yuki Muto (JPN),2.0,3.0,,00:00,60,0 m,RED,0.0,DQBO,12th Manazuru freediving classic,Depth Competition,2011-11-19,other,2011-11-19,Yuki Muto,JPN,11,12,9,1
27,Yuki Muto (JPN),2.0,3.0,,00:00,58,58 m,RED,0.0,DQBO,Deep Water Cup 2012 OKINAWA,Mixed Competition,2012-07-13,other,2012-07-13,Yuki Muto,JPN,7,13,10,1
140,Yuki Muto (JPN),2.0,3.0,,00:00,60,60 m,RED,0.0,DQBO,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Yuki Muto,JPN,11,16,13,1
142,Yuki Muto (JPN),2.0,3.0,,00:00,58,58 m,RED,0.0,DQBO,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Yuki Muto,JPN,11,18,15,0
