Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day,Category Event,Date,Name,Country,Month,Experience Dive,Experience Discipline
19,Camilla Salling Olsen (DNK),2.0,2.0,,00:00,54,54 m,WHITE,54.0,OK,Nordic Championship 2013,Depth Competition,2013-08-07,other,2013-08-07,Camilla Salling Olsen,DNK,8,6,2
20,Camilla Salling Olsen (DNK),2.0,1.0,,00:00,45,45 m,WHITE,45.0,OK,Nordic Championship 2013,Depth Competition,2013-08-07,other,2013-08-07,Camilla Salling Olsen,DNK,8,7,2
6,Camilla Salling Olsen (DNK),2.0,3.0,,00:00,40,40 m,WHITE,40.0,OK,Danish Qualification Comp ,Mixed Competition,2014-04-18,other,2014-04-18,Camilla Salling Olsen,DNK,4,8,4
12,Camilla Salling Olsen (DNK),2.0,1.0,,00:00,41,41 m,WHITE,41.0,OK,2014 Danish hampionships,Depth Competition,2014-08-27,other,2014-08-27,Camilla Salling Olsen,DNK,8,9,3
13,Camilla Salling Olsen (DNK),2.0,2.0,,00:00,61,54 m,YELLOW,46.0,PEN,2014 Danish hampionships,Depth Competition,2014-08-27,other,2014-08-27,Camilla Salling Olsen,DNK,8,10,3
84,Camilla Salling Olsen (DNK),2.0,3.0,,00:00,56,56 m,WHITE,56.0,OK,AIDA Team World Championships 2014,World Championship,2014-09-19,World Championship,2014-09-19,Camilla Salling Olsen,DNK,9,11,5
1,Camilla Salling Olsen (DNK),2.0,3.0,,00:00,51,51 m,WHITE,51.0,-,FREEDIVING ATLANTIC CUP,Depth Competition,2016-04-30,other,2016-04-30,Camilla Salling Olsen,DNK,4,12,6
3,Camilla Salling Olsen (DNK),2.0,2.0,,00:00,41,41 m,WHITE,41.0,-,FREEDIVING ATLANTIC CUP,Depth Competition,2016-05-01,other,2016-05-01,Camilla Salling Olsen,DNK,5,13,4
3,Camilla Salling Olsen (DNK),2.0,3.0,,00:00,30,25 m,RED,19.0,"Early, No tag",Vertical Green 2016,Competition,2016-05-16,other,2016-05-16,Camilla Salling Olsen,DNK,5,14,7
15,Camilla Salling Olsen (DNK),2.0,3.0,1.0,16:54,68,56 m,YELLOW,43.0,"No tag,rp<ap",AIDA Depth World Championship 2019,World Championship,2019-09-12,World Championship,2019-09-12,Camilla Salling Olsen,DNK,9,15,8
22,Camilla Salling Olsen (DNK),2.0,2.0,2.0,17:51,53,53 m,WHITE,53.0,Ok,AIDA Depth World Championship 2019,World Championship,2019-09-14,World Championship,2019-09-14,Camilla Salling Olsen,DNK,9,16,5
21,Candelaria Fabre (ARG),2.0,2.0,,00:00,56,51 m,YELLOW,45.0,"No tag,rp<ap",AIDA Azul freediving challenge 2021 - September edition,Depth Competition,2021-09-24,other,2021-09-24,Candelaria Fabre,ARG,9,1,1
23,Candelaria Fabre (ARG),2.0,2.0,,00:00,56,56 m NR,WHITE,56.0,Ok,AIDA Azul freediving challenge 2021 - September edition,Depth Competition,2021-09-25,other,2021-09-25,Candelaria Fabre,ARG,9,2,2
11,Cao San (CHN),2.0,2.0,,00:00,30,30 m,WHITE,30.0,-,Deeper Blue Freediving Depth Competition 2018,Depth Competition,2018-07-23,other,2018-07-23,Cao San,CHN,7,1,1
4,Cao San (CHN),2.0,3.0,,00:00,28,28 m,WHITE,28.0,-,Deeper Blue Freediving Depth Competition 2018,Depth Competition,2018-07-24,other,2018-07-24,Cao San,CHN,7,2,1
8,Cao San (CHN),2.0,1.0,,00:00,10,10 m,RED,0.0,Airway,Deeper Blue Freediving Depth Competition 2018,Depth Competition,2018-07-25,other,2018-07-25,Cao San,CHN,7,3,1
28,Carla Hanson (USA),2.0,1.0,,00:00,35,35 m,WHITE,35.0,OK,PFI Cayman 2009,Mixed Competition,2009-05-27,other,2009-05-27,Carla Hanson,USA,5,1,1
31,Carla Hanson (USA),2.0,1.0,,00:00,38,38 m,WHITE,38.0,OK,PFI Cayman 2009,Mixed Competition,2009-05-27,other,2009-05-27,Carla Hanson,USA,5,2,2
34,Carla Hanson (USA),2.0,1.0,,00:00,40,40 m,WHITE,40.0,OK,PFI Cayman 2009,Mixed Competition,2009-05-27,other,2009-05-27,Carla Hanson,USA,5,3,3
35,Carla Hanson (USA),2.0,1.0,,00:00,45,27 m,YELLOW,8.0,PEN,PFI Cayman 2009,Mixed Competition,2009-05-27,other,2009-05-27,Carla Hanson,USA,5,4,4
99,Carla Hanson (USA),2.0,1.0,,00:00,48,36 m,YELLOW,23.0,PEN,5th AIDA Individual World Championship 2009,World Championship,2009-12-03,World Championship,2009-12-03,Carla Hanson,USA,12,5,5
100,Carla Hanson (USA),2.0,3.0,,00:00,50,50 m,WHITE,50.0,OK,5th AIDA Individual World Championship 2009,World Championship,2009-12-03,World Championship,2009-12-03,Carla Hanson,USA,12,6,1
81,Carla Hanson (USA),2.0,1.0,,00:00,43,43 m,WHITE,43.0,OK,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Carla Hanson,USA,4,7,6
82,Carla Hanson (USA),2.0,3.0,,00:00,55,55 m,WHITE,55.0,OK,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Carla Hanson,USA,4,8,2
83,Carla Hanson (USA),2.0,1.0,,00:00,46,-2 m,RED,0.0,DQSP,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Carla Hanson,USA,4,9,7
84,Carla Hanson (USA),2.0,1.0,,00:00,47,41 m,YELLOW,34.0,PEN,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Carla Hanson,USA,4,10,8
85,Carla Hanson (USA),2.0,3.0,,00:00,58,58 m,WHITE,58.0,OK,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Carla Hanson,USA,4,11,3
86,Carla Hanson (USA),2.0,1.0,,00:00,47,0 m,WHITE,0.0,OK,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Carla Hanson,USA,4,12,9
87,Carla Hanson (USA),2.0,2.0,,00:00,46,0 m,WHITE,0.0,OK,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Carla Hanson,USA,4,13,1
88,Carla Hanson (USA),2.0,2.0,,00:00,40,31 m,YELLOW,21.0,PEN,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Carla Hanson,USA,4,14,2
79,Carla Hanson (USA),2.0,1.0,,00:00,46,46 m,WHITE,46.0,OK,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carla Hanson,USA,4,15,10
80,Carla Hanson (USA),2.0,1.0,,00:00,37,37 m,WHITE,37.0,OK,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carla Hanson,USA,4,16,11
81,Carla Hanson (USA),2.0,1.0,,00:00,43,43 m,WHITE,43.0,OK,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carla Hanson,USA,4,17,12
82,Carla Hanson (USA),2.0,1.0,,00:00,46,-2 m,RED,0.0,DQSP,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carla Hanson,USA,4,18,13
83,Carla Hanson (USA),2.0,1.0,,00:00,49,-2 m,RED,0.0,DQOTHER,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carla Hanson,USA,4,19,14
84,Carla Hanson (USA),2.0,1.0,,00:00,49,-2 m,RED,0.0,DQSP,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carla Hanson,USA,4,20,15
85,Carla Hanson (USA),2.0,1.0,,00:00,50,32 m,YELLOW,13.0,PEN,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carla Hanson,USA,4,21,16
170,Carla Hanson (USA),2.0,1.0,,00:00,43,32 m,YELLOW,20.0,PEN,AIDA Individual Depth World Championship 2011,World Championship,2011-09-15,World Championship,2011-09-15,Carla Hanson,USA,9,22,17
7,Carol Carrasco Navas (CHL),2.0,3.0,,00:00,65,65 m,WHITE,65,Ok,Deep Dominica Freediving Competition AIDA,Depth Competition,2023-06-24,other,2023-06-24,Carol Carrasco Navas,CHL,6,1,1
13,Carol Carrasco Navas (CHL),2.0,3.0,,00:00,69,69 m,YELLOW,64,Grab,Deep Dominica Freediving Competition AIDA,Depth Competition,2023-06-26,other,2023-06-26,Carol Carrasco Navas,CHL,6,2,2
13,Carol Carrasco Navas (CHL),2.0,3.0,,00:00,71,71 m,WHITE,71,Ok,Deep Dominica Freediving Competition AIDA,Depth Competition,2023-06-27,other,2023-06-27,Carol Carrasco Navas,CHL,6,3,3
13,Carol Carrasco Navas (CHL),2.0,3.0,,00:00,74,74 m NR,WHITE,74,Ok,Deep Dominica Freediving Competition AIDA,Depth Competition,2023-06-29,other,2023-06-29,Carol Carrasco Navas,CHL,6,4,4
4,Carol Carrasco Navas (CHL),2.0,2.0,,00:00,57,57 m,WHITE,57,Ok,Deep Dominica Freediving Competition AIDA,Depth Competition,2023-06-30,other,2023-06-30,Carol Carrasco Navas,CHL,6,5,1
68,Carolina Gonzales (ESP),2.0,3.0,,00:00,50,50 m,WHITE,50.0,OK,Triple Depth 2011,Competition,2011-06-23,other,2011-06-23,Carolina Gonzales,ESP,6,1,1
69,Carolina Gonzales (ESP),2.0,1.0,,00:00,25,25 m,WHITE,25.0,OK,Triple Depth 2011,Competition,2011-06-23,other,2011-06-23,Carolina Gonzales,ESP,6,2,1
70,Carolina Gonzales (ESP),2.0,2.0,,00:00,55,-2 m,RED,0.0,DQOTHER,Triple Depth 2011,Competition,2011-06-23,other,2011-06-23,Carolina Gonzales,ESP,6,3,1
7,Carolina Schrappe (BRA),2.0,3.0,,00:00,45,45 m,WHITE,45.0,OK,1st National Deep Apnea,Competition,2006-09-09,other,2006-09-09,Carolina Schrappe,BRA,9,1,1
8,Carolina Schrappe (BRA),2.0,2.0,,00:00,35,35 m,WHITE,35.0,OK,1st National Deep Apnea,Competition,2006-09-09,other,2006-09-09,Carolina Schrappe,BRA,9,2,1
17,Carolina Schrappe (BRA),2.0,3.0,,00:00,61,61 m,WHITE,61.0,OK,CAFA & USAA cosponsored national with guests,Mixed Competition,2007-04-29,other,2007-04-29,Carolina Schrappe,BRA,4,3,2
18,Carolina Schrappe (BRA),2.0,1.0,,00:00,36,36 m,WHITE,36.0,OK,CAFA & USAA cosponsored national with guests,Mixed Competition,2007-04-29,other,2007-04-29,Carolina Schrappe,BRA,4,4,1
19,Carolina Schrappe (BRA),2.0,2.0,,00:00,61,61 m,WHITE,61.0,OK,CAFA & USAA cosponsored national with guests,Mixed Competition,2007-04-29,other,2007-04-29,Carolina Schrappe,BRA,4,5,2
39,Carolina Schrappe (BRA),2.0,3.0,,00:00,62,62 m,WHITE,62.0,OK,Liquification 2008,Mixed Competition,2008-04-21,other,2008-04-21,Carolina Schrappe,BRA,4,6,3
40,Carolina Schrappe (BRA),2.0,1.0,,00:00,35,35 m,WHITE,35.0,OK,Liquification 2008,Mixed Competition,2008-04-21,other,2008-04-21,Carolina Schrappe,BRA,4,7,2
41,Carolina Schrappe (BRA),2.0,2.0,,00:00,66,60 m,YELLOW,53.0,PEN,Liquification 2008,Mixed Competition,2008-04-21,other,2008-04-21,Carolina Schrappe,BRA,4,8,3
450,Carolina Schrappe (BRA),2.0,3.0,,00:00,67,67 m,WHITE,67.0,OK,AIDA Team World Championships 2008,World Championship,2008-09-03,World Championship,2008-09-03,Carolina Schrappe,BRA,9,9,4
452,Carolina Schrappe (BRA),2.0,3.0,,00:00,67,67 m,WHITE,67.0,OK,AIDA Team World Championships 2008,World Championship,2008-09-03,World Championship,2008-09-03,Carolina Schrappe,BRA,9,10,5
5,Carolina Schrappe (BRA),2.0,1.0,,00:00,44,44 m NR,WHITE,44.0,OK,PFI Cayman 2009,Mixed Competition,2009-05-27,other,2009-05-27,Carolina Schrappe,BRA,5,11,3
7,Carolina Schrappe (BRA),2.0,3.0,,00:00,65,65 m,WHITE,65.0,OK,PFI Cayman 2009,Mixed Competition,2009-05-27,other,2009-05-27,Carolina Schrappe,BRA,5,12,6
9,Carolina Schrappe (BRA),2.0,3.0,,00:00,68,55 m,YELLOW,41.0,PEN,PFI Cayman 2009,Mixed Competition,2009-05-27,other,2009-05-27,Carolina Schrappe,BRA,5,13,7
11,Carolina Schrappe (BRA),2.0,3.0,,00:00,68,68 m,WHITE,68.0,OK,PFI Cayman 2009,Mixed Competition,2009-05-27,other,2009-05-27,Carolina Schrappe,BRA,5,14,8
13,Carolina Schrappe (BRA),2.0,3.0,,00:00,70,41 m,YELLOW,11.0,PEN,PFI Cayman 2009,Mixed Competition,2009-05-27,other,2009-05-27,Carolina Schrappe,BRA,5,15,9
57,Carolina Schrappe (BRA),2.0,3.0,,00:00,60,60 m,WHITE,60.0,OK,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Carolina Schrappe,BRA,4,16,10
58,Carolina Schrappe (BRA),2.0,3.0,,00:00,63,63 m,WHITE,63.0,OK,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Carolina Schrappe,BRA,4,17,11
59,Carolina Schrappe (BRA),2.0,3.0,,00:00,66,66 m,WHITE,66.0,OK,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Carolina Schrappe,BRA,4,18,12
60,Carolina Schrappe (BRA),2.0,3.0,,00:00,69,69 m,WHITE,69.0,OK,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Carolina Schrappe,BRA,4,19,13
61,Carolina Schrappe (BRA),2.0,3.0,,00:00,72,39 m,YELLOW,5.0,PEN,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Carolina Schrappe,BRA,4,20,14
62,Carolina Schrappe (BRA),2.0,3.0,,00:00,72,72 m NR,WHITE,72.0,OK,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Carolina Schrappe,BRA,4,21,15
63,Carolina Schrappe (BRA),2.0,2.0,,00:00,60,0 m,WHITE,0.0,OK,Vertical Blue 2010 - the Suunto Dive-Off,Depth Competition,2010-04-27,VB,2010-04-27,Carolina Schrappe,BRA,4,22,4
56,Carolina Schrappe (BRA),2.0,3.0,,00:00,60,60 m,WHITE,60.0,OK,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carolina Schrappe,BRA,4,23,16
57,Carolina Schrappe (BRA),2.0,3.0,,00:00,63,58 m,YELLOW,52.0,PEN,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carolina Schrappe,BRA,4,24,17
58,Carolina Schrappe (BRA),2.0,3.0,,00:00,64,53 m,YELLOW,41.0,PEN,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carolina Schrappe,BRA,4,25,18
59,Carolina Schrappe (BRA),2.0,3.0,,00:00,65,65 m,YELLOW,60.0,PEN,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carolina Schrappe,BRA,4,26,19
60,Carolina Schrappe (BRA),2.0,3.0,,00:00,68,68 m,WHITE,68.0,OK,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carolina Schrappe,BRA,4,27,20
61,Carolina Schrappe (BRA),2.0,3.0,,00:00,71,-2 m,RED,0.0,DQOTHER,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carolina Schrappe,BRA,4,28,21
62,Carolina Schrappe (BRA),2.0,3.0,,00:00,71,58 m,YELLOW,44.0,PEN,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carolina Schrappe,BRA,4,29,22
63,Carolina Schrappe (BRA),2.0,3.0,,00:00,73,66 m,YELLOW,58.0,PEN,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carolina Schrappe,BRA,4,30,23
64,Carolina Schrappe (BRA),2.0,3.0,,00:00,73,-2 m,RED,0.0,DQSP,Vertical Blue 2011,Depth Competition,2011-04-17,VB,2011-04-17,Carolina Schrappe,BRA,4,31,24
20,Carolina Schrappe (BRA),2.0,2.0,,00:00,69,69 m,RED,0.0,DQBO,Deja Blue 3,Mixed Competition,2012-05-04,other,2012-05-04,Carolina Schrappe,BRA,5,32,5
23,Carolina Schrappe (BRA),2.0,1.0,,00:00,30,30 m,WHITE,30.0,OK,Deja Blue 3,Mixed Competition,2012-05-04,other,2012-05-04,Carolina Schrappe,BRA,5,33,4
25,Carolina Schrappe (BRA),2.0,3.0,,00:00,75,59 m,YELLOW,42.0,PEN,Deja Blue 3,Mixed Competition,2012-05-04,other,2012-05-04,Carolina Schrappe,BRA,5,34,25
26,Carolina Schrappe (BRA),2.0,3.0,,00:00,75,60 m,YELLOW,44.0,PEN,Deja Blue 3,Mixed Competition,2012-05-04,other,2012-05-04,Carolina Schrappe,BRA,5,35,26
107,Carolina Schrappe (BRA),2.0,3.0,,00:00,61,61 m,WHITE,61.0,OK,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Carolina Schrappe,BRA,11,36,27
108,Carolina Schrappe (BRA),2.0,3.0,,00:00,66,53 m,YELLOW,39.0,PEN,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Carolina Schrappe,BRA,11,37,28
109,Carolina Schrappe (BRA),2.0,3.0,,00:00,68,68 m,WHITE,68.0,OK,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Carolina Schrappe,BRA,11,38,29
110,Carolina Schrappe (BRA),2.0,1.0,,00:00,36,29 m,YELLOW,21.0,PEN,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Carolina Schrappe,BRA,11,39,5
111,Carolina Schrappe (BRA),2.0,2.0,,00:00,61,61 m,WHITE,61.0,OK,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Carolina Schrappe,BRA,11,40,6
112,Carolina Schrappe (BRA),2.0,2.0,,00:00,70,35 m,YELLOW,-1.0,PEN,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Carolina Schrappe,BRA,11,41,7
3,Carolina Schrappe (BRA),2.0,3.0,,00:00,70,41 m,YELLOW,11.0,PEN,FREEDIVE DAHAB / BLUE IMMERSION June minicomp,Depth Competition,2013-06-23,other,2013-06-23,Carolina Schrappe,BRA,6,42,30
4,Carolina Schrappe (BRA),2.0,3.0,,00:00,70,57 m,YELLOW,43.0,PEN,FREEDIVE DAHAB / BLUE IMMERSION June minicomp,Depth Competition,2013-06-23,other,2013-06-23,Carolina Schrappe,BRA,6,43,31
13,Carolina Schrappe (BRA),2.0,2.0,,00:00,68,59 m,YELLOW,59.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,2013-10-05,Carolina Schrappe,BRA,10,44,8
15,Carolina Schrappe (BRA),2.0,3.0,,00:00,65,65 m,WHITE,65.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,2013-10-05,Carolina Schrappe,BRA,10,45,32
16,Carolina Schrappe (BRA),2.0,1.0,,00:00,33,33 m,WHITE,33.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,2013-10-05,Carolina Schrappe,BRA,10,46,6
20,Carolina Schrappe (BRA),2.0,2.0,,00:00,70,0 m,YELLOW,-25.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,2013-10-05,Carolina Schrappe,BRA,10,47,9
7,Carolina Schrappe (BRA),2.0,2.0,,00:00,55,55 m,WHITE,55.0,OK,Deja Blue V,Mixed Competition,2014-05-11,other,2014-05-11,Carolina Schrappe,BRA,5,48,10
4,Carolina Schrappe (BRA),2.0,3.0,,00:00,66,60 m,YELLOW,53.0,PEN,Deja Blue VI,Mixed Competition,2015-05-11,other,2015-05-11,Carolina Schrappe,BRA,5,49,33
5,Carolina Schrappe (BRA),2.0,2.0,,00:00,55,55 m,WHITE,55.0,OK,Deja Blue VI,Mixed Competition,2015-05-11,other,2015-05-11,Carolina Schrappe,BRA,5,50,11
1,Carolina Schrappe (BRA),2.0,2.0,,00:00,57,57 m,WHITE,57.0,-,Deja Blue 7,Mixed Competition,2016-05-09,other,2016-05-09,Carolina Schrappe,BRA,5,51,12
1,Carolina Schrappe (BRA),2.0,3.0,,00:00,75,58 m,YELLOW,40.0,"Short, no tag",Deja Blue 7,Mixed Competition,2016-05-15,other,2016-05-15,Carolina Schrappe,BRA,5,52,34
4,Carolina Schrappe (BRA),2.0,2.0,,00:00,45,45 m,WHITE,45.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-20,other,2017-09-20,Carolina Schrappe,BRA,9,53,13
22,Carolina Schrappe (BRA),2.0,2.0,1.0,14:36,60,60 m,WHITE,60.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-18,World Championship,2023-05-18,Carolina Schrappe,BRA,5,54,14
15,Carolina Schrappe (BRA),2.0,2.0,1.0,13:38,65,65 m,WHITE,65.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19,World Championship,2023-05-19,Carolina Schrappe,BRA,5,55,15
16,Carolina Schrappe (BRA),2.0,2.0,1.0,13:46,70,63 m,YELLOW,55.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21,World Championship,2023-05-21,Carolina Schrappe,BRA,5,56,16
11,Carolina Schrappe (BRA),2.0,2.0,1.0,12:50,70,70 m NR,WHITE,70.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22,World Championship,2023-05-22,Carolina Schrappe,BRA,5,57,17
105,Caroline Debuissy (FRA),2.0,3.0,,00:00,38,38 m,WHITE,38.0,OK,4ème Manche Coupe d AIDA France 2004,Mixed Competition,2004-05-06,other,2004-05-06,Caroline Debuissy,FRA,5,1,1
118,Caroline Debuissy (FRA),2.0,3.0,,00:00,50,48 m,YELLOW,45.0,PEN,CIPA Open of Nice,Mixed Competition,2005-05-28,other,2005-05-28,Caroline Debuissy,FRA,5,2,2
56,Caroline Debuissy (FRA),2.0,3.0,,00:00,45,45 m,WHITE,45.0,OK,Coupe des Calanques 2005,Mixed Competition,2005-07-01,other,2005-07-01,Caroline Debuissy,FRA,7,3,3
47,Caroline Debuissy (FRA),2.0,3.0,,00:00,57,57 m,WHITE,57.0,OK,1st AIDA Individual Constant Weight World Freediving Championship,World Championship,2005-09-01,World Championship,2005-09-01,Caroline Debuissy,FRA,9,4,4
80,Caroline Debuissy (FRA),2.0,3.0,,00:00,60,60 m,WHITE,60.0,OK,Nice Open 2006,Mixed Competition,2006-05-27,other,2006-05-27,Caroline Debuissy,FRA,5,5,5
47,Caroline Debuissy (FRA),2.0,3.0,,00:00,62,62 m,WHITE,62.0,OK,Coupe des Calanques 2006,Mixed Competition,2006-07-01,other,2006-07-01,Caroline Debuissy,FRA,7,6,6
141,Caroline Debuissy (FRA),2.0,3.0,,00:00,60,60 m,WHITE,60.0,OK,5th AIDA Freediving Team World Championship,World Championship,2006-12-09,World Championship,2006-12-09,Caroline Debuissy,FRA,12,7,7
38,Caroline Debuissy (FRA),2.0,3.0,,00:00,61,61 m,WHITE,61.0,OK,4th AIDA Individual World Championship,World Championship,2007-10-27,World Championship,2007-10-27,Caroline Debuissy,FRA,10,8,8
30,Caroline Durand-Dastes (FRA),2.0,1.0,,00:00,25,25 m,WHITE,25,Ok,AIDA NICE ABYSS CONTEST 2023,Depth Competition,2023-06-24,NAC,2023-06-24,Caroline Durand-Dastes,FRA,6,1,1
26,Caroline Durand-Dastes (FRA),2.0,1.0,,00:00,28,28 m,WHITE,28,Ok,AIDA NICE ABYSS CONTEST 2023,Depth Competition,2023-06-25,NAC,2023-06-25,Caroline Durand-Dastes,FRA,6,2,2
11,Caroline Rébillout (FRA),2.0,3.0,,00:00,65,65 m,WHITE,65,Ok,AIDA NICE ABYSS CONTEST 2023,Depth Competition,2023-06-24,NAC,2023-06-24,Caroline Rébillout,FRA,6,1,1
9,Caroline Rébillout (FRA),2.0,3.0,,00:00,68,68 m,WHITE,68,Ok,AIDA NICE ABYSS CONTEST 2023,Depth Competition,2023-06-25,NAC,2023-06-25,Caroline Rébillout,FRA,6,2,2
33,Caroline Spitzer (AUT),2.0,2.0,1.0,15:12,25,25 m,WHITE,25.0,Ok,AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-23,World Championship,2022-10-23,Caroline Spitzer,AUT,10,1,1
27,Caroline Spitzer (AUT),2.0,2.0,1.0,14:12,42,42 m,WHITE,42.0,Ok,AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-24,World Championship,2022-10-24,Caroline Spitzer,AUT,10,2,2
19,Caroline Spitzer (AUT),2.0,2.0,1.0,15:24,45,45 m,WHITE,45.0,Ok,AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-28,World Championship,2022-10-28,Caroline Spitzer,AUT,10,3,3
18,Caroline Spitzer (AUT),2.0,3.0,1.0,15:24,40,40 m,WHITE,40.0,Ok,AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-29,World Championship,2022-10-29,Caroline Spitzer,AUT,10,4,1
23,Caroline Spitzer (AUT),2.0,1.0,1.0,15:58,31,27 m,YELLOW,22.0,"No tag,under ap",AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-30,World Championship,2022-10-30,Caroline Spitzer,AUT,10,5,1
14,Caroline Spitzer (AUT),2.0,2.0,1.0,12:18,50,-,-,-,-,AIDA Freediving World Cup August 2023,Depth Competition,2023-08-07,World Championship,2023-08-07,Caroline Spitzer,AUT,8,6,4
14,Caroline Spitzer (AUT),2.0,2.0,1.0,12:18,50,-,-,-,-,AIDA Freediving World Cup August 2023,Depth Competition,2023-08-08,World Championship,2023-08-08,Caroline Spitzer,AUT,8,7,5
14,Caroline Spitzer (AUT),2.0,2.0,1.0,12:18,50,-,-,-,-,AIDA Freediving World Cup August 2023,Depth Competition,2023-08-10,World Championship,2023-08-10,Caroline Spitzer,AUT,8,8,6
14,Caroline Spitzer (AUT),2.0,2.0,1.0,12:18,50,-,-,-,-,AIDA Freediving World Cup August 2023,Depth Competition,2023-08-11,World Championship,2023-08-11,Caroline Spitzer,AUT,8,9,7
14,Caroline Spitzer (AUT),2.0,2.0,1.0,12:18,50,-,-,-,-,AIDA Freediving World Cup August 2023,Depth Competition,2023-08-13,World Championship,2023-08-13,Caroline Spitzer,AUT,8,10,8
14,Caroline Spitzer (AUT),2.0,2.0,1.0,12:18,50,-,-,-,-,AIDA Freediving World Cup August 2023,Depth Competition,2023-08-14,World Championship,2023-08-14,Caroline Spitzer,AUT,8,11,9
26,Cassandra Cooper (CAN),2.0,2.0,,00:00,57,53 m,YELLOW,48.0,Short,AIDA WORLD CHAMPIONSHIPS PRE-COMPETITION ANDIKAT INTERREG V-A,Depth Competition,2021-09-14,World Championship,2021-09-14,Cassandra Cooper,CAN,9,1,1
38,Cassandra Cooper (CAN),2.0,1.0,,00:00,47,47 m,WHITE,47.0,Ok,AIDA WORLD CHAMPIONSHIPS PRE-COMPETITION ANDIKAT INTERREG V-A,Depth Competition,2021-09-17,World Championship,2021-09-17,Cassandra Cooper,CAN,9,2,1
7,Cassandra Cooper (CAN),2.0,1.0,,00:00,51,51 m,RED,0.0,Dqtouch,Depth World Championship,Depth Competition,2021-09-26,World Championship,2021-09-26,Cassandra Cooper,CAN,9,3,2
