Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day,Category Event,Date,Name,Country,Month,Experience Dive,Experience Discipline
11,Liv Philip (GBR),2.0,1.0,,00:00,0,0 m,WHITE,0.0,OK,Salt Free Double Dip 2008,Depth Competition,2008-07-12,other,2008-07-12,Liv Philip,GBR,7,8,2
12,Liv Philip (GBR),2.0,2.0,,00:00,0,0 m,WHITE,0.0,OK,Salt Free Double Dip 2008,Depth Competition,2008-07-12,other,2008-07-12,Liv Philip,GBR,7,9,3
14,Liv Philip (GBR),2.0,3.0,,00:00,58,58 m,WHITE,58.0,OK,Prechallenge 2008,Competition,2008-08-24,other,2008-08-24,Liv Philip,GBR,8,10,5
15,Liv Philip (GBR),2.0,2.0,,00:00,52,-2 m,RED,0.0,DQSP,Prechallenge 2008,Competition,2008-08-24,other,2008-08-24,Liv Philip,GBR,8,11,4
629,Liv Philip (GBR),2.0,3.0,,00:00,59,-2 m,RED,0.0,DQOTHER,AIDA Team World Championships 2008,World Championship,2008-09-03,World Championship,2008-09-03,Liv Philip,GBR,9,12,6
630,Liv Philip (GBR),2.0,3.0,,00:00,59,-2 m,RED,0.0,DQOTHER,AIDA Team World Championships 2008,World Championship,2008-09-03,World Championship,2008-09-03,Liv Philip,GBR,9,13,7
631,Liv Philip (GBR),2.0,3.0,,00:00,59,-2 m,RED,0.0,DQOTHER,AIDA Team World Championships 2008,World Championship,2008-09-03,World Championship,2008-09-03,Liv Philip,GBR,9,14,8
633,Liv Philip (GBR),2.0,3.0,,00:00,59,-2 m,RED,0.0,DQOTHER,AIDA Team World Championships 2008,World Championship,2008-09-03,World Championship,2008-09-03,Liv Philip,GBR,9,15,9
18,Liv Philip (GBR),2.0,3.0,,00:00,60,60 m,WHITE,60.0,OK,2nd Mediterranean Freediving Meeting,Depth Competition,2009-06-22,other,2009-06-22,Liv Philip,GBR,6,16,10
19,Liv Philip (GBR),2.0,1.0,,00:00,42,42 m,WHITE,42.0,OK,2nd Mediterranean Freediving Meeting,Depth Competition,2009-06-22,other,2009-06-22,Liv Philip,GBR,6,17,3
20,Liv Philip (GBR),2.0,2.0,,00:00,50,50 m,WHITE,50.0,OK,2nd Mediterranean Freediving Meeting,Depth Competition,2009-06-22,other,2009-06-22,Liv Philip,GBR,6,18,5
9,Liv Philip (GBR),2.0,3.0,,00:00,54,-2 m,RED,0.0,DQOTHER,Salt Free Double Dip 2009,Depth Competition,2009-07-19,other,2009-07-19,Liv Philip,GBR,7,19,11
10,Liv Philip (GBR),2.0,2.0,,00:00,50,26 m,YELLOW,1.0,PEN,Salt Free Double Dip 2009,Depth Competition,2009-07-19,other,2009-07-19,Liv Philip,GBR,7,20,6
22,Liv Philip (GBR),2.0,2.0,,00:00,55,55 m,WHITE,55.0,OK,Triple Depth 2009,Depth Competition,2009-09-06,other,2009-09-06,Liv Philip,GBR,9,21,7
23,Liv Philip (GBR),2.0,3.0,,00:00,62,62 m,WHITE,62.0,OK,Triple Depth 2009,Depth Competition,2009-09-06,other,2009-09-06,Liv Philip,GBR,9,22,12
24,Liv Philip (GBR),2.0,1.0,,00:00,43,43 m,WHITE,43.0,OK,Triple Depth 2009,Depth Competition,2009-09-06,other,2009-09-06,Liv Philip,GBR,9,23,4
35,Liv Philip (GBR),2.0,3.0,,00:00,60,60 m,WHITE,60.0,OK,3rd Mediterranean Freediving Meeting,Depth Competition,2010-06-14,other,2010-06-14,Liv Philip,GBR,6,24,13
36,Liv Philip (GBR),2.0,1.0,,00:00,44,0 m,WHITE,0.0,OK,3rd Mediterranean Freediving Meeting,Depth Competition,2010-06-14,other,2010-06-14,Liv Philip,GBR,6,25,5
37,Liv Philip (GBR),2.0,1.0,,00:00,44,44 m,WHITE,44.0,OK,3rd Mediterranean Freediving Meeting,Depth Competition,2010-06-14,other,2010-06-14,Liv Philip,GBR,6,26,6
38,Liv Philip (GBR),2.0,2.0,,00:00,69,-2 m,RED,0.0,DQBO,3rd Mediterranean Freediving Meeting,Depth Competition,2010-06-14,other,2010-06-14,Liv Philip,GBR,6,27,8
39,Liv Philip (GBR),2.0,2.0,,00:00,54,54 m,WHITE,54.0,OK,3rd Mediterranean Freediving Meeting,Depth Competition,2010-06-14,other,2010-06-14,Liv Philip,GBR,6,28,9
73,Liv Philip (GBR),2.0,1.0,,00:00,50,50 m,RED,0.0,DQBO,AIDA Individual Depth World Championship 2011,World Championship,2011-09-15,World Championship,2011-09-15,Liv Philip,GBR,9,29,7
74,Liv Philip (GBR),2.0,3.0,,00:00,64,64 m,WHITE,64.0,OK,AIDA Individual Depth World Championship 2011,World Championship,2011-09-15,World Championship,2011-09-15,Liv Philip,GBR,9,30,14
75,Liv Philip (GBR),2.0,2.0,,00:00,67,62 m,YELLOW,56.0,PEN,AIDA Individual Depth World Championship 2011,World Championship,2011-09-15,World Championship,2011-09-15,Liv Philip,GBR,9,31,10
4,Liv Philip (GBR),2.0,2.0,,00:00,55,55 m,WHITE,55.0,OK,5th Mediterranean World Cup,Depth Competition,2012-06-06,World Championship,2012-06-06,Liv Philip,GBR,6,32,11
5,Liv Philip (GBR),2.0,3.0,,00:00,60,54 m,WHITE,47.0,OK,5th Mediterranean World Cup,Depth Competition,2012-06-06,World Championship,2012-06-06,Liv Philip,GBR,6,33,15
6,Liv Philip (GBR),2.0,3.0,,00:00,55,55 m,WHITE,55.0,OK,5th Mediterranean World Cup,Depth Competition,2012-06-06,World Championship,2012-06-06,Liv Philip,GBR,6,34,16
7,Liv Philip (GBR),2.0,3.0,,00:00,60,54 m,WHITE,48.0,OK,5th Mediterranean World Cup,Depth Competition,2012-06-06,World Championship,2012-06-06,Liv Philip,GBR,6,35,17
9,Liv Philip (GBR),2.0,2.0,,00:00,57,54 m,YELLOW,50.0,PEN,AIDA Red Sea World Cup,Mixed Competition,2012-08-20,World Championship,2012-08-20,Liv Philip,GBR,8,36,12
11,Liv Philip (GBR),2.0,1.0,,00:00,44,44 m,WHITE,44.0,OK,AIDA Red Sea World Cup,Mixed Competition,2012-08-20,World Championship,2012-08-20,Liv Philip,GBR,8,37,8
13,Liv Philip (GBR),2.0,3.0,,00:00,62,62 m,WHITE,62.0,OK,AIDA Red Sea World Cup,Mixed Competition,2012-08-20,World Championship,2012-08-20,Liv Philip,GBR,8,38,18
58,Liv Philip (GBR),2.0,3.0,,00:00,65,56 m,YELLOW,46.0,PEN,World Championship 2012,World Championship,2012-09-09,World Championship,2012-09-09,Liv Philip,GBR,9,39,19
84,Liv Philip (GBR),2.0,3.0,,00:00,60,8 m,RED,-52.0,DQOTHER,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Liv Philip,GBR,11,40,20
85,Liv Philip (GBR),2.0,1.0,,00:00,50,50 m,WHITE,50.0,OK,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Liv Philip,GBR,11,41,9
86,Liv Philip (GBR),2.0,3.0,,00:00,60,60 m,WHITE,60.0,OK,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Liv Philip,GBR,11,42,21
87,Liv Philip (GBR),2.0,2.0,,00:00,60,60 m,WHITE,60.0,OK,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Liv Philip,GBR,11,43,13
88,Liv Philip (GBR),2.0,1.0,,00:00,53,53 m,RED,0.0,DQSP,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Liv Philip,GBR,11,44,10
89,Liv Philip (GBR),2.0,2.0,,00:00,64,57 m,YELLOW,49.0,PEN,Suunto Vertical Blue 2012,Depth Competition,2012-11-20,VB,2012-11-20,Liv Philip,GBR,11,45,14
18,Liv Philip (GBR),2.0,2.0,,00:00,62,62 m,WHITE,62.0,OK,2013 Kalamata Open,Depth Competition,2013-09-09,other,2013-09-09,Liv Philip,GBR,9,46,15
19,Liv Philip (GBR),2.0,1.0,,00:00,43,43 m,WHITE,43.0,OK,2013 Kalamata Open,Depth Competition,2013-09-09,other,2013-09-09,Liv Philip,GBR,9,47,11
20,Liv Philip (GBR),2.0,1.0,,00:00,45,45 m,WHITE,45.0,OK,2013 Kalamata Open,Depth Competition,2013-09-09,other,2013-09-09,Liv Philip,GBR,9,48,12
68,Liv Philip (GBR),2.0,2.0,,00:00,66,66 m,WHITE,66.0,OK,AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013,World Championship,2013-09-15,World Championship,2013-09-15,Liv Philip,GBR,9,49,16
101,Liv Philip (GBR),2.0,1.0,,00:00,50,50 m,WHITE,50.0,OK,AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013,World Championship,2013-09-15,World Championship,2013-09-15,Liv Philip,GBR,9,50,13
173,Liv Philip (GBR),2.0,3.0,,00:00,62,62 m,WHITE,62.0,OK,AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013,World Championship,2013-09-15,World Championship,2013-09-15,Liv Philip,GBR,9,51,22
11,Liv Philip (GBR),2.0,2.0,,00:00,50,50 m,WHITE,50.0,OK,7th AIDA Mediterranean World Cup,World Championship,2014-06-15,World Championship,2014-06-15,Liv Philip,GBR,6,52,17
12,Liv Philip (GBR),2.0,3.0,,00:00,55,55 m,WHITE,55.0,OK,7th AIDA Mediterranean World Cup,World Championship,2014-06-15,World Championship,2014-06-15,Liv Philip,GBR,6,53,23
13,Liv Philip (GBR),2.0,1.0,,00:00,40,40 m,WHITE,40.0,OK,7th AIDA Mediterranean World Cup,World Championship,2014-06-15,World Championship,2014-06-15,Liv Philip,GBR,6,54,14
5,Liv Philip (GBR),2.0,2.0,,00:00,52,52 m,WHITE,52.0,OK,2014 AIDA EuroCup,Mixed Competition,2014-08-25,other,2014-08-25,Liv Philip,GBR,8,55,18
6,Liv Philip (GBR),2.0,1.0,,00:00,28,28 m,WHITE,28.0,OK,2014 AIDA EuroCup,Mixed Competition,2014-08-25,other,2014-08-25,Liv Philip,GBR,8,56,15
7,Liv Philip (GBR),2.0,1.0,,00:00,42,42 m,WHITE,42.0,OK,2014 AIDA EuroCup,Mixed Competition,2014-08-25,other,2014-08-25,Liv Philip,GBR,8,57,16
8,Liv Philip (GBR),2.0,3.0,,00:00,67,67 m,WHITE,67.0,OK,2014 AIDA EuroCup,Mixed Competition,2014-08-25,other,2014-08-25,Liv Philip,GBR,8,58,24
26,Liv Philip (GBR),2.0,3.0,,00:00,70,70 m,WHITE,70.0,OK,AIDA Team World Championships 2014,World Championship,2014-09-19,World Championship,2014-09-19,Liv Philip,GBR,9,59,25
6,Liv Philip (GBR),2.0,2.0,,00:00,60,60 m,WHITE,60.0,OK,FreedivingWorld Competition,Depth Competition,2015-05-25,World Championship,2015-05-25,Liv Philip,GBR,5,60,19
7,Liv Philip (GBR),2.0,3.0,,00:00,60,60 m,WHITE,60.0,OK,FreedivingWorld Competition,Depth Competition,2015-05-25,World Championship,2015-05-25,Liv Philip,GBR,5,61,26
8,Liv Philip (GBR),2.0,1.0,,00:00,43,43 m,WHITE,43.0,OK,FreedivingWorld Competition,Depth Competition,2015-05-25,World Championship,2015-05-25,Liv Philip,GBR,5,62,17
9,Liv Philip (GBR),2.0,1.0,,00:00,45,45 m,WHITE,45.0,OK,FreedivingWorld Competition,Depth Competition,2015-05-25,World Championship,2015-05-25,Liv Philip,GBR,5,63,18
10,Liv Philip (GBR),2.0,3.0,,00:00,65,53 m,YELLOW,40.0,PEN,FreedivingWorld Competition,Depth Competition,2015-05-25,World Championship,2015-05-25,Liv Philip,GBR,5,64,27
11,Liv Philip (GBR),2.0,3.0,,00:00,65,61 m,YELLOW,56.0,PEN,FreedivingWorld Competition,Depth Competition,2015-05-25,World Championship,2015-05-25,Liv Philip,GBR,5,65,28
18,Liv Philip (GBR),2.0,1.0,,00:00,44,44 m,WHITE,44.0,OK,2015 AIDA Depth World Championships Pre competition ,Depth Competition,2015-09-05,World Championship,2015-09-05,Liv Philip,GBR,9,66,19
19,Liv Philip (GBR),2.0,3.0,,00:00,62,51 m,YELLOW,39.0,PEN,2015 AIDA Depth World Championships Pre competition ,Depth Competition,2015-09-05,World Championship,2015-09-05,Liv Philip,GBR,9,67,29
20,Liv Philip (GBR),2.0,1.0,,00:00,47,47 m,WHITE,47.0,OK,2015 AIDA Depth World Championships Pre competition ,Depth Competition,2015-09-05,World Championship,2015-09-05,Liv Philip,GBR,9,68,20
44,Liv Philip (GBR),2.0,2.0,,00:00,68,68 m,WHITE,68.0,OK,2015 AIDA Depth World Championships,World Championship,2015-09-11,World Championship,2015-09-11,Liv Philip,GBR,9,69,20
79,Liv Philip (GBR),2.0,1.0,,00:00,47,47 m,RED,0.0,DQSP,2015 AIDA Depth World Championships,World Championship,2015-09-11,World Championship,2015-09-11,Liv Philip,GBR,9,70,21
135,Liv Philip (GBR),2.0,3.0,,00:00,64,64 m,WHITE,64.0,OK,2015 AIDA Depth World Championships,World Championship,2015-09-11,World Championship,2015-09-11,Liv Philip,GBR,9,71,30
17,Liv Philip (GBR),2.0,3.0,,00:00,60,60 m,WHITE,60.0,-,Vertical Blue 2016,Mixed Competition,2016-04-23,VB,2016-04-23,Liv Philip,GBR,4,72,31
22,Liv Philip (GBR),2.0,1.0,,00:00,44,0 m,RED,0.0,DNS,Vertical Blue 2016,Mixed Competition,2016-04-24,VB,2016-04-24,Liv Philip,GBR,4,73,22
18,Liv Philip (GBR),2.0,1.0,,00:00,44,0 m,RED,0.0,DNS,Vertical Blue 2016,Mixed Competition,2016-04-27,VB,2016-04-27,Liv Philip,GBR,4,74,23
25,Liv Philip (GBR),2.0,1.0,,00:00,44,44 m,WHITE,44.0,-,Vertical Blue 2016,Mixed Competition,2016-04-28,VB,2016-04-28,Liv Philip,GBR,4,75,24
5,Liv Philip (GBR),2.0,2.0,,00:00,63,63 m,WHITE,63.0,-,Vertical Blue 2016,Mixed Competition,2016-04-30,VB,2016-04-30,Liv Philip,GBR,4,76,21
7,Liv Philip (GBR),2.0,3.0,,00:00,67,67 m,WHITE,67.0,-,Vertical Blue 2016,Mixed Competition,2016-05-01,VB,2016-05-01,Liv Philip,GBR,5,77,32
1,Liv Philip (GBR),2.0,3.0,,00:00,71,71 m,WHITE,71.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-05,other,2016-09-05,Liv Philip,GBR,9,78,33
3,Liv Philip (GBR),2.0,2.0,,00:00,65,65 m,WHITE,65.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-06,other,2016-09-06,Liv Philip,GBR,9,79,22
2,Liv Philip (GBR),2.0,3.0,,00:00,75,75 m,WHITE,75.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-08,other,2016-09-08,Liv Philip,GBR,9,80,34
3,Liv Philip (GBR),2.0,1.0,,00:00,45,45 m,WHITE,45.0,Ok,BONAIRE DEEPSEA CHALLENGE,Mixed Competition,2016-09-09,other,2016-09-09,Liv Philip,GBR,9,81,25
23,Liv Philip (GBR),2.0,3.0,1.0,17:57,60,60 m,WHITE,60.0,Ok,AIDA Depth World Championship 2019,World Championship,2019-09-12,World Championship,2019-09-12,Liv Philip,GBR,9,82,35
18,Liv Philip (GBR),2.0,2.0,2.0,17:27,56,56 m,WHITE,56.0,Ok,AIDA Depth World Championship 2019,World Championship,2019-09-14,World Championship,2019-09-14,Liv Philip,GBR,9,83,23
3,Liz Munera (COL),2.0,2.0,,00:00,25,15 m,YELLOW,5.0,PEN,COPA AIDA DELPHINUS,Depth Competition,2015-11-19,other,2015-11-19,Liz Munera,COL,11,1,1
14,Liz Munera (COL),2.0,2.0,,00:00,20,20 m,WHITE,20.0,OK,COPA AIDA DELPHINUS,Depth Competition,2015-11-19,other,2015-11-19,Liz Munera,COL,11,2,2
28,Liz Munera (COL),2.0,2.0,,00:00,32,32 m,WHITE,32.0,OK,COPA AIDA DELPHINUS,Depth Competition,2015-11-19,other,2015-11-19,Liz Munera,COL,11,3,3
65,Liza Yakubuk (ISR),2.0,3.0,,00:00,40,40 m,WHITE,40.0,OK,2013 Kalamata Open,Depth Competition,2013-09-09,other,2013-09-09,Liza Yakubuk,ISR,9,1,1
66,Liza Yakubuk (ISR),2.0,3.0,,00:00,44,44 m,WHITE,44.0,OK,2013 Kalamata Open,Depth Competition,2013-09-09,other,2013-09-09,Liza Yakubuk,ISR,9,2,2
67,Liza Yakubuk (ISR),2.0,3.0,,00:00,46,46 m,WHITE,46.0,OK,2013 Kalamata Open,Depth Competition,2013-09-09,other,2013-09-09,Liza Yakubuk,ISR,9,3,3
196,Liza Yakubuk (ISR),2.0,3.0,,00:00,50,50 m,WHITE,50.0,OK,AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013,World Championship,2013-09-15,World Championship,2013-09-15,Liza Yakubuk,ISR,9,4,4
10,Lorena Hoyos (COL),2.0,2.0,,00:00,43,43 m,WHITE,43.0,Ok,AIDA Colombian Cup 2022,Depth Competition,2022-04-22,other,2022-04-22,Lorena Hoyos,COL,4,1,1
8,Lorena Hoyos (COL),2.0,1.0,,00:00,30,30 m,WHITE,30.0,Ok,AIDA Colombian Cup 2022,Depth Competition,2022-04-23,other,2022-04-23,Lorena Hoyos,COL,4,2,1
1,Lorena Hoyos (COL),2.0,3.0,,00:00,46,46 m,WHITE,46.0,Ok,AIDA Colombian Cup 2022,Depth Competition,2022-04-26,other,2022-04-26,Lorena Hoyos,COL,4,3,1
5,Lorena Prieto Cacabelos (ESP),2.0,2.0,,00:00,37,37 m,WHITE,37.0,Ok,Infinity Depth Games 5,Depth Competition,2019-10-13,other,2019-10-13,Lorena Prieto Cacabelos,ESP,10,1,1
1,Lorena Prieto Cacabelos (ESP),2.0,3.0,,00:00,40,40 m,WHITE,40.0,Ok,Infinity Depth Games 5,Depth Competition,2019-10-16,other,2019-10-16,Lorena Prieto Cacabelos,ESP,10,2,1
22,Lorena Prieto Cacabelos (ESP),2.0,2.0,,00:00,46,46 m,WHITE,46.0,Ok,Infinity Depth Games 5,Depth Competition,2019-10-19,other,2019-10-19,Lorena Prieto Cacabelos,ESP,10,3,2
7,Lorena Prieto Cacabelos (ESP),2.0,2.0,,00:00,45,42 m,YELLOW,38.0,"No tag,rp<ap",AIDA Infinity Depth Games 6,Depth Competition,2020-10-13,other,2020-10-13,Lorena Prieto Cacabelos,ESP,10,4,3
2,Lorena Prieto Cacabelos (ESP),2.0,2.0,,00:00,45,40 m,YELLOW,34.0,"No tag,rp<ap",AIDA Infinity Depth Games 6,Depth Competition,2020-10-16,other,2020-10-16,Lorena Prieto Cacabelos,ESP,10,5,4
10,Lorena Prieto Cacabelos (ESP),2.0,2.0,,00:00,45,45 m,WHITE,45.0,Ok,AIDA Infinity Depth Games 6,Depth Competition,2020-10-17,other,2020-10-17,Lorena Prieto Cacabelos,ESP,10,6,5
11,Lorena Prieto Cacabelos (ESP),2.0,2.0,1.0,10:22,48,48 m,WHITE,48.0,Ok,Freedom Depth Games 2021 AIDA,Depth Competition,2021-10-11,other,2021-10-11,Lorena Prieto Cacabelos,ESP,10,7,6
11,Lorena Prieto Cacabelos (ESP),2.0,3.0,1.0,11:20,50,50 m,WHITE,50.0,Ok,Freedom Depth Games 2021 AIDA,Depth Competition,2021-10-14,other,2021-10-14,Lorena Prieto Cacabelos,ESP,10,8,2
12,Lorena Prieto Cacabelos (ESP),2.0,2.0,1.0,11:08,52,52 m,WHITE,52.0,Ok,Freedom Depth Games 2021 AIDA,Depth Competition,2021-10-16,other,2021-10-16,Lorena Prieto Cacabelos,ESP,10,9,7
2,Lorraine Aplasca (PHL),2.0,3.0,,00:00,33,31 m,YELLOW,28.0,"Early Turn, No Tag",Freedive Panglao August 2017 Minicompetition,Depth Competition,2017-08-26,Panglao,2017-08-26,Lorraine Aplasca,PHL,8,1,1
2,Lorraine Aplasca (PHL),2.0,3.0,,00:00,33,33 m,WHITE,33.0,National Record,Freedive Panglao August 2017 Minicompetition,Depth Competition,2017-08-27,Panglao,2017-08-27,Lorraine Aplasca,PHL,8,2,2
19,Lotta Ericson (SWE),2.0,3.0,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,2002-06-28,Lotta Ericson,SWE,6,1,1
20,Lotta Ericson (SWE),2.0,2.0,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,2002-06-28,Lotta Ericson,SWE,6,2,1
124,Lotta Ericson (SWE),2.0,3.0,,00:00,0,55 m,WHITE,55.0,OK,AIDA Pacific Cup 2002,Mixed Competition,2002-10-31,other,2002-10-31,Lotta Ericson,SWE,10,3,2
61,Lotta Ericson (SWE),2.0,3.0,,00:00,59,59 m,YELLOW,49.0,PEN,BIOS Freeology Open Classic 2004,Mixed Competition,2004-06-14,other,2004-06-14,Lotta Ericson,SWE,6,4,3
7,Lotta Ericson (SWE),2.0,3.0,,00:00,53,46 m,YELLOW,44.0,PEN,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,2004-07-22,Lotta Ericson,SWE,7,5,4
4,Lotta Ericson (SWE),2.0,1.0,,00:00,38,38 m,WHITE,38.0,OK,Sinai Last Chance 1-6,Competition,2004-11-29,other,2004-11-29,Lotta Ericson,SWE,11,6,1
5,Lotta Ericson (SWE),2.0,2.0,,00:00,66,66 m,WHITE,66.0,OK,Sinai Last Chance 1-6,Competition,2004-11-29,other,2004-11-29,Lotta Ericson,SWE,11,7,2
21,Lotta Ericson (SWE),2.0,3.0,,00:00,65,65 m,WHITE,65.0,OK,1st AIDA Individual Constant Weight World Freediving Championship,World Championship,2005-09-01,World Championship,2005-09-01,Lotta Ericson,SWE,9,8,5
13,Lotta Ericson (SWE),2.0,3.0,,00:00,61,61 m,WHITE,61.0,OK,Triple Depth - Freedive Dahab,Mixed Competition,2005-11-05,other,2005-11-05,Lotta Ericson,SWE,11,9,6
14,Lotta Ericson (SWE),2.0,2.0,,00:00,67,67 m,WHITE,67.0,OK,Triple Depth - Freedive Dahab,Mixed Competition,2005-11-05,other,2005-11-05,Lotta Ericson,SWE,11,10,3
15,Lotta Ericson (SWE),2.0,1.0,,00:00,41,41 m,WHITE,41.0,OK,Triple Depth - Freedive Dahab,Mixed Competition,2005-11-05,other,2005-11-05,Lotta Ericson,SWE,11,11,2
14,Lotta Ericson (SWE),2.0,3.0,,00:00,71,71 m,WHITE,71.0,OK,Triple Depth 2006,Mixed Competition,2006-06-04,other,2006-06-04,Lotta Ericson,SWE,6,12,7
15,Lotta Ericson (SWE),2.0,2.0,,00:00,65,65 m,WHITE,65.0,OK,Triple Depth 2006,Mixed Competition,2006-06-04,other,2006-06-04,Lotta Ericson,SWE,6,13,4
69,Lotta Ericson (SWE),2.0,3.0,,00:00,68,68 m,WHITE,68.0,OK,5th AIDA Freediving Team World Championship,World Championship,2006-12-09,World Championship,2006-12-09,Lotta Ericson,SWE,12,14,8
9,Lotta Ericson (SWE),2.0,3.0,,00:00,65,58 m,YELLOW,50.0,PEN,Triple Depth,Pool Competition,2007-10-21,other,2007-10-21,Lotta Ericson,SWE,10,15,9
10,Lotta Ericson (SWE),2.0,2.0,,00:00,50,50 m,WHITE,50.0,OK,Triple Depth,Pool Competition,2007-10-21,other,2007-10-21,Lotta Ericson,SWE,10,16,5
564,Lotta Ericson (SWE),2.0,3.0,,00:00,55,55 m,WHITE,55.0,OK,AIDA Team World Championships 2008,World Championship,2008-09-03,World Championship,2008-09-03,Lotta Ericson,SWE,9,17,10
566,Lotta Ericson (SWE),2.0,3.0,,00:00,55,55 m,WHITE,55.0,OK,AIDA Team World Championships 2008,World Championship,2008-09-03,World Championship,2008-09-03,Lotta Ericson,SWE,9,18,11
567,Lotta Ericson (SWE),2.0,3.0,,00:00,55,55 m,WHITE,55.0,OK,AIDA Team World Championships 2008,World Championship,2008-09-03,World Championship,2008-09-03,Lotta Ericson,SWE,9,19,12
568,Lotta Ericson (SWE),2.0,3.0,,00:00,55,55 m,WHITE,55.0,OK,AIDA Team World Championships 2008,World Championship,2008-09-03,World Championship,2008-09-03,Lotta Ericson,SWE,9,20,13
1,Lotta Ericson (SWE),2.0,3.0,,00:00,50,50 m,WHITE,50.0,OK,FDD JULY comp,Depth Competition,2011-07-22,other,2011-07-22,Lotta Ericson,SWE,7,21,14
111,Lotta Vilde Wahl (SWE),2.0,1.0,,00:00,20,20 m,WHITE,20.0,OK,4th AIDA Individual World Championship,World Championship,2007-10-27,World Championship,2007-10-27,Lotta Vilde Wahl,SWE,10,1,1
112,Lotta Vilde Wahl (SWE),2.0,3.0,,00:00,33,7 m,YELLOW,0.0,PEN,4th AIDA Individual World Championship,World Championship,2007-10-27,World Championship,2007-10-27,Lotta Vilde Wahl,SWE,10,2,1
11,Lotta Vilde Wahl (SWE),2.0,1.0,,00:00,20,20 m,WHITE,20.0,OK,Freedive Dahab Mini Comp 2009,Depth Competition,2009-05-30,other,2009-05-30,Lotta Vilde Wahl,SWE,5,3,2
12,Lotta Vilde Wahl (SWE),2.0,1.0,,00:00,27,0 m,WHITE,0.0,OK,Freedive Dahab Mini Comp 2009,Depth Competition,2009-05-30,other,2009-05-30,Lotta Vilde Wahl,SWE,5,4,3
16,Louisa Collyns (GBR),2.0,2.0,,00:00,50,50 m,WHITE,50.0,OK,Little Blue Hole Competition,Mixed Competition,2013-08-24,other,2013-08-24,Louisa Collyns,GBR,8,1,1
40,Louisa Collyns (GBR),2.0,2.0,,00:00,56,56 m,WHITE,56.0,OK,AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013,World Championship,2013-09-15,World Championship,2013-09-15,Louisa Collyns,GBR,9,2,2
16,Louise Dixon (AUS),2.0,2.0,,00:00,30,30 m,WHITE,30.0,OK,Andaman AIDA Freediving Challenge 2008,Mixed Competition,2008-02-08,other,2008-02-08,Louise Dixon,AUS,2,1,1
9,Louise Williams (GBR),2.0,3.0,,00:00,17,17 m,WHITE,17.0,OK,2012 Pressure Seekers,Mixed Competition,2012-11-11,other,2012-11-11,Louise Williams,GBR,11,1,1
10,Louise Williams (GBR),2.0,3.0,,00:00,19,19 m,WHITE,19.0,OK,2012 Pressure Seekers,Mixed Competition,2012-11-11,other,2012-11-11,Louise Williams,GBR,11,2,2
6,Lucelle Simms (GBR),2.0,3.0,,00:00,35,35 m,WHITE,35.0,OK,2012 Pressure Seekers,Mixed Competition,2012-11-11,other,2012-11-11,Lucelle Simms,GBR,11,1,1
14,Lucija Rihtar (SVN),2.0,2.0,,00:00,30,30 m,WHITE,30.0,Ok,"AIDA ADRIATIC DEPTH TROPHY - Croatian, Slovenian, Serbian and Hungarian OPEN National Championship",Depth Competition,2020-09-12,other,2020-09-12,Lucija Rihtar,SVN,9,1,1
33,Lucille Saliou (FRA),2.0,1.0,1.0,19:22,36,36 m,YELLOW,31.0,Other,NICE ABYSS CONTEST 2019,Depth Competition,2019-06-22,NAC,2019-06-22,Lucille Saliou,FRA,6,1,1
35,Lucille Saliou (FRA),2.0,1.0,1.0,01:20,38,38 m,WHITE,38.0,Ok,NICE ABYSS CONTEST 2019,Depth Competition,2019-06-23,NAC,2019-06-23,Lucille Saliou,FRA,6,2,2
20,Lujain Talal (SAU),2.0,2.0,1.0,12:54,35,-,-,-,-,AIDA Freediving World Cup August 2023,Depth Competition,2023-08-07,World Championship,2023-08-07,Lujain Talal,SAU,8,1,1
20,Lujain Talal (SAU),2.0,2.0,1.0,12:54,35,-,-,-,-,AIDA Freediving World Cup August 2023,Depth Competition,2023-08-08,World Championship,2023-08-08,Lujain Talal,SAU,8,2,2
