,onehotencoder__Gender_F,onehotencoder__Gender_M,onehotencoder__Discipline_CNF,onehotencoder__Discipline_CWT,onehotencoder__Discipline_CWTB,onehotencoder__Discipline_FIM,onehotencoder__Card_RED,onehotencoder__Card_WHITE,onehotencoder__Card_YELLOW,onehotencoder__Event Type_Competition,onehotencoder__Event Type_Depth Competition,onehotencoder__Event Type_Mixed Competition,onehotencoder__Event Type_Pool Competition,onehotencoder__Event Type_Team Competition,onehotencoder__Event Type_World Championship,onehotencoder__Event Type_Worldrecord attempt,remainder__Diver,remainder__AP,remainder__RP,remainder__Points,remainder__Remarks,remainder__Day,remainder__Month,remainder__Experience Dive,remainder__Experience Discipline,remainder__Country
7308,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Berger Pascal (CHE),45,45,45.0,OK,2012-10-20,10,5,0,CHE
7309,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Max Lindqvist (SWE),55,55,55.0,OK,2012-10-20,10,14,3,SWE
7310,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Anna Paraiyar (GBR),68,68,68.0,OK,2012-10-20,10,0,0,GBR
7311,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Anna Paraiyar (GBR),74,74,74.0,OK,2012-10-20,10,1,0,GBR
7312,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Anna Paraiyar (GBR),44,44,44.0,OK,2012-10-20,10,2,0,GBR
7313,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Berger Pascal (CHE),70,70,70.0,OK,2012-10-20,10,6,4,CHE
7314,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Andrej Ropret (SVN),64,64,64.0,OK,2012-10-20,10,9,4,SVN
7315,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ralf Wissel (DEU),55,55,55.0,OK,2012-10-20,10,5,0,DEU
7316,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Andrej Ropret (SVN),45,45,45.0,OK,2012-10-20,10,10,2,SVN
7317,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Torsten Erhardt (DEU),68,68,68.0,OK,2012-10-20,10,3,1,DEU
7318,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Torsten Erhardt (DEU),73,73,73.0,OK,2012-10-20,10,4,2,DEU
7319,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jonathan Sunnex (NZL),90,90,90.0,OK,2012-10-20,10,6,1,NZL
7320,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jonathan Sunnex (NZL),90,90,90.0,OK,2012-10-20,10,7,5,NZL
7321,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jonathan Sunnex (NZL),55,55,50.0,PEN,2012-10-20,10,8,0,NZL
7322,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Berger Pascal (CHE),65,65,65.0,OK,2012-10-20,10,7,1,CHE
7323,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Andrej Ropret (SVN),66,63,59.0,PEN,2012-10-20,10,11,3,SVN
7324,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Viktor Reshetniak (UKR),52,52,52.0,OK,2012-10-20,10,3,1,UKR
7325,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Wendy Timmermans (NLD),48,48,48.0,OK,2012-10-20,10,25,12,NLD
7326,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Cristof Gatzen (DEU),63,41,18.0,PEN,2012-10-20,10,0,0,DEU
7327,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Linda Paganelli (ITA),78,78,78.0,OK,2012-10-20,10,14,7,ITA
7328,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Linda Paganelli (ITA),65,65,65.0,OK,2012-10-20,10,15,4,ITA
7329,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Annelie Pompe (SWE),72,54,35.0,PEN,2012-10-20,10,22,5,SWE
7330,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Iru Balic (VEN),32,32,32.0,OK,2012-10-20,10,15,3,VEN
7331,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Iru Balic (VEN),69,69,69.0,OK,2012-10-20,10,16,10,VEN
7332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Iru Balic (VEN),50,50,50.0,OK,2012-10-20,10,17,2,VEN
7333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Anders Nerpin (SWE),40,40,40.0,OK,2012-10-20,10,1,0,SWE
7334,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Anders Nerpin (SWE),60,60,60.0,OK,2012-10-20,10,2,1,SWE
7335,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Anders Nerpin (SWE),47,47,47.0,OK,2012-10-20,10,3,0,SWE
7336,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Alison Crawford (GBR),40,40,40.0,OK,2012-10-20,10,0,0,GBR
7337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Linda Paganelli (ITA),75,75,75.0,OK,2012-10-20,10,16,8,ITA
7338,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Per Westin (SWE),81,81,81.0,OK,2012-10-20,10,27,21,SWE
7339,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Per Westin (SWE),52,32,11.0,PEN,2012-10-20,10,28,1,SWE
7340,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Clemens Neumann (DEU),72,72,72.0,OK,2012-10-20,10,7,0,DEU
7341,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Clemens Neumann (DEU),77,77,77.0,OK,2012-10-20,10,8,0,DEU
7342,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Clemens Neumann (DEU),57,57,57.0,OK,2012-10-20,10,9,7,DEU
7343,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Wendy Timmermans (NLD),68,68,68.0,OK,2012-10-20,10,26,7,NLD
7344,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Wendy Timmermans (NLD),72,72,72.0,OK,2012-10-20,10,27,6,NLD
7345,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Natalia Zharkova (UKR),52,52,52.0,OK,2012-10-20,10,5,1,UKR
7346,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Natalia Zharkova (UKR),62,62,62.0,OK,2012-10-20,10,6,3,UKR
7347,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Natalia Zharkova (UKR),50,50,50.0,OK,2012-10-20,10,7,1,UKR
7348,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Cristof Gatzen (DEU),58,58,58.0,OK,2012-10-20,10,1,0,DEU
7349,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Alison Crawford (GBR),45,45,45.0,OK,2012-10-20,10,1,0,GBR
7350,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Aurelie Cottier (FRA),45,45,45.0,OK,2012-10-20,10,0,0,FRA
7351,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Aristomenes Vounakis (GBR),40,40,40.0,OK,2012-10-20,10,0,0,GBR
7352,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Dongha Kim (KOR),60,60,60.0,OK,2012-10-20,10,0,0,KOR
7353,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Lyubomir Stefanov (BGR),51,51,51.0,OK,2012-10-20,10,2,1,BGR
7354,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Go Eun Kim (KOR),30,30,30.0,OK,2012-10-20,10,0,0,KOR
7355,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ahmed Abbas (KWT),48,48,48.0,OK,2012-10-20,10,0,0,KWT
7356,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Wessam Sabeh Ayoun (LBN),33,33,33.0,OK,2012-10-20,10,0,0,LBN
7357,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Marwan Hariri (LBN),46,46,46.0,OK,2012-10-20,10,0,0,LBN
7358,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Dongha Kim (KOR),60,60,35.0,OK,2012-10-20,10,1,0,KOR
7359,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Lyubomir Stefanov (BGR),61,61,56.0,PEN,2012-10-20,10,3,1,BGR
7360,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Marwan Hariri (LBN),32,32,32.0,OK,2012-10-20,10,1,0,LBN
7361,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Marwan Hariri (LBN),43,43,43.0,OK,2012-10-20,10,2,0,LBN
7362,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Dongha Kim (KOR),35,35,35.0,OK,2012-10-20,10,2,0,KOR
7363,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Alena Zabloudilová (CZE),57,57,57.0,OK,2012-10-20,10,8,2,CZE
7364,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sebastian Näslund (SWE),88,88,88.0,OK,2012-10-20,10,24,7,SWE
7365,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sebastian Näslund (SWE),62,62,62.0,OK,2012-10-20,10,25,11,SWE
7366,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Johan Thelaus (SWE),80,80,80.0,OK,2012-10-20,10,30,4,SWE
7367,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Johan Thelaus (SWE),84,84,84.0,OK,2012-10-20,10,31,19,SWE
7368,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Johan Thelaus (SWE),60,60,60.0,OK,2012-10-20,10,32,7,SWE
7369,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ashod Papazian (EGY),65,16,-34.0,PEN,2012-10-20,10,15,4,EGY
7370,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ashod Papazian (EGY),75,75,75.0,OK,2012-10-20,10,16,7,EGY
7371,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Alena Zabloudilová (CZE),82,82,82.0,OK,2012-10-20,10,9,2,CZE
7372,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Lyubomir Stefanov (BGR),35,35,35.0,OK,2012-10-20,10,4,0,BGR
7373,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Wessam Sabeh Ayoun (LBN),30,30,30.0,OK,2012-10-20,10,1,0,LBN
7374,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mazen Alshihri (SAU),33,15,-4.0,PEN,2012-10-20,10,0,0,SAU
7375,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ahmed Abbas (KWT),40,40,40.0,OK,2012-10-20,10,1,0,KWT
7376,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Aristomenes Vounakis (GBR),41,41,41.0,OK,2012-10-20,10,1,0,GBR
7377,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jana Balounova (CZE),51,51,51.0,OK,2012-10-20,10,0,0,CZE
7378,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jana Balounova (CZE),55,49,42.0,PEN,2012-10-20,10,1,0,CZE
7379,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jana Balounova (CZE),43,43,43.0,OK,2012-10-20,10,2,0,CZE
7380,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Marianna Gillespie (FRA),50,50,50.0,OK,2012-10-20,10,0,0,FRA
7381,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Marianna Gillespie (FRA),52,52,52.0,OK,2012-10-20,10,1,0,FRA
7382,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Marianna Gillespie (FRA),50,50,50.0,OK,2012-10-20,10,2,0,FRA
7383,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Spartak Golovachev (UKR),56,56,56.0,OK,2012-10-20,10,0,0,UKR
7384,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Spartak Golovachev (UKR),71,71,71.0,OK,2012-10-20,10,1,0,UKR
7385,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Spartak Golovachev (UKR),45,45,45.0,OK,2012-10-20,10,2,0,UKR
7386,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Donya Amer (DEU),51,51,51.0,OK,2012-10-20,10,2,1,DEU
7387,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Oleg Istyagin (UKR),40,40,40.0,OK,2012-10-20,10,0,0,UKR
7388,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Oleg Istyagin (UKR),45,45,45.0,OK,2012-10-20,10,1,0,UKR
7389,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Oleg Istyagin (UKR),40,40,40.0,OK,2012-10-20,10,2,0,UKR
7390,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Iryna Fokas (UKR),27,14,0.0,PEN,2012-10-20,10,0,0,UKR
7391,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Iryna Fokas (UKR),27,20,12.0,PEN,2012-10-20,10,1,0,UKR
7392,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Aurelie Cottier (FRA),55,55,55.0,OK,2012-10-20,10,1,0,FRA
7393,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Vit Matousek (CZE),55,55,55.0,OK,2012-10-20,10,0,0,CZE
7394,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Vit Matousek (CZE),57,35,-8.0,PEN,2012-10-20,10,1,0,CZE
7395,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Vit Matousek (CZE),35,35,35.0,OK,2012-10-20,10,2,0,CZE
7396,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Go Eun Kim (KOR),25,25,25.0,OK,2012-10-20,10,1,0,KOR
7397,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Aristomenes Vounakis (GBR),43,43,43.0,OK,2012-10-20,10,2,0,GBR
7398,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ashod Papazian (EGY),45,45,45.0,OK,2012-10-20,10,17,4,EGY
7399,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Alena Zabloudilová (CZE),80,80,80.0,OK,2012-10-20,10,10,4,CZE
7400,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Shuichi Goto (JPN),42,36,29.0,PEN,2012-10-20,10,5,4,JPN
7401,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kagumi Kimura (JPN),30,30,20.0,PEN,2012-10-20,10,0,0,JPN
7402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Takeru Yasuda (JPN),41,48,48.0,OK,2012-10-20,10,1,0,JPN
7403,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mitsuhiro Kojima (JPN),32,32,32.0,OK,2012-10-20,10,2,1,JPN
7404,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Atsushi Kawai (JPN),35,35,35.0,OK,2012-10-20,10,1,1,JPN
7405,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Yui Wada (JPN),45,35,24.0,PEN,2012-10-20,10,1,0,JPN
7406,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Miyako Yoneyama (JPN),43,43,43.0,OK,2012-10-20,10,2,2,JPN
7407,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Shun Oshima (JPN),83,76,68.0,PEN,2012-10-20,10,16,13,JPN
7408,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kazuo Aoyama (JPN),43,43,0.0,DQSP,2012-10-20,10,6,2,JPN
7409,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tetsuo Hara (JPN),56,56,56.0,OK,2012-10-20,10,1,1,JPN
7410,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Toru Takenouchi (JPN),48,48,48.0,OK,2012-10-20,10,3,3,JPN
7411,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Naoko Yamada (JPN),26,26,26.0,OK,2012-10-20,10,3,3,JPN
7412,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Masako Ishikawa (JPN),25,25,25.0,OK,2012-10-20,10,4,2,JPN
7413,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Masumi Shibata (JPN),63,48,32.0,PEN,2012-10-20,10,4,4,JPN
7414,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Stamatis Mavropoulos (CYP),35,35,0.0,DQSP,2012-11-04,11,0,0,CYP
7415,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Harris Sharpe (CYP),25,25,15.0,PEN,2012-11-04,11,0,0,CYP
7416,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Marinos Kartapanis (CYP),23,23,23.0,OK,2012-11-04,11,0,0,CYP
7417,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Yiannos Ioannou (CYP),28,28,28.0,OK,2012-11-04,11,0,0,CYP
7418,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Stefanos Stefani (CYP),45,37,28.0,PEN,2012-11-04,11,1,1,CYP
7419,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Helen Evi Holroyd (CYP),16,16,16.0,OK,2012-11-04,11,3,1,CYP
7420,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Konstantinos Afxentiou (CYP),41,41,41.0,OK,2012-11-04,11,2,2,CYP
7421,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,George Pittis (CYP),38,38,0.0,DQSP,2012-11-04,11,1,1,CYP
7422,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Diogenis Loizides (CYP),25,18,10.0,PEN,2012-11-04,11,1,1,CYP
7423,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Michalis Polukarpou (CYP),25,25,25.0,OK,2012-11-04,11,1,0,CYP
7424,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Nicolas Poludorou (CYP),35,35,35.0,OK,2012-11-04,11,1,1,CYP
7425,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Adriana Gabriela Bantu-Dinu (ROU),34,34,34.0,OK,2012-11-04,11,3,3,ROU
7426,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Konstantinos Nadiotis (CYP),41,41,41.0,OK,2012-11-04,11,3,2,CYP
7427,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Helen Evi Holroyd (CYP),27,27,27.0,OK,2012-11-04,11,4,1,CYP
7428,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Julien Deruffe (FRA),35,35,35.0,OK,2012-11-04,11,3,1,FRA
7429,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mohamed Elmekkawi (EGY),25,25,25.0,OK,2012-11-04,11,0,0,EGY
7430,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Masaharu Nishiguchi (JPN),36,36,36.0,OK,2012-11-04,11,1,1,JPN
7431,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kazuo Aoyama (JPN),38,38,38.0,OK,2012-11-04,11,7,4,JPN
7432,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Yosuke Sekiya (JPN),35,35,35.0,OK,2012-11-04,11,0,0,JPN
