,Diver,Gender,Discipline,AP,RP,Card,Points,Remarks,Event Type,Day,Month,Year,Experience Dive,Experience Discipline,Country
13939,Xia Mao (CHN),F,CWT,56,56,WHITE,56.0,-,Depth Competition,2017-09-17,9,2017,0,0,CHN
13940,Jie Dong (CHN),F,CWT,65,65,WHITE,65.0,-,Depth Competition,2017-09-17,9,2017,3,1,CHN
13941,Costa Lin Zhu (CHN),M,CWT,74,74,WHITE,74.0,-,Depth Competition,2017-09-17,9,2017,0,0,CHN
13948,He Jun (CHN),M,FIM,52,47,RED,0.0,DQSP,Depth Competition,2017-09-17,9,2017,0,0,CHN
13949,Xueqin Liu (CHN),F,CWT,48,48,WHITE,48.0,-,Depth Competition,2017-09-17,9,2017,0,0,CHN
13923,Lace Guo (CHN),F,FIM,25,25,WHITE,25.0,-,Depth Competition,2017-09-17,9,2017,0,0,CHN
13932,Shishuang Tan (CHN),M,CWT,36,36,WHITE,36.0,-,Depth Competition,2017-09-17,9,2017,0,0,CHN
13931,Shuting Yuan (CHN),F,CWT,33,33,WHITE,33.0,-,Depth Competition,2017-09-17,9,2017,0,0,CHN
13930,Yanzi Yuan (CHN),F,CWT,32,32,WHITE,32.0,-,Depth Competition,2017-09-17,9,2017,0,0,CHN
13929,Baoquan Han (CHN),M,CNF,36,36,WHITE,36.0,-,Depth Competition,2017-09-17,9,2017,0,0,CHN
13928,Chong Jia (CHN),M,FIM,60,60,WHITE,60.0,-,Depth Competition,2017-09-17,9,2017,0,0,CHN
13927,Tommy Tao Tian (CHN),M,FIM,52,0,RED,0.0,DQSP,Depth Competition,2017-09-17,9,2017,0,0,CHN
13926,Gu Ting (CHN),F,FIM,50,46,YELLOW,41.0,"ET(-4), no Tag(-1)",Depth Competition,2017-09-17,9,2017,0,0,CHN
13935,Qin Luo (CHN),F,CWT,43,43,WHITE,43.0,-,Depth Competition,2017-09-17,9,2017,0,0,CHN
1851,Kateryna Sadurska (UKR),F,CWT,40,29,YELLOW,17.0,-,Mixed Competition,2017-09-17,9,2017,2,0,UKR
1850,Leon Jansen (NLD),M,CNF,30,30,WHITE,30.0,-,Mixed Competition,2017-09-17,9,2017,2,0,NLD
1849,Israel Gil (VEN),M,CNF,26,26,WHITE,26.0,-,Mixed Competition,2017-09-17,9,2017,2,0,VEN
1848,Martyn Bromley (GBR),M,CNF,20,20,WHITE,20.0,-,Mixed Competition,2017-09-17,9,2017,5,1,GBR
13925,Xin Liu (CHN),M,FIM,45,39,YELLOW,32.0,"ET(-6) ,no Tag (-1)",Depth Competition,2017-09-17,9,2017,0,0,CHN
13924,Xu Xiaodong (CHN),M,FIM,28,28,WHITE,28.0,-,Depth Competition,2017-09-17,9,2017,0,0,CHN
13933,Jia Xu (CHN),F,CWT,39,39,WHITE,39.0,-,Depth Competition,2017-09-17,9,2017,0,0,CHN
13934,Rujun Li (CHN),M,CWT,42,42,WHITE,42.0,-,Depth Competition,2017-09-17,9,2017,0,0,CHN
13972,Chao Shen (CHN),M,CWT,72,67,YELLOW,61.0,"ET(-6), no Tag(-1)",Depth Competition,2017-09-18,9,2017,8,8,CHN
13951,Xin Liu (CHN),M,FIM,45,41,YELLOW,36.0,"ET(-4), no Tag(-1)",Depth Competition,2017-09-18,9,2017,1,1,CHN
1502,Miguel Lozano (ESP),M,CWT,80,80,WHITE,80.0,-,Depth Competition,2017-09-18,9,2017,25,2,ESP
1503,Marialena Sofroniou (GRC),F,CWT,36,36,WHITE,36.0,-,Depth Competition,2017-09-18,9,2017,1,1,GRC
1504,Maria Sitti (CYP),F,CWT,48,48,WHITE,48.0,-,Depth Competition,2017-09-18,9,2017,3,2,CYP
1505,Kerry Hollowell (USA),F,CWT,67,67,WHITE,67.0,-,Depth Competition,2017-09-18,9,2017,31,27,USA
1506,Natalia Zharkova (UKR),F,CWT,85,85,WHITE,85.0,-,Depth Competition,2017-09-18,9,2017,27,15,UKR
13958,Yanzi Yuan (CHN),F,CWT,34,34,WHITE,34.0,-,Depth Competition,2017-09-18,9,2017,1,1,CHN
13959,Xu Xiaodong (CHN),M,CWT,35,35,WHITE,35.0,-,Depth Competition,2017-09-18,9,2017,1,0,CHN
13960,Shuting Yuan (CHN),F,CWT,36,36,RED,0.0,DQSP,Depth Competition,2017-09-18,9,2017,1,1,CHN
13961,Shishuang Tan (CHN),M,CWT,36,36,WHITE,36.0,-,Depth Competition,2017-09-18,9,2017,1,1,CHN
13962,Jia Xu (CHN),F,CWT,41,41,WHITE,41.0,-,Depth Competition,2017-09-18,9,2017,1,1,CHN
1501,Amanda Sumner (USA),F,CWT,55,55,WHITE,55.0,-,Depth Competition,2017-09-18,9,2017,35,20,USA
13963,Rujun Li (CHN),M,CWT,45,45,WHITE,45.0,-,Depth Competition,2017-09-18,9,2017,1,1,CHN
13965,Lei Qian (CHN),F,CWT,50,50,WHITE,50.0,-,Depth Competition,2017-09-18,9,2017,1,1,CHN
13966,Tommy Tao Tian (CHN),M,CWT,52,52,WHITE,52.0,-,Depth Competition,2017-09-18,9,2017,1,0,CHN
13967,Yang Yi (CHN),M,CWT,55,49,YELLOW,42.0,"ET(-6), no Tag(-1)",Depth Competition,2017-09-18,9,2017,1,1,CHN
13968,Yao Chen (CHN),M,CWT,55,55,RED,0.0,DQBO,Depth Competition,2017-09-18,9,2017,1,1,CHN
13969,Xia Mao (CHN),F,CWT,59,55,YELLOW,50.0,"ET(-4), no Tag(-1)",Depth Competition,2017-09-18,9,2017,1,1,CHN
13970,Jingzhe Li (CHN),F,CWT,63,63,WHITE,63.0,-,Depth Competition,2017-09-18,9,2017,4,2,CHN
13976,Xueqin Liu (CHN),F,CWT,51,47,YELLOW,42.0,"ET(-4), no Tag(-1)",Depth Competition,2017-09-18,9,2017,1,1,CHN
13975,He Jun (CHN),M,FIM,52,45,YELLOW,37.0,"ET(-7), no Tag(-1)",Depth Competition,2017-09-18,9,2017,1,1,CHN
13974,Jay Ku (TPE),M,CWT,96,96,WHITE,96.0,Taiwan National Record,Depth Competition,2017-09-18,9,2017,2,1,TPE
13973,Costa Lin Zhu (CHN),M,CWT,77,77,WHITE,77.0,-,Depth Competition,2017-09-18,9,2017,1,1,CHN
13964,Zhe Yuan (CHN),M,CWT,50,42,YELLOW,33.0,"ET(-8), no Tag(-1)",Depth Competition,2017-09-18,9,2017,1,1,CHN
13950,Qin Luo (CHN),F,CNF,28,28,RED,0.0,DQSP (airway),Depth Competition,2017-09-18,9,2017,1,0,CHN
1488,Michalis Vogas (GRC),M,CWT,40,40,WHITE,40.0,-,Depth Competition,2017-09-18,9,2017,2,2,GRC
1500,Christos Papadopoulos (GRC),M,CWT,86,86,WHITE,86.0,-,Depth Competition,2017-09-18,9,2017,32,27,GRC
13952,Gu Ting (CHN),F,FIM,45,45,WHITE,45.0,-,Depth Competition,2017-09-18,9,2017,1,1,CHN
13953,Baoquan Han (CHN),M,FIM,49,49,WHITE,49.0,-,Depth Competition,2017-09-18,9,2017,1,0,CHN
13954,Jung A Kim (KOR),F,FIM,57,57,WHITE,57.0,Korea Female National Record,Depth Competition,2017-09-18,9,2017,4,1,KOR
13955,Stefan Randig (DEU),M,FIM,100,43,YELLOW,0.0,"ET(-57), no Tag(-1)",Depth Competition,2017-09-18,9,2017,24,10,DEU
13956,Lace Guo (CHN),F,CWT,25,25,WHITE,25.0,-,Depth Competition,2017-09-18,9,2017,1,0,CHN
13957,Chong Jia (CHN),M,CWT,26,26,WHITE,26.0,-,Depth Competition,2017-09-18,9,2017,1,0,CHN
1483,Fatma Uruk (TUR),F,CWT,40,40,YELLOW,35.0,Grab,Depth Competition,2017-09-18,9,2017,0,0,TUR
1484,Christos Tserentzoulias (GRC),M,CWT,36,36,WHITE,36.0,-,Depth Competition,2017-09-18,9,2017,0,0,GRC
1485,Michel Filinis2 (BRA),M,CWT,52,51,RED,0.0,Bo,Depth Competition,2017-09-18,9,2017,12,3,BRA
1486,Konstantinos Margetis (GRC),M,CWT,38,33,YELLOW,27.0,Short no tag,Depth Competition,2017-09-18,9,2017,3,1,GRC
1487,Fotios Amaxopoulos (GRC),M,CWT,30,30,WHITE,30.0,-,Depth Competition,2017-09-18,9,2017,0,0,GRC
13971,Jie Dong (CHN),F,CWT,66,66,WHITE,66.0,-,Depth Competition,2017-09-18,9,2017,4,2,CHN
1489,Osman Can Ozcanli (TUR),M,CWT,40,40,WHITE,40.0,-,Depth Competition,2017-09-18,9,2017,0,0,TUR
1490,Roberto Calich (),M,CWT,42,42,WHITE,42.0,-,Depth Competition,2017-09-18,9,2017,1,1,Unknown
1491,Dimitris Theotokatos (GRC),M,CWT,45,45,WHITE,45.0,-,Depth Competition,2017-09-18,9,2017,3,3,GRC
1492,Evaggelos Vasilikos (GRC),M,CWT,55,55,WHITE,55.0,-,Depth Competition,2017-09-18,9,2017,14,14,GRC
1493,Aris Ioannidis (GRC),M,CWT,55,55,WHITE,55.0,-,Depth Competition,2017-09-18,9,2017,46,13,GRC
1494,Simone Gaeta (ITA),M,CWT,60,60,WHITE,60.0,-,Depth Competition,2017-09-18,9,2017,2,1,ITA
1495,Christos Politis (GRC),M,CWT,63,63,WHITE,63.0,-,Depth Competition,2017-09-18,9,2017,14,8,GRC
1496,Tony Helm (GRC),M,CWT,70,70,WHITE,70.0,-,Depth Competition,2017-09-18,9,2017,10,8,GRC
1497,Christian Maldamé (FRA),M,CWT,71,71,WHITE,71.0,-,Depth Competition,2017-09-18,9,2017,36,22,FRA
1498,Homar Leuci (ITA),M,CWT,100,100,WHITE,100.0,-,Depth Competition,2017-09-18,9,2017,14,7,ITA
1499,Giannis Giagkinis (GRC),M,CWT,80,80,WHITE,80.0,-,Depth Competition,2017-09-18,9,2017,4,4,GRC
1854,Tomoka Fukuda (JPN),F,CWT,95,74,YELLOW,52.0,-,Mixed Competition,2017-09-19,9,2017,52,36,JPN
1852,Kateryna Sadurska (UKR),F,CNF,27,27,WHITE,27.0,-,Mixed Competition,2017-09-19,9,2017,3,0,UKR
1853,Martyn Bromley (GBR),M,CNF,25,25,WHITE,25.0,-,Mixed Competition,2017-09-19,9,2017,6,2,GBR
1858,Carolina Schrappe (BRA),F,FIM,45,45,WHITE,45.0,-,Mixed Competition,2017-09-20,9,2017,52,12,BRA
1857,Martyn Bromley (GBR),M,CWT,40,30,YELLOW,19.0,-,Mixed Competition,2017-09-20,9,2017,7,2,GBR
1855,Tomoka Fukuda (JPN),F,CWT,96,86,YELLOW,75.0,-,Mixed Competition,2017-09-20,9,2017,53,37,JPN
1856,Kateryna Sadurska (UKR),F,CWT,41,41,WHITE,41.0,-,Mixed Competition,2017-09-20,9,2017,4,1,UKR
1507,Michalis Vogas (GRC),M,CNF,30,30,WHITE,30.0,-,Depth Competition,2017-09-20,9,2017,3,0,GRC
1520,Natalia Zharkova (UKR),F,CNF,50,50,WHITE,50.0,-,Depth Competition,2017-09-20,9,2017,28,7,UKR
1519,Kerry Hollowell (USA),F,CNF,41,41,WHITE,41.0,-,Depth Competition,2017-09-20,9,2017,32,1,USA
1517,Homar Leuci (ITA),M,CNF,70,70,WHITE,70.0,-,Depth Competition,2017-09-20,9,2017,15,3,ITA
1516,Miguel Lozano (ESP),M,CNF,70,70,WHITE,70.0,-,Depth Competition,2017-09-20,9,2017,26,5,ESP
1515,Giannis Kothonidis (GRC),M,CNF,66,66,WHITE,66.0,-,Depth Competition,2017-09-20,9,2017,0,0,GRC
1518,Amanda Sumner (USA),F,CNF,30,30,WHITE,30.0,-,Depth Competition,2017-09-20,9,2017,36,8,USA
1513,Aris Ioannidis (GRC),M,CNF,55,55,WHITE,55.0,-,Depth Competition,2017-09-20,9,2017,47,18,GRC
1512,Mehmet Arikok (TUR),M,CNF,53,53,WHITE,53.0,-,Depth Competition,2017-09-20,9,2017,11,2,TUR
1511,Dimitris Koumoulos (GRC),M,CNF,48,48,WHITE,48.0,-,Depth Competition,2017-09-20,9,2017,25,9,GRC
1510,Tony Helm (GRC),M,CNF,46,46,WHITE,46.0,-,Depth Competition,2017-09-20,9,2017,11,0,GRC
1509,Konstantinos Margetis (GRC),M,CNF,35,35,WHITE,35.0,-,Depth Competition,2017-09-20,9,2017,4,2,GRC
1508,Giannis Giagkinis (GRC),M,CNF,60,48,YELLOW,35.0,Short no tag,Depth Competition,2017-09-20,9,2017,5,0,GRC
1514,Giorgos Sakkas (GRC),M,CNF,60,60,WHITE,60.0,-,Depth Competition,2017-09-20,9,2017,29,15,GRC
1538,Christian Maldamé (FRA),M,FIM,74,74,WHITE,74.0,-,Depth Competition,2017-09-22,9,2017,37,6,FRA
1532,Christos Politis (GRC),M,FIM,57,57,WHITE,57.0,-,Depth Competition,2017-09-22,9,2017,15,6,GRC
1533,Michel Filinis2 (BRA),M,FIM,59,59,WHITE,59.0,-,Depth Competition,2017-09-22,9,2017,13,8,BRA
1534,Aris Ioannidis (GRC),M,FIM,60,60,WHITE,60.0,-,Depth Competition,2017-09-22,9,2017,48,15,GRC
1535,Antonis Papantonatos (GRC),M,FIM,62,62,WHITE,62.0,-,Depth Competition,2017-09-22,9,2017,4,4,GRC
1536,Giannis Giagkinis (GRC),M,FIM,70,70,WHITE,70.0,-,Depth Competition,2017-09-22,9,2017,6,0,GRC
1537,Mehmet Arikok (TUR),M,FIM,72,72,WHITE,72.0,-,Depth Competition,2017-09-22,9,2017,12,3,TUR
1539,Homar Leuci (ITA),M,FIM,80,80,WHITE,80.0,-,Depth Competition,2017-09-22,9,2017,16,4,ITA
1523,Giorgos Sakkas (GRC),M,FIM,60,34,YELLOW,7.0,Short no tag,Depth Competition,2017-09-22,9,2017,30,7,GRC
1541,Miguel Lozano (ESP),M,FIM,100,100,WHITE,100.0,-,Depth Competition,2017-09-22,9,2017,27,18,ESP
1542,Marialena Sofroniou (GRC),F,FIM,30,30,WHITE,30.0,-,Depth Competition,2017-09-22,9,2017,2,0,GRC
1543,Antoniou Lia (CYP),F,FIM,40,40,WHITE,40.0,-,Depth Competition,2017-09-22,9,2017,0,0,CYP
1544,Maria Sitti (CYP),F,FIM,45,45,WHITE,45.0,-,Depth Competition,2017-09-22,9,2017,4,1,CYP
1545,Kerry Hollowell (USA),F,FIM,65,65,WHITE,65.0,-,Depth Competition,2017-09-22,9,2017,33,3,USA
1546,Natalia Zharkova (UKR),F,FIM,70,70,WHITE,70.0,-,Depth Competition,2017-09-22,9,2017,29,5,UKR
1530,Dimitris Koumoulos (GRC),M,FIM,50,50,WHITE,50.0,-,Depth Competition,2017-09-22,9,2017,26,7,GRC
1522,Christos Tserentzoulias (GRC),M,FIM,30,13,YELLOW,0.0,Short no tag,Depth Competition,2017-09-22,9,2017,1,0,GRC
1521,Fatma Uruk (TUR),F,FIM,50,50,WHITE,50.0,-,Depth Competition,2017-09-22,9,2017,1,0,TUR
1540,Alexandros Koukos (GRC),M,FIM,81,81,WHITE,81.0,-,Depth Competition,2017-09-22,9,2017,4,4,GRC
1529,Tasos Grillakis (GRC),M,FIM,46,46,WHITE,46.0,-,Depth Competition,2017-09-22,9,2017,9,2,GRC
1531,Berger Pascal (CHE),M,FIM,55,55,WHITE,55.0,-,Depth Competition,2017-09-22,9,2017,26,12,CHE
1527,Osman Can Ozcanli (TUR),M,FIM,38,38,WHITE,38.0,-,Depth Competition,2017-09-22,9,2017,1,0,TUR
1526,Konstantinos Margetis (GRC),M,FIM,38,38,WHITE,38.0,-,Depth Competition,2017-09-22,9,2017,5,0,GRC
1525,Jeremy Stephan (USA),M,FIM,38,38,WHITE,38.0,-,Depth Competition,2017-09-22,9,2017,0,0,USA
1524,Dimitris Theotokatos (GRC),M,FIM,36,36,WHITE,36.0,-,Depth Competition,2017-09-22,9,2017,4,0,GRC
1528,Michalis Vogas (GRC),M,FIM,42,42,WHITE,42.0,-,Depth Competition,2017-09-22,9,2017,4,0,GRC
14399,Alexander De La Hoya (MEX),M,FIM,45,45,WHITE,45.0,Ok,Depth Competition,2017-09-23,9,2017,0,0,MEX
14400,Roberto Guzman (MEX),M,FIM,47,47,WHITE,47.0,Ok,Depth Competition,2017-09-23,9,2017,0,0,MEX
14401,Ariel Kedmi (ISR),M,FIM,60,60,WHITE,60.0,Ok,Depth Competition,2017-09-23,9,2017,4,2,ISR
14402,Pepe Salcedo (MEX),M,FIM,70,70,WHITE,70.0,Ok,Depth Competition,2017-09-23,9,2017,27,6,MEX
14396,Rodrigo Salsas (MEX),M,FIM,50,50,WHITE,50.0,Ok,Depth Competition,2017-09-23,9,2017,0,0,MEX
14398,Ian Almasi (USA),M,FIM,44,44,WHITE,44.0,Ok,Depth Competition,2017-09-23,9,2017,12,5,USA
14397,Andrea Bonassi (ITA),M,FIM,35,35,WHITE,35.0,Ok,Depth Competition,2017-09-23,9,2017,0,0,ITA
14394,Ariel Kedmi (ISR),M,CNF,40,40,WHITE,40.0,Ok,Depth Competition,2017-09-23,9,2017,5,0,ISR
14393,Alexander De La Hoya (MEX),M,CNF,40,40,RED,0.0,"Dqother, pull",Depth Competition,2017-09-23,9,2017,1,0,MEX
14392,Roberto Guzman (MEX),M,CNF,38,38,WHITE,38.0,Ok,Depth Competition,2017-09-23,9,2017,1,0,MEX
14391,Ian Almasi (USA),M,CNF,32,32,WHITE,32.0,Ok,Depth Competition,2017-09-23,9,2017,13,3,USA
14390,Andrea Bonassi (ITA),M,CNF,25,25,WHITE,25.0,Ok,Depth Competition,2017-09-23,9,2017,1,0,ITA
14389,Rodrigo Salsas (MEX),M,CNF,33,33,WHITE,33.0,Ok,Depth Competition,2017-09-23,9,2017,1,0,MEX
14395,Pepe Salcedo (MEX),M,CNF,68,68,RED,0.0,Dqbo-surface,Depth Competition,2017-09-23,9,2017,28,9,MEX
14405,Andrea Bonassi (ITA),M,CWT,35,35,WHITE,35.0,Ok,Depth Competition,2017-09-24,9,2017,2,0,ITA
14404,Ian Almasi (USA),M,CWT,40,36,YELLOW,31.0,"No tag,rp<ap",Depth Competition,2017-09-24,9,2017,14,4,USA
14403,Rodrigo Salsas (MEX),M,CWT,50,50,WHITE,50.0,Ok,Depth Competition,2017-09-24,9,2017,2,0,MEX
14406,Roberto Guzman (MEX),M,CWT,47,47,WHITE,47.0,Ok,Depth Competition,2017-09-24,9,2017,2,0,MEX
14407,Ariel Kedmi (ISR),M,CWT,60,60,WHITE,60.0,Ok,Depth Competition,2017-09-24,9,2017,6,2,ISR
14438,Damien Leclere (FRA),M,FIM,17,17,WHITE,17.0,Ok,Depth Competition,2017-09-29,9,2017,0,0,FRA
14437,Kamel Klalib (GBR),M,FIM,5,5,WHITE,5.0,Ok,Depth Competition,2017-09-29,9,2017,0,0,GBR
14436,Adrien Fourcade (CHE),M,FIM,8,8,WHITE,8.0,Ok,Depth Competition,2017-09-29,9,2017,1,1,CHE
13870,Juho Akola (FIN),M,FIM,35,35,WHITE,35.0,-,Depth Competition,2017-10-14,10,2017,1,0,FIN
13871,Mikko Pöntinen (FIN),M,FIM,71,71,WHITE,71.0,-,Depth Competition,2017-10-14,10,2017,12,1,FIN
13872,Lauri Aalto (FIN),M,FIM,55,56,RED,0.0,SP,Depth Competition,2017-10-14,10,2017,3,3,FIN
13873,Pascal Vliers (BEL),M,FIM,35,35,WHITE,35.0,-,Depth Competition,2017-10-14,10,2017,0,0,BEL
13868,Cedric Bourgaux (BEL),M,CWT,72,54,YELLOW,35.0,Early Turn,Depth Competition,2017-10-14,10,2017,1,1,BEL
13867,Nathan Vinski (CAN),M,CWT,56,56,WHITE,56.0,-,Depth Competition,2017-10-14,10,2017,0,0,CAN
13865,Gisela Sola Lafuente (ESP),F,FIM,53,53,WHITE,53.0,NR,Depth Competition,2017-10-14,10,2017,0,0,ESP
13864,Luis Alberto Gutierrez (ESP),M,FIM,65,64,WHITE,65.0,-,Depth Competition,2017-10-14,10,2017,1,1,ESP
13863,Jorge Ituero García (ESP),M,FIM,30,30,WHITE,30.0,-,Depth Competition,2017-10-14,10,2017,0,0,ESP
13862,Pablo Dormal (ESP),M,FIM,38,36,WHITE,38.0,-,Depth Competition,2017-10-14,10,2017,0,0,ESP
13869,Veera Lopez-Lehto (FIN),F,CNF,30,30,WHITE,30.0,-,Depth Competition,2017-10-14,10,2017,4,1,FIN
13866,Juan Amengual (ESP),M,CWT,50,32,RED,0.0,SP Penalty,Depth Competition,2017-10-14,10,2017,0,0,ESP
13885,Cedric Bourgaux (BEL),M,CWT,0,0,RED,0.0,DNS,Depth Competition,2017-10-15,10,2017,2,2,BEL
13884,Pascal Vliers (BEL),M,FIM,0,0,RED,0.0,DNS,Depth Competition,2017-10-15,10,2017,1,1,BEL
13728,Soteris Elia (CYP),M,FIM,52,34,YELLOW,15.0,"Short, no tag",Depth Competition,2017-10-15,10,2017,2,1,CYP
13724,Michel Filinis2 (BRA),M,FIM,45,45,WHITE,45.0,-,Depth Competition,2017-10-15,10,2017,14,9,BRA
13725,Maria Sitti (CYP),F,FIM,46,46,WHITE,46.0,NR,Depth Competition,2017-10-15,10,2017,5,2,CYP
13726,Kyriakos Panayi (CYP),M,FIM,45,45,WHITE,45.0,-,Depth Competition,2017-10-15,10,2017,3,1,CYP
13727,Erol Hasin Azer Izzet (CYP),M,FIM,25,25,WHITE,25.0,-,Depth Competition,2017-10-15,10,2017,1,0,CYP
13729,Kyriakos Lefkonitziatis (CYP),M,CNF,42,33,YELLOW,23.0,"Short, no tag",Depth Competition,2017-10-15,10,2017,6,4,CYP
13730,Michel Filinis2 (BRA),M,CNF,30,30,WHITE,30.0,-,Depth Competition,2017-10-15,10,2017,15,1,BRA
13731,Erol Hasin Azer Izzet (CYP),M,CWT,30,30,RED,0.0,DQSP,Depth Competition,2017-10-15,10,2017,2,1,CYP
13732,Panagiotis Antoniou (CYP),M,CWT,36,36,WHITE,36.0,-,Depth Competition,2017-10-15,10,2017,5,5,CYP
13734,Maria Sitti (CYP),F,CWT,49,49,WHITE,49.0,NR,Depth Competition,2017-10-15,10,2017,6,3,CYP
13735,Elena Kiseleva (CYP),F,CWT,50,50,WHITE,50.0,-,Depth Competition,2017-10-15,10,2017,1,1,CYP
13736,Niyazi Beydagli (CYP),M,CWT,50,50,WHITE,50.0,-,Depth Competition,2017-10-15,10,2017,0,0,CYP
13733,Kyriakos Panayi (CYP),M,CWT,41,41,WHITE,41.0,-,Depth Competition,2017-10-15,10,2017,4,1,CYP
13874,Jorge Ituero García (ESP),M,FIM,40,40,WHITE,40.0,-,Depth Competition,2017-10-15,10,2017,1,1,ESP
13883,Nathan Vinski (CAN),M,CWT,63,0,RED,0.0,DNS,Depth Competition,2017-10-15,10,2017,1,1,CAN
13882,Lauri Aalto (FIN),M,FIM,51,42,WHITE,32.0,Early Turn,Depth Competition,2017-10-15,10,2017,4,4,FIN
13881,Juho Akola (FIN),M,FIM,40,40,WHITE,40.0,-,Depth Competition,2017-10-15,10,2017,2,1,FIN
13737,Andreas Lemesianos (CYP),M,CWT,27,24,RED,0.0,DQSP,Depth Competition,2017-10-15,10,2017,0,0,CYP
13879,Mikko Pöntinen (FIN),M,CNF,45,0,RED,0.0,DNS,Depth Competition,2017-10-15,10,2017,13,2,FIN
13880,Veera Lopez-Lehto (FIN),F,FIM,40,40,WHITE,40.0,-,Depth Competition,2017-10-15,10,2017,5,1,FIN
13877,Juan Amengual (ESP),M,CWT,50,50,RED,0.0,SP PENALTY,Depth Competition,2017-10-15,10,2017,1,1,ESP
13876,Pablo Dormal (ESP),M,CNF,25,25,RED,0.0,PULL,Depth Competition,2017-10-15,10,2017,1,0,ESP
13875,Luis Alberto Gutierrez (ESP),M,FIM,70,64,YELLOW,57.0,EARLY TURN,Depth Competition,2017-10-15,10,2017,2,2,ESP
13878,Gisela Sola Lafuente (ESP),F,CWT,45,45,WHITE,45.0,-,Depth Competition,2017-10-15,10,2017,1,0,ESP
771,Huub Waaldijk (NLD),M,FIM,71,55,YELLOW,38.0,-,Mixed Competition,2017-10-24,10,2017,5,2,NLD
758,Akim Adhari (TUN),M,CWT,92,92,WHITE,92.0,-,Mixed Competition,2017-10-24,10,2017,9,9,TUN
770,Alexander Nilsson (SWE),M,FIM,70,70,RED,0.0,DQBO,Mixed Competition,2017-10-24,10,2017,0,0,SWE
755,Hyunho Seong (KOR),M,CWT,76,76,WHITE,76.0,-,Mixed Competition,2017-10-24,10,2017,6,3,KOR
756,Sunyoung Kim (KOR),F,CWT,84,84,RED,0.0,DQBO,Mixed Competition,2017-10-24,10,2017,29,22,KOR
757,Jihoon Jang (KOR),M,CWT,86,86,WHITE,86.0,-,Mixed Competition,2017-10-24,10,2017,13,7,KOR
759,Claire Walsh (IRL),F,FIM,42,42,WHITE,42.0,-,Mixed Competition,2017-10-24,10,2017,0,0,IRL
752,Kristina Iseeva (RUS),F,CWT,56,56,WHITE,56.0,-,Mixed Competition,2017-10-24,10,2017,0,0,RUS
761,Halina Bobryshava (BLR),F,FIM,31,31,WHITE,31.0,-,Mixed Competition,2017-10-24,10,2017,0,0,BLR
762,Hyemin Kim (KOR),F,FIM,40,40,WHITE,40.0,-,Mixed Competition,2017-10-24,10,2017,18,1,KOR
763,Anqi Lim (SGP),F,FIM,40,40,WHITE,40.0,-,Mixed Competition,2017-10-24,10,2017,5,0,SGP
764,Ka Wing Ng (HKG),F,FIM,48,48,RED,0.0,DQBO (airways),Mixed Competition,2017-10-24,10,2017,4,3,HKG
765,Nancy Gibson (GBR),F,FIM,50,50,WHITE,50.0,-,Mixed Competition,2017-10-24,10,2017,6,3,GBR
766,Nicole Müller (DEU),F,FIM,50,38,RED,0.0,"DQSP (not finished), short, tag",Mixed Competition,2017-10-24,10,2017,2,1,DEU
772,Walter Chivescu (ROU),M,FIM,72,72,WHITE,72.0,-,Mixed Competition,2017-10-24,10,2017,17,11,ROU
760,Kirill Blinovskii (RUS),M,FIM,56,56,WHITE,56.0,-,Mixed Competition,2017-10-24,10,2017,0,0,RUS
773,Sophia Van Coller (ZAF),F,CNF,40,40,WHITE,40.0,-,Mixed Competition,2017-10-24,10,2017,6,2,ZAF
751,Inge Verbruggen (BEL),F,CWT,48,48,WHITE,48.0,-,Mixed Competition,2017-10-24,10,2017,12,3,BEL
775,Yaqoub Benjabal (KWT),M,CNF,46,46,RED,0.0,DQBO,Mixed Competition,2017-10-24,10,2017,3,3,KWT
747,Loic Vuillemin (CHE),M,FIM,45,45,WHITE,45.0,-,Mixed Competition,2017-10-24,10,2017,0,0,CHE
748,Beata Grickevica (LVA),F,FIM,70,70,YELLOW,69.0,Tag,Mixed Competition,2017-10-24,10,2017,14,7,LVA
749,Dauren Zholdasbayev (KAZ),M,CWT,25,25,WHITE,25.0,-,Mixed Competition,2017-10-24,10,2017,0,0,KAZ
750,Julia Tobler (CHE),F,CWT,48,48,WHITE,48.0,-,Mixed Competition,2017-10-24,10,2017,4,3,CHE
767,Abdullah Al Omran (KWT),M,FIM,52,52,WHITE,52.0,-,Mixed Competition,2017-10-24,10,2017,2,2,KWT
769,Renee Blundon (USA),F,FIM,60,60,WHITE,60.0,-,Mixed Competition,2017-10-24,10,2017,7,4,USA
774,Jungmoo Yoo (KOR),M,CNF,41,41,WHITE,41.0,-,Mixed Competition,2017-10-24,10,2017,0,0,KOR
753,Olga Rodnova (RUS),F,CWT,60,60,WHITE,60.0,-,Mixed Competition,2017-10-24,10,2017,2,1,RUS
781,Robert Strycharczuk (DEU),M,CWT,55,55,WHITE,55.0,-,Mixed Competition,2017-10-24,10,2017,0,0,DEU
780,Tae Yeong Kim (KOR),M,CWT,71,47,YELLOW,22.0,"Short, tag",Mixed Competition,2017-10-24,10,2017,0,0,KOR
779,Inkyu Choi (KOR),M,CNF,25,25,WHITE,25.0,-,Mixed Competition,2017-10-24,10,2017,0,0,KOR
