,onehotencoder__Gender_F,onehotencoder__Gender_M,onehotencoder__Discipline_CNF,onehotencoder__Discipline_CWT,onehotencoder__Discipline_CWTB,onehotencoder__Discipline_FIM,onehotencoder__Card_RED,onehotencoder__Card_WHITE,onehotencoder__Card_YELLOW,onehotencoder__Event Type_Competition,onehotencoder__Event Type_Depth Competition,onehotencoder__Event Type_Mixed Competition,onehotencoder__Event Type_Pool Competition,onehotencoder__Event Type_Team Competition,onehotencoder__Event Type_World Championship,onehotencoder__Event Type_Worldrecord attempt,remainder__Name,remainder__Country,remainder__AP,remainder__RP,remainder__Depth_Difference,remainder__Points,remainder__Remarks,remainder__Day,remainder__Month,remainder__Year,remainder__Experience Dive,remainder__Experience Discipline
7614,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Delainya Kazarian,USA,45,35,10,24.0,PEN,2012-11-20,11,2012,0,0
7615,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Dee Dee Flores,USA,40,40,0,35.0,PEN,2012-11-20,11,2012,1,0
7616,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Dee Dee Flores,USA,35,35,0,35.0,OK,2012-11-20,11,2012,2,0
7617,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Dee Dee Flores,USA,35,35,0,35.0,OK,2012-11-20,11,2012,3,1
7618,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Dee Dee Flores,USA,27,27,0,27.0,OK,2012-11-20,11,2012,4,1
7619,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Dee Dee Flores,USA,31,24,7,16.0,PEN,2012-11-20,11,2012,5,1
7620,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tomoka Fukuda,JPN,65,65,0,65.0,OK,2012-11-20,11,2012,4,0
7621,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tomoka Fukuda,JPN,40,40,0,40.0,OK,2012-11-20,11,2012,5,0
7622,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tomoka Fukuda,JPN,80,80,0,80.0,OK,2012-11-20,11,2012,6,4
7623,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tomoka Fukuda,JPN,56,56,0,56.0,OK,2012-11-20,11,2012,7,1
7624,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tomoka Fukuda,JPN,76,76,0,76.0,OK,2012-11-20,11,2012,8,5
7625,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tomoka Fukuda,JPN,73,73,0,73.0,OK,2012-11-20,11,2012,9,6
7626,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alfredo Roen Martin,ESP,101,101,0,101.0,OK,2012-11-20,11,2012,9,8
7627,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Deisy Marquez,VEN,45,32,13,18.0,PEN,2012-11-20,11,2012,2,0
7628,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alfredo Roen Martin,ESP,98,98,0,98.0,OK,2012-11-20,11,2012,10,9
7629,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Deisy Marquez,VEN,50,17,33,-17.0,PEN,2012-11-20,11,2012,3,2
7630,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Adriana Buechner De Freitas Brandao,BRA,42,42,0,42.0,OK,2012-11-20,11,2012,0,0
7631,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Walid Boudhiaf,TUN,96,96,0,96.0,OK,2012-11-20,11,2012,8,0
7632,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Walid Boudhiaf,TUN,93,93,0,93.0,OK,2012-11-20,11,2012,9,1
7633,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Walid Boudhiaf,TUN,90,90,0,90.0,OK,2012-11-20,11,2012,10,2
7634,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Gustavo Buss,BRA,57,57,0,57.0,OK,2012-11-20,11,2012,0,0
7635,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Gustavo Buss,BRA,54,54,0,54.0,OK,2012-11-20,11,2012,1,1
7636,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Gustavo Buss,BRA,51,51,0,51.0,OK,2012-11-20,11,2012,2,2
7637,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Gustavo Buss,BRA,47,47,0,47.0,OK,2012-11-20,11,2012,3,3
7638,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Gustavo Buss,BRA,47,35,12,22.0,PEN,2012-11-20,11,2012,4,4
7639,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Nick Fazah,USA,65,65,0,65.0,OK,2012-11-20,11,2012,0,0
7640,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Nick Fazah,USA,61,44,17,26.0,PEN,2012-11-20,11,2012,1,1
7641,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Nick Fazah,USA,50,50,0,50.0,OK,2012-11-20,11,2012,2,2
7642,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Adriana Buechner De Freitas Brandao,BRA,35,35,0,35.0,OK,2012-11-20,11,2012,1,0
7643,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Adriana Buechner De Freitas Brandao,BRA,25,25,0,0.0,DQSP,2012-11-20,11,2012,2,1
7644,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Adriana Buechner De Freitas Brandao,BRA,55,55,0,55.0,OK,2012-11-20,11,2012,3,0
7645,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Adriana Buechner De Freitas Brandao,BRA,51,51,0,51.0,OK,2012-11-20,11,2012,4,1
7646,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Adriana Buechner De Freitas Brandao,BRA,48,48,0,48.0,OK,2012-11-20,11,2012,5,2
7647,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alfredo Roen Martin,ESP,95,95,0,95.0,OK,2012-11-20,11,2012,11,10
7648,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alfredo Roen Martin,ESP,95,86,9,76.0,PEN,2012-11-20,11,2012,12,11
7649,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Yui Wada,JPN,64,50,14,35.0,PEN,2012-11-20,11,2012,2,1
7650,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Remy Dubern,FRA,95,95,0,0.0,DQBO,2012-11-20,11,2012,2,1
7651,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Remy Dubern,FRA,94,94,0,94.0,OK,2012-11-20,11,2012,3,2
7652,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tetsuo Hara,JPN,65,65,0,65.0,OK,2012-11-20,11,2012,7,0
7653,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Remy Dubern,FRA,92,92,0,92.0,OK,2012-11-20,11,2012,4,3
7654,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Remy Dubern,FRA,90,90,0,90.0,OK,2012-11-20,11,2012,5,4
7655,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Remy Dubern,FRA,90,81,9,71.0,PEN,2012-11-20,11,2012,6,5
7656,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Michael Board,GBR,100,100,0,0.0,DQSP,2012-11-20,11,2012,6,3
7657,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Michael Board,GBR,96,96,0,96.0,OK,2012-11-20,11,2012,7,4
7658,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Michael Board,GBR,94,94,0,94.0,OK,2012-11-20,11,2012,8,5
7659,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Michael Board,GBR,92,92,0,92.0,OK,2012-11-20,11,2012,9,6
7660,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Michael Board,GBR,92,88,4,83.0,PEN,2012-11-20,11,2012,10,7
7661,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Yaron Hoory,ISR,80,80,0,80.0,OK,2012-11-20,11,2012,4,4
7662,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Yaron Hoory,ISR,81,81,0,81.0,OK,2012-11-20,11,2012,5,0
7663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Yaron Hoory,ISR,78,78,0,78.0,OK,2012-11-20,11,2012,6,1
7664,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Yaron Hoory,ISR,78,78,0,78.0,OK,2012-11-20,11,2012,7,5
7665,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Remy Dubern,FRA,80,80,0,80.0,OK,2012-11-20,11,2012,7,6
7666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Simon Bennett,CHL,56,44,12,31.0,PEN,2012-11-20,11,2012,8,5
7667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Simon Bennett,CHL,57,48,9,38.0,PEN,2012-11-20,11,2012,9,6
7668,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Simon Bennett,CHL,42,42,0,42.0,OK,2012-11-20,11,2012,10,3
7669,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Yui Wada,JPN,66,45,21,23.0,PEN,2012-11-20,11,2012,3,2
7670,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Yui Wada,JPN,66,61,5,55.0,PEN,2012-11-20,11,2012,4,3
7671,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Maria Felicia Carraturo,ITA,64,64,0,64.0,OK,2012-11-20,11,2012,2,1
7672,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Maria Felicia Carraturo,ITA,63,63,0,0.0,DQSP,2012-11-20,11,2012,3,2
7673,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Maria Felicia Carraturo,ITA,20,20,0,20.0,OK,2012-11-20,11,2012,4,0
7674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Maria Felicia Carraturo,ITA,79,79,0,79.0,OK,2012-11-20,11,2012,5,1
7675,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Maria Felicia Carraturo,ITA,77,77,0,77.0,OK,2012-11-20,11,2012,6,2
7676,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Walid Boudhiaf,TUN,98,98,0,0.0,DQBO,2012-11-20,11,2012,11,3
7677,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Maria Felicia Carraturo,ITA,75,75,0,75.0,OK,2012-11-20,11,2012,7,3
7678,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Marc Lenoir,FRA,73,67,6,60.0,PEN,2012-11-20,11,2012,36,32
7679,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Marc Lenoir,FRA,60,60,0,60.0,OK,2012-11-20,11,2012,37,33
7680,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Marc Lenoir,FRA,62,57,5,51.0,PEN,2012-11-20,11,2012,38,34
7681,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Antonio A. Garcia Abilleira,ESP,75,75,0,75.0,OK,2012-11-20,11,2012,3,1
7682,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Simon Bennett,CHL,65,65,0,65.0,OK,2012-11-20,11,2012,11,7
7683,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Simon Bennett,CHL,60,60,0,60.0,OK,2012-11-20,11,2012,12,8
7684,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Simon Bennett,CHL,55,55,0,55.0,OK,2012-11-20,11,2012,13,9
7685,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Marc Lenoir,FRA,72,29,43,-15.0,PEN,2012-11-20,11,2012,39,35
7686,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Walid Boudhiaf,TUN,100,75,25,49.0,PEN,2012-11-20,11,2012,12,4
7687,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Gustavo Buss,BRA,43,43,0,43.0,OK,2012-11-20,11,2012,5,5
7688,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alejandro Guedez,VEN,81,72,9,62.0,PEN,2012-11-20,11,2012,6,4
7689,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Miguel Lozano,ESP,108,108,0,108.0,OK,2012-11-20,11,2012,5,3
7690,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alejandro Guedez,VEN,47,47,0,47.0,OK,2012-11-20,11,2012,7,1
7691,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alejandro Guedez,VEN,65,65,0,65.0,OK,2012-11-20,11,2012,8,1
7692,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Miguel Lozano,ESP,113,113,0,113.0,OK,2012-11-20,11,2012,6,4
7693,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alejandro Guedez,VEN,83,73,10,62.0,PEN,2012-11-20,11,2012,9,5
7694,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Miguel Lozano,ESP,117,117,0,117.0,OK,2012-11-20,11,2012,7,5
7695,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Miguel Lozano,ESP,122,122,0,0.0,DQBO,2012-11-20,11,2012,8,6
7696,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ashley Chapman,USA,67,67,0,67.0,OK,2012-11-20,11,2012,9,5
7697,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ashley Chapman,USA,76,76,0,76.0,OK,2012-11-20,11,2012,10,2
7698,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alejandro Guedez,VEN,80,72,8,63.0,PEN,2012-11-20,11,2012,10,6
7699,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alejandro Guedez,VEN,71,71,0,71.0,OK,2012-11-20,11,2012,11,7
7700,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Yaron Hoory,ISR,73,73,0,73.0,OK,2012-11-20,11,2012,8,2
7701,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ashley Chapman,USA,87,87,0,0.0,DQBO,2012-11-20,11,2012,11,2
7702,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ashley Chapman,USA,81,81,0,81.0,OK,2012-11-20,11,2012,12,3
7703,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ashley Chapman,USA,82,82,0,82.0,OK,2012-11-20,11,2012,13,3
7704,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Yaron Hoory,ISR,74,74,0,74.0,OK,2012-11-20,11,2012,9,6
7705,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ozgur Guner,TUR,24,24,0,24.0,OK,2012-12-05,12,2012,0,0
7706,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Berk Erturk,TUR,30,30,0,0.0,DQSP,2012-12-05,12,2012,0,0
7707,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Aydin Mersin,TUR,40,40,0,40.0,OK,2012-12-05,12,2012,0,0
7708,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ahmed Ibrahim,EGY,50,50,0,50.0,OK,2012-12-05,12,2012,0,0
7709,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Linda Paganelli,ITA,80,74,6,67.0,PEN,2012-12-05,12,2012,18,9
7710,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Wendy Timmermans,NLD,70,70,0,70.0,OK,2012-12-05,12,2012,28,8
7711,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Natalia Zharkova,UKR,75,75,0,75.0,OK,2012-12-05,12,2012,8,4
7712,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Viktor Reshetniak,UKR,57,57,0,57.0,OK,2012-12-05,12,2012,4,2
7713,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Rolf Wiberg,SWE,70,70,0,70.0,OK,2012-12-05,12,2012,5,5
7714,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Barbaros Mete,TUR,20,16,4,11.0,PEN,2012-12-05,12,2012,0,0
7715,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alper Ulus,USA,25,25,0,25.0,OK,2012-12-05,12,2012,0,0
7716,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Benjamin Baker,CHE,42,42,0,42.0,OK,2012-12-05,12,2012,2,1
7717,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mehmet Arikok,TUR,65,65,0,65.0,OK,2012-12-05,12,2012,0,0
7718,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Stephen Keenan,IRL,50,50,0,50.0,OK,2012-12-05,12,2012,0,0
7719,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Kristina Molge,DNK,0,4,-4,0.0,DQOTHER,2012-12-12,12,2012,0,0
7720,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Lucas Boudet,FRA,20,20,0,0.0,DQBO,2013-02-09,2,2013,0,0
7721,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Natalia Zinchuk,RUS,15,15,0,15.0,OK,2013-02-09,2,2013,0,0
7722,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Natalia Zinchuk,RUS,20,20,0,20.0,OK,2013-02-09,2,2013,1,0
7723,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Natalia Zinchuk,RUS,15,9,6,2.0,PEN,2013-02-09,2,2013,2,0
7724,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Luca Corn,AUT,44,40,4,35.0,PEN,2013-02-09,2,2013,0,0
7725,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Luca Corn,AUT,50,41,9,31.0,PEN,2013-02-09,2,2013,1,0
7726,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Trond Moldal,NOR,30,30,0,30.0,OK,2013-02-09,2,2013,3,1
7727,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Trond Moldal,NOR,35,35,0,35.0,OK,2013-02-09,2,2013,4,1
7728,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Trond Moldal,NOR,41,35,6,28.0,PEN,2013-02-09,2,2013,5,1
7729,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Karin Gebauer,AUT,31,31,0,31.0,OK,2013-02-09,2,2013,5,1
7730,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Lucas Boudet,FRA,35,35,0,35.0,OK,2013-02-09,2,2013,1,0
7731,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Karin Gebauer,AUT,50,32,18,13.0,PEN,2013-02-09,2,2013,6,1
7732,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Pete Botman,NLD,35,35,0,35.0,OK,2013-02-09,2,2013,3,1
7733,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Pete Botman,NLD,50,50,0,50.0,OK,2013-02-09,2,2013,4,1
7734,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Pete Botman,NLD,50,50,0,50.0,OK,2013-02-09,2,2013,5,1
7735,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Andrea Richichi,ITA,50,36,14,21.0,PEN,2013-02-09,2,2013,3,1
7736,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Andrea Richichi,ITA,50,50,0,50.0,OK,2013-02-09,2,2013,4,1
