,onehotencoder__Gender_F,onehotencoder__Gender_M,onehotencoder__Discipline_CNF,onehotencoder__Discipline_CWT,onehotencoder__Discipline_CWTB,onehotencoder__Discipline_FIM,onehotencoder__Card_RED,onehotencoder__Card_WHITE,onehotencoder__Card_YELLOW,onehotencoder__Event Type_Competition,onehotencoder__Event Type_Depth Competition,onehotencoder__Event Type_Mixed Competition,onehotencoder__Event Type_Pool Competition,onehotencoder__Event Type_Team Competition,onehotencoder__Event Type_World Championship,onehotencoder__Event Type_Worldrecord attempt,remainder__Name,remainder__Country,remainder__AP,remainder__RP,remainder__Depth_Difference,remainder__Points,remainder__Remarks,remainder__Day,remainder__Month,remainder__Year,remainder__Experience Dive,remainder__Experience Discipline
10756,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ken Kiriyama,JPN,83,77,6,70.0,PEN,2015-06-06,6,2015,44,24
10757,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ken Kiriyama,JPN,70,57,13,43.0,PEN,2015-06-06,6,2015,45,12
10758,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ken Kiriyama,JPN,74,58,16,41.0,PEN,2015-06-06,6,2015,46,13
10759,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,William Trubridge,NZL,75,75,0,75.0,OK,2015-06-06,6,2015,90,34
10760,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,William Trubridge,NZL,99,99,0,0.0,DQOTHER,2015-06-06,6,2015,91,35
10761,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Simon Bennett,CHL,70,70,0,70.0,OK,2015-06-06,6,2015,23,13
10762,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,William Trubridge,NZL,102,102,0,102.0,OK,2015-06-06,6,2015,92,16
10763,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alejandro W. Andres,ARG,74,50,24,25.0,PEN,2015-06-06,6,2015,11,4
10764,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alejandro W. Andres,ARG,74,49,25,-25.0,DQOTHER,2015-06-06,6,2015,12,5
10765,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alejandro W. Andres,ARG,55,18,37,-37.0,DQOTHER,2015-06-06,6,2015,13,2
10766,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alejandro W. Andres,ARG,65,65,0,65.0,OK,2015-06-06,6,2015,14,6
10767,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alejandro W. Andres,ARG,65,65,0,65.0,OK,2015-06-06,6,2015,15,5
10768,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Walid Boudhiaf,TUN,100,0,100,0.0,DQSP,2015-06-06,6,2015,27,8
10769,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,William Trubridge,NZL,98,98,0,98.0,OK,2015-06-06,6,2015,93,36
10770,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Simon Bennett,CHL,50,50,0,50.0,OK,2015-06-06,6,2015,24,8
10771,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mario Cárcamo Wilkinson,CHL,35,17,18,-2.0,PEN,2015-06-06,6,2015,5,5
10772,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Simon Bennett,CHL,65,65,0,65.0,OK,2015-06-06,6,2015,25,2
10773,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Katarina Linczenyiova,SVK,70,42,28,13.0,PEN,2015-06-06,6,2015,18,4
10774,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Simon Bennett,CHL,76,54,22,31.0,PEN,2015-06-06,6,2015,26,14
10775,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Simon Bennett,CHL,53,0,53,0.0,DQBO,2015-06-06,6,2015,27,9
10776,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Simon Bennett,CHL,67,0,67,0.0,DQOTHER,2015-06-06,6,2015,28,3
10777,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yaron Hoory,ISR,45,45,0,45.0,OK,2015-06-10,6,2015,22,4
10778,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Michael Board,GBR,95,85,10,74.0,PEN,2015-06-10,6,2015,26,18
10779,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Michael Board,GBR,85,85,0,85.0,OK,2015-06-10,6,2015,27,7
10780,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Michael Board,GBR,95,89,6,82.0,PEN,2015-06-10,6,2015,28,19
10781,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mihalis Filinis3,GRC,40,40,0,40.0,OK,2015-06-10,6,2015,24,6
10782,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mihalis Filinis3,GRC,35,35,0,35.0,OK,2015-06-10,6,2015,25,14
10783,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mihalis Filinis3,GRC,41,41,0,41.0,OK,2015-06-10,6,2015,26,4
10784,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mihalis Filinis3,GRC,43,40,3,36.0,PEN,2015-06-10,6,2015,27,5
10785,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yaron Hoory,ISR,70,70,0,70.0,OK,2015-06-10,6,2015,23,5
10786,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Michael Board,GBR,90,90,0,89.0,PEN,2015-06-10,6,2015,29,8
10787,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yaron Hoory,ISR,75,75,0,75.0,OK,2015-06-10,6,2015,24,13
10788,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jérôme Hulin,FRA,55,55,0,55.0,OK,2015-06-10,6,2015,0,0
10789,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Desiree Attias Balfelt,DNK,54,54,0,54.0,OK,2015-06-10,6,2015,15,6
10790,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Desiree Attias Balfelt,DNK,52,52,0,52.0,OK,2015-06-10,6,2015,16,4
10791,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Desiree Attias Balfelt,DNK,50,50,0,50.0,OK,2015-06-10,6,2015,17,7
10792,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Valery Tsykunenka,BLR,53,53,0,53.0,OK,2015-06-12,6,2015,0,0
10793,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Bojan Risimovic,SRB,65,49,16,32.0,PEN,2015-06-12,6,2015,0,0
10794,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jenna Apokotos,GRC,62,62,0,62.0,OK,2015-06-12,6,2015,3,1
10795,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Helena Bourdillon,GBR,55,55,0,55.0,OK,2015-06-12,6,2015,5,1
10796,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Emmelie Alm,SWE,43,43,0,43.0,OK,2015-06-12,6,2015,7,3
10797,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kristof Coenen,BEL,60,60,0,60.0,OK,2015-06-12,6,2015,4,3
10798,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Beata Grickevica,LVA,50,50,0,50.0,OK,2015-06-12,6,2015,5,3
10799,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Peter Johnsen,SWE,25,12,13,0.0,SHORT NO TAG,2015-06-13,6,2015,3,1
10800,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mati Lindqvist,SWE,30,30,0,30.0,OK,2015-06-13,6,2015,0,0
10801,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Linda Stenman,SWE,26,26,0,26.0,OK,2015-06-13,6,2015,7,3
10802,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Peter Cavallius Hyltén,SWE,20,9,11,0.0,DQSP,2015-06-13,6,2015,0,0
10803,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sebastian Lira,CHL,60,0,60,0.0,DQOTHER,2015-06-17,6,2015,0,0
10804,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Edgardo Andrade,HND,70,70,0,70.0,OK,2015-06-17,6,2015,11,6
10805,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Martyn Bromley,GBR,40,0,40,0.0,DQBO,2015-06-17,6,2015,0,0
10806,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Martyn Bromley,GBR,37,37,0,37.0,OK,2015-06-17,6,2015,1,1
10807,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Martyn Bromley,GBR,35,35,0,35.0,OK,2015-06-17,6,2015,2,0
10808,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Courtney Williams,USA,43,43,0,43.0,OK,2015-06-17,6,2015,0,0
10809,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Courtney Williams,USA,26,26,0,26.0,OK,2015-06-17,6,2015,1,0
10810,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Maarten Boon,NLD,25,25,0,25.0,OK,2015-06-17,6,2015,0,0
10811,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Edgardo Andrade,HND,50,50,0,50.0,OK,2015-06-17,6,2015,12,1
10812,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Courtney Williams,USA,42,42,0,42.0,OK,2015-06-17,6,2015,2,1
10813,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Maarten Boon,NLD,45,45,0,45.0,OK,2015-06-17,6,2015,1,0
10814,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sebastian Lira,CHL,53,53,0,53.0,OK,2015-06-17,6,2015,1,1
10815,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Maarten Boon,NLD,40,40,0,40.0,OK,2015-06-17,6,2015,2,1
10816,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Boy Roozendaal,NLD,38,38,0,38.0,OK,2015-06-17,6,2015,0,0
10817,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Boy Roozendaal,NLD,56,56,0,56.0,OK,2015-06-17,6,2015,1,0
10818,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Boy Roozendaal,NLD,58,46,12,33.0,PEN,2015-06-17,6,2015,2,1
10819,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Warley Resende De Souza,BRA,57,48,9,38.0,PEN,2015-06-17,6,2015,0,0
10820,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sebastian Lira,CHL,53,34,19,14.0,PEN,2015-06-17,6,2015,2,2
10821,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Warley Resende De Souza,BRA,57,45,12,32.0,PEN,2015-06-17,6,2015,1,1
10822,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Edgardo Andrade,HND,60,0,60,0.0,DQBO,2015-06-17,6,2015,13,2
10823,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Benjamin Girardot,FRA,60,60,0,60.0,OK,2015-06-20,6,2015,2,2
10824,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eddy Binon,BEL,36,36,0,36.0,OK,2015-06-20,6,2015,0,0
10825,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Thomas Bouchard,FRA,70,70,0,70.0,OK,2015-06-20,6,2015,6,3
10826,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Patrick Poggi,FRA,85,85,0,85.0,OK,2015-06-20,6,2015,8,8
10827,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Delphine Dupont,FRA,47,47,0,47.0,OK,2015-06-20,6,2015,2,1
10828,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Stéphane Tourreau,FRA,93,93,0,93.0,OK,2015-06-20,6,2015,9,8
10829,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Stéphane Tourreau,FRA,74,74,0,74.0,OK,2015-06-20,6,2015,10,1
10830,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Remy Dubern,FRA,58,58,0,58.0,OK,2015-06-20,6,2015,18,5
10831,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Philippe Taglioferri,FRA,45,45,0,45.0,OK,2015-06-20,6,2015,4,3
10832,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Philippe Taglioferri,FRA,47,47,0,0.0,DQBO,2015-06-20,6,2015,5,4
10833,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Alice Modolo,FRA,68,68,0,68.0,OK,2015-06-20,6,2015,9,7
10834,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Patrick Poggi,FRA,92,66,26,39.0,PEN,2015-06-20,6,2015,9,9
10835,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eric Gerritsma,NLD,45,45,0,45.0,OK,2015-06-20,6,2015,0,0
10836,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eric Gerritsma,NLD,40,40,0,40.0,OK,2015-06-20,6,2015,1,1
10837,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eddy Binon,BEL,36,36,0,36.0,OK,2015-06-20,6,2015,1,0
10838,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Thomas Bouchard,FRA,72,72,0,72.0,OK,2015-06-20,6,2015,7,4
10839,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Remy Dubern,FRA,68,68,0,68.0,OK,2015-06-20,6,2015,19,3
10840,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Benjamin Girardot,FRA,61,58,3,54.0,PEN,2015-06-20,6,2015,3,3
10841,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Laureen Airey,FRA,36,36,0,36.0,OK,2015-06-20,6,2015,0,0
10842,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Romain Hinfray,FRA,37,37,0,37.0,OK,2015-06-20,6,2015,0,0
10843,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Manuel Maille,FRA,46,46,0,0.0,DQBO,2015-06-20,6,2015,4,0
10844,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Aurore Asso,FRA,72,72,0,72.0,OK,2015-06-20,6,2015,31,23
10845,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Aurore Asso,FRA,68,68,0,68.0,OK,2015-06-20,6,2015,32,7
10846,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Guillaume Néry,FRA,90,90,0,90.0,OK,2015-06-20,6,2015,53,5
10847,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Guillaume Néry,FRA,105,105,0,105.0,OK,2015-06-20,6,2015,54,41
10848,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Karsten Schneider,DEU,60,33,27,6.0,PEN,2015-06-20,6,2015,16,10
10849,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Marion Chavanne,FRA,41,41,0,41.0,OK,2015-06-20,6,2015,0,0
10850,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Karsten Schneider,DEU,45,45,0,45.0,OK,2015-06-20,6,2015,17,11
10851,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Birgit Ehrenbolger,CHE,45,42,3,38.0,PEN,2015-06-20,6,2015,3,3
10852,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jean-Luc Tulliez,FRA,51,0,51,0.0,DQSP,2015-06-20,6,2015,0,0
10853,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Vincent Mathieu,FRA,66,66,0,0.0,DQSP,2015-06-20,6,2015,0,0
10854,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Reda Guehria,,30,30,0,30.0,OK,2015-06-20,6,2015,0,0
10855,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Laureen Airey,FRA,40,40,0,40.0,OK,2015-06-20,6,2015,1,1
10856,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Manuel Maille,FRA,44,0,44,0.0,DQSP,2015-06-20,6,2015,5,1
10857,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Romain Hinfray,FRA,42,42,0,42.0,OK,2015-06-20,6,2015,1,1
10858,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Birgit Ehrenbolger,CHE,44,44,0,44.0,OK,2015-06-20,6,2015,4,4
10859,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Inge Verbruggen,BEL,43,43,0,0.0,DQSP,2015-06-20,6,2015,2,0
10860,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jean-Luc Tulliez,FRA,48,48,0,48.0,OK,2015-06-20,6,2015,1,1
10861,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Marc Antoine Collardeau,FRA,43,43,0,43.0,OK,2015-06-20,6,2015,0,0
10862,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Delphine Dupont,FRA,48,44,4,40.0,OK,2015-06-20,6,2015,3,2
10863,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jean-Philippe Lagoutiere,FRA,43,43,0,43.0,OK,2015-06-20,6,2015,2,0
10864,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jean-Philippe Lagoutiere,FRA,45,38,7,31.0,PEN,2015-06-20,6,2015,3,1
10865,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Coraline Pennarguear,FRA,54,54,0,54.0,OK,2015-06-20,6,2015,5,5
10866,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Coraline Pennarguear,FRA,56,56,0,56.0,OK,2015-06-20,6,2015,6,6
10867,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Marc Antoine Collardeau,FRA,45,45,0,45.0,OK,2015-06-20,6,2015,1,1
10868,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Antony Agranier,FRA,40,40,0,40.0,OK,2015-06-20,6,2015,3,1
10869,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Antony Agranier,FRA,45,30,15,15.0,PEN,2015-06-20,6,2015,4,2
10870,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matthieu Dubray,FRA,42,42,0,42.0,OK,2015-06-20,6,2015,4,4
10871,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Lily Crespy,FRA,55,55,0,55.0,OK,2015-06-20,6,2015,5,2
10872,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Nicolas Aubry,FRA,50,50,0,50.0,OK,2015-06-20,6,2015,3,1
10873,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Nicolas Aubry,FRA,50,50,0,50.0,OK,2015-06-20,6,2015,4,2
10874,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Sebastien Delelee,FRA,40,40,0,40.0,OK,2015-06-20,6,2015,1,0
10875,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jean-Loup Pechuzal,FRA,42,38,4,33.0,PEN,2015-06-20,6,2015,2,0
10876,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jean-Loup Pechuzal,FRA,42,42,0,42.0,OK,2015-06-20,6,2015,3,1
10877,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mathieu Pebeyre,FRA,35,35,0,35.0,OK,2015-06-20,6,2015,0,0
10878,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mathieu Pebeyre,FRA,40,33,7,26.0,OK,2015-06-20,6,2015,1,1
