Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day,Category Event
4,Juhui Kim (KOR),F,CWTB,,00:00,40,29 m,YELLOW,17.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
5,Sunmi Lee (KOR),F,CWTB,,00:00,25,15 m,YELLOW,4.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
6,Yeonsil Kim (KOR),F,CWTB,,00:00,31,14 m,RED,0.0,"No tag,rp<ap,dqsp",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
7,Youngtae Kim (KOR),M,CNF,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
8,Sang Soo Lee (KOR),M,CNF,,00:00,20,9 m,YELLOW,0.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
9,Dohun Kim (KOR),M,CNF,,00:00,20,10 m,YELLOW,0.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
10,Sangho Moon (KOR),M,CNF,,00:00,32,8 m,YELLOW,0.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
11,Gyu-Tae Noh (KOR),M,CNF,,00:00,31,31 m,RED,0.0,Dqsp,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
12,Youngcheol Song (KOR),M,CNF,,00:00,27,22 m,YELLOW,16.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
13,Sang Beom Jeong (KOR),M,CNF,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
14,Hoiill Jeong (KOR),M,CNF,,00:00,30,18 m,RED,0.0,"No tag,rp<ap,dqsp",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
15,Sangwon Yoon (KOR),M,CNF,,00:00,40,29 m,YELLOW,17.0,No tag,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
16,Jayun Choi (KOR),F,CNF,,00:00,25,19 m,YELLOW,12.0,No tag,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
17,Taein Kim (KOR),M,CNF,,00:00,35,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
18,Changhyeon Kim (KOR),M,FIM,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
19,Sungha Park (KOR),M,FIM,,00:00,40,29 m,YELLOW,17.0,No tag,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
20,Sangdeok Lee (KOR),M,FIM,,00:00,28,15 m,YELLOW,1.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
21,Heebeom Park (KOR),M,FIM,,00:00,25,15 m,RED,0.0,"No tag,rp<ap,dqsp",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
22,Yong-Cheol Hwang (KOR),M,FIM,,00:00,20,20 m,WHITE,20.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
23,Hyo-Sung An (KOR),M,FIM,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
24,Yongju Lee (KOR),F,FIM,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
25,Seungmin Ha (KOR),M,FIM,,00:00,40,16 m,YELLOW,0.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
26,Jeongho Park (KOR),M,FIM,,00:00,40,28 m,YELLOW,15.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
27,Gimun Kwak (KOR),M,FIM,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
28,Seonwoo Hwang (KOR),M,FIM,,00:00,40,10 m,YELLOW,0.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
29,Philyoung Lee (KOR),M,FIM,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
30,Hyunshuk Youn (KOR),M,FIM,,00:00,20,20 m,WHITE,20.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
31,Mina Hwang (KOR),F,FIM,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
32,Joonyoung Kim (KOR),M,FIM,,00:00,25,18 m,YELLOW,10.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
33,Moran Yoon (KOR),F,FIM,,00:00,20,11 m,YELLOW,1.0,No tag,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
34,Jun Hwan Pak (KOR),M,FIM,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
35,Na Hyunseok (KOR),M,FIM,,00:00,30,24 m,YELLOW,17.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
36,Hyuksung Kwon (KOR),M,FIM,,00:00,40,12 m,RED,0.0,"No tag,rp<ap,dqsp",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
37,Hwakyung Ann (KOR),F,FIM,,00:00,40,33 m,YELLOW,25.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
38,Ahyoung Suh (KOR),F,FIM,,00:00,15,15 m,WHITE,15.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
39,Uisong Yang (KOR),F,FIM,,00:00,30,14 m,YELLOW,0.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
40,Jisug Yeom (KOR),F,FIM,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
41,Jeongeun Shin (KOR),F,FIM,,00:00,30,19 m,YELLOW,7.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
42,Sunghoon Lee (KOR),M,FIM,,00:00,35,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
43,Jihee Yun (KOR),F,FIM,,00:00,33,0 m,YELLOW,0.0,"Dqlatestart,no tag",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
44,Woo Seop Kim (KOR),M,FIM,,00:00,30,13 m,YELLOW,0.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
45,Daesung Lee (KOR),M,FIM,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
46,Yuan Gwon (KOR),F,FIM,,00:00,25,22 m,YELLOW,18.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
47,Lee Changryun (KOR),M,FIM,,00:00,35,18 m,YELLOW,0.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
48,Jungsun Hwang (KOR),F,FIM,,00:00,20,13 m,YELLOW,5.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
49,Changmo Kim (KOR),M,FIM,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
50,Keunseok Oh (KOR),M,FIM,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
51,Sun Mi Kim (KOR),F,FIM,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
52,Youngseok Ban (KOR),M,FIM,,00:00,35,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
53,Kang Dongkyun (KOR),M,FIM,,00:00,40,0 m,YELLOW,0.0,"Dqlatestart,no tag",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
54,Shin Eunchong (KOR),F,FIM,,00:00,35,26 m,YELLOW,16.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
55,Jung Jungku (KOR),F,FIM,,00:00,20,10 m,YELLOW,0.0,No tag,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
56,Eunyoung Kim (KOR),F,FIM,,00:00,36,15 m,YELLOW,0.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
57,Leehyun Yun (KOR),M,FIM,,00:00,35,30 m,YELLOW,24.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
58,Jeong Man Han (KOR),M,FIM,,00:00,40,18 m,RED,0.0,"No tag,rp<ap,dqsp",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
59,Donghee Kwon (KOR),M,FIM,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
60,Jaerang Lee (KOR),F,FIM,,00:00,28,19 m,YELLOW,9.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
61,Kong Jinyoung (KOR),M,FIM,,00:00,20,20 m,WHITE,20.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
62,Kyunghun Kim (KOR),M,FIM,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
63,Soobeen Jung (KOR),F,FIM,,00:00,32,32 m,WHITE,32.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
64,Dohwan Lee (KOR),M,FIM,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
65,Kuemna Choi (KOR),F,FIM,,00:00,32,23 m,YELLOW,13.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
66,June Choi (KOR),F,FIM,,00:00,40,26 m,YELLOW,11.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
67,Sanghun Mun (KOR),M,FIM,,00:00,40,29 m,YELLOW,17.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
68,Kyoungah Kim (KOR),F,FIM,,00:00,20,20 m,WHITE,20.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
69,Chae-Seok Lee (KOR),M,FIM,,00:00,28,28 m,RED,0.0,Dqsp,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
70,Doohee Kang (KOR),F,FIM,,00:00,30,30 m,WHITE,30.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
71,Mooho Jo (KOR),M,FIM,,00:00,35,31 m,YELLOW,26.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
72,Jaehwan Ha (KOR),M,FIM,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
73,Kiwon Ho (KOR),M,FIM,,00:00,20,16 m,RED,0.0,"No tag,rp<ap,dqairways",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
74,Seung Woo Jeon (KOR),M,FIM,,00:00,40,31 m,YELLOW,21.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
75,Donghyeong Kim (KOR),M,FIM,,00:00,35,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
76,Sungbo Jang (KOR),M,FIM,,00:00,35,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
77,Hanjun Kim (KOR),M,FIM,,00:00,40,37 m,YELLOW,33.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
78,Kwangseon Kim (KOR),M,FIM,,00:00,40,11 m,YELLOW,0.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
79,Sunkyoung Lee (KOR),F,CNF,,00:00,25,6 m,YELLOW,0.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
80,Ayul Han (KOR),F,FIM,,00:00,25,15 m,YELLOW,4.0,No tag,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
81,Minseok Lee (KOR),M,CWT,,00:00,40,0 m,YELLOW,0.0,"Dqlatestart,no tag",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
82,Kyunghwan Oh (KOR),M,CWTB,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
83,Park Jihye (KOR),F,FIM,,00:00,20,20 m,WHITE,20.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
84,Park Jihye (KOR),F,FIM,,00:00,20,20 m,WHITE,20.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
85,Park Jihye (KOR),F,FIM,,00:00,20,20 m,WHITE,20.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
86,Seo Yeon Jeon (KOR),F,FIM,,00:00,32,26 m,YELLOW,19.0,No tag,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
87,Heonjeong Kim (KOR),M,FIM,,00:00,20,20 m,WHITE,20.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
88,Jaejun Lee (KOR),M,CWTB,,00:00,25,25 m,RED,0.0,Dqsp,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-14,other
1,Daesung Lee (KOR),M,CWT,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
2,Sunggwang Jung (KOR),M,CWT,,00:00,30,30 m,WHITE,30.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
3,Ki.Pyeong Lim (KOR),M,CWT,,00:00,31,31 m,RED,0.0,Dqairways,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
4,Changhyeon Kim (KOR),M,CWT,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
5,Yu Keunsoo (KOR),M,CWTB,,00:00,28,24 m,YELLOW,19.0,No tag,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
6,Hyunil Lee (KOR),M,CWTB,,00:00,30,30 m,RED,0.0,Dqbo-surface,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
7,Sangdeok Lee (KOR),M,CWTB,,00:00,30,22 m,YELLOW,13.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
8,Lila Park (KOR),F,CWTB,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
9,Soyeon Won (KOR),F,CWTB,,00:00,36,36 m,WHITE,36.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
10,Dae Jong Noh (KOR),M,CWTB,,00:00,35,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
11,Hyo-Sung An (KOR),M,CWTB,,00:00,30,30 m,YELLOW,29.0,No tag,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
12,Jeongho Park (KOR),M,CWTB,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
13,Jisug Yeom (KOR),F,CWTB,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
14,Joonyoung Kim (KOR),M,CWTB,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
15,Minseok Lee (KOR),M,CWTB,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
16,Woo Seop Kim (KOR),M,CWTB,,00:00,30,30 m,WHITE,30.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
17,Moran Yoon (KOR),F,CWTB,,00:00,20,20 m,WHITE,20.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
18,Sunyeong Kim (KOR),F,CWTB,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
19,Sang Soo Lee (KOR),M,CWTB,,00:00,30,16 m,RED,0.0,"No tag,rp<ap,dqsp",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
20,Jeonghui Oh (KOR),F,CWTB,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
21,Dohun Kim (KOR),M,CWTB,,00:00,30,28 m,YELLOW,25.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
22,Jun Hwan Pak (KOR),M,CWTB,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
23,Na Hyunseok (KOR),M,CWTB,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
24,Jeongeun Shin (KOR),F,CWTB,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
25,Ahyoung Suh (KOR),F,CWTB,,00:00,20,20 m,WHITE,20.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
26,Sunghoon Lee (KOR),M,CWTB,,00:00,40,14 m,YELLOW,0.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
27,Jihee Yun (KOR),F,CWTB,,00:00,35,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
28,Seonwoo Hwang (KOR),M,CWTB,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
29,Gyu-Tae Noh (KOR),M,CWTB,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
30,Yosub Jeong (KOR),M,CWTB,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
31,Hyejeong Bak (KOR),F,CWTB,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
32,Eunjoo Ko (KOR),F,CWTB,,00:00,40,33 m,YELLOW,25.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
33,Hyunwoo Jeong (KOR),F,CWTB,,00:00,20,20 m,WHITE,20.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
34,Jiseon Um (KOR),F,CWTB,,00:00,12,12 m,WHITE,12.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
35,Kyunghun Kim (KOR),M,CWTB,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
36,Leehyun Yun (KOR),M,CWTB,,00:00,30,30 m,WHITE,30.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
37,Eunyoung Kim (KOR),F,CWTB,,00:00,33,33 m,WHITE,33.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
38,Youngseok Ban (KOR),M,CWTB,,00:00,35,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
39,Sang Beom Jeong (KOR),M,CWTB,,00:00,35,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
40,Jeong Man Han (KOR),M,CWTB,,00:00,40,26 m,YELLOW,11.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
41,Jin Hyeok Kim (KOR),M,CWTB,,00:00,26,26 m,WHITE,26.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
42,Hoiill Jeong (KOR),M,CWTB,,00:00,35,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
43,Keunseok Oh (KOR),M,CWTB,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
44,Kang Dongkyun (KOR),M,CWTB,,00:00,40,38 m,YELLOW,35.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
45,Kyunghwan Oh (KOR),M,CWTB,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
46,Heejin Kim (KOR),F,CWTB,,00:00,20,20 m,RED,0.0,Dqairways,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
47,Shin Eunchong (KOR),F,CWTB,,00:00,35,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
48,Se Hee Kang (KOR),F,CWTB,,00:00,20,20 m,WHITE,20.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
49,Kong Jinyoung (KOR),M,CWTB,,00:00,32,16 m,YELLOW,0.0,No tag,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
50,Kuemna Choi (KOR),F,CWTB,,00:00,30,26 m,YELLOW,21.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
51,Sanghun Mun (KOR),M,CWTB,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
52,Kyoungah Kim (KOR),F,CWTB,,00:00,25,17 m,YELLOW,8.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
53,Chae-Seok Lee (KOR),M,CWTB,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
54,Donghyeong Kim (KOR),M,CWTB,,00:00,35,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
55,Daeoh Yu (KOR),M,CWTB,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
56,Sunkyoung Lee (KOR),F,CWTB,,00:00,40,32 m,YELLOW,23.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
57,Hwakyung Ann (KOR),F,CWTB,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
58,Choi Kyeongrim (KOR),M,CWTB,,00:00,35,27 m,YELLOW,18.0,"Early,no tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
59,Sungbo Jang (KOR),M,CWTB,,00:00,40,40 m,RED,0.0,Dqsp,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
60,Hanjun Kim (KOR),M,CWTB,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
61,Ayul Han (KOR),F,CWTB,,00:00,32,32 m,WHITE,32.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
62,Kwangseon Kim (KOR),M,CWTB,,00:00,40,33 m,YELLOW,25.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
63,Yeonsil Kim (KOR),F,CWTB,,00:00,31,14 m,YELLOW,0.0,"Early,no tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
64,Lee Changryun (KOR),M,CWTB,,00:00,33,33 m,WHITE,33.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
65,Gyujin Han (KOR),M,CWTB,,00:00,35,35 m,RED,0.0,Dqsp,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
66,Mina Hwang (KOR),F,CWTB,,00:00,28,28 m,WHITE,28.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
67,Sohee Son (KOR),F,CWTB,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
68,Hwakyoung Jeon (KOR),F,CWTB,,00:00,20,14 m,YELLOW,0.0,"Early,no tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
69,Doohee Kang (KOR),F,CWTB,,00:00,30,30 m,WHITE,30.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
70,Seo Yeon Jeon (KOR),F,CWTB,,00:00,33,24 m,YELLOW,14.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
71,Hong Jun Choi (KOR),M,CWTB,,00:00,20,20 m,WHITE,20.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
72,Park Jihye (KOR),F,CWTB,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
73,Park Jihye (KOR),F,CWTB,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
74,Park Jihye (KOR),F,CWTB,,00:00,25,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
75,Arim Lee (KOR),F,CWTB,,00:00,21,21 m,WHITE,21.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
76,Jaehwan Ha (KOR),M,CWTB,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
77,Kiwon Ho (KOR),M,CWTB,,00:00,25,23 m,RED,0.0,"No tag,rp<ap,dqairways",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
78,Mooho Jo (KOR),M,CWTB,,00:00,35,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
79,Hyunuk Jung (KOR),M,CWTB,,00:00,40,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15,other
