Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day,Category Event
14,Kars Van Kouwen (NLD),M,FIM,,00:00,61,61 m,WHITE,61.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
17,Kars Van Kouwen (NLD),M,CWT,,00:00,57,57 m,WHITE,57.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
20,Jan Mailand-Hansen (DNK),M,CWT,,00:00,31,31 m,WHITE,31.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
21,Jan Mailand-Hansen (DNK),M,CNF,,00:00,27,27 m,WHITE,27.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
22,Jan Mailand-Hansen (DNK),M,FIM,,00:00,33,33 m,WHITE,33.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
23,Jesper Stechmann (DNK),M,CNF,,00:00,40,40 m,WHITE,40.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
25,Weine Gustavsson (SWE),M,CWT,,00:00,67,49 m,YELLOW,30.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
26,Weine Gustavsson (SWE),M,CWT,,00:00,67,20 m,YELLOW,0.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
27,Weine Gustavsson (SWE),M,CNF,,00:00,30,30 m,WHITE,30.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
29,Erik Milles (SWE),M,CWT,,00:00,65,63 m,YELLOW,60.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
30,Erik Milles (SWE),M,CWT,,00:00,64,49 m,YELLOW,33.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
31,Sebastian Näslund (SWE),M,CNF,,00:00,50,50 m,WHITE,50.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
32,Johan Thelaus (SWE),M,FIM,,00:00,72,72 m,WHITE,72.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
33,Johan Thelaus (SWE),M,CWT,,00:00,68,68 m,WHITE,68.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
36,Wolfram Neugebauer (DEU),M,CNF,,00:00,57,57 m,WHITE,57.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
37,Wolfram Neugebauer (DEU),M,FIM,,00:00,76,65 m,YELLOW,53.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
40,Allan K. Uldam (DNK),M,CWT,,00:00,28,28 m,WHITE,28.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
41,Allan K. Uldam (DNK),M,CWT,,00:00,34,31 m,YELLOW,27.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
42,Adrien Talbot (FRA),M,CNF,,00:00,47,47 m,WHITE,47.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
43,Adrien Talbot (FRA),M,CNF,,00:00,43,43 m,WHITE,43.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
45,Jonas Krahn (DEU),M,CWT,,00:00,66,66 m,WHITE,66.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
46,Jonas Krahn (DEU),M,CNF,,00:00,46,46 m,WHITE,46.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
47,Jonas Krahn (DEU),M,CNF,,00:00,46,35 m,YELLOW,23.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
50,Vladimír Franc (CZE),M,FIM,,00:00,50,32 m,YELLOW,13.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
51,Vladimír Franc (CZE),M,CWT,,00:00,43,39 m,YELLOW,34.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
54,Peter Boivie (SWE),M,CWT,,00:00,50,50 m,WHITE,50.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
55,Peter Boivie (SWE),M,CWT,,00:00,53,49 m,YELLOW,44.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
59,Martin Müller (DEU),M,CWT,,00:00,40,40 m,WHITE,40.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
61,Felicia Nyberg (SWE),F,CWT,,00:00,40,40 m,WHITE,40.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
62,Felicia Nyberg (SWE),F,CNF,,00:00,25,25 m,WHITE,25.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
63,Felicia Nyberg (SWE),F,FIM,,00:00,35,35 m,WHITE,35.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
66,Sofus Kreutzmann (DNK),M,CWT,,00:00,44,44 m,WHITE,44.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
67,Sofus Kreutzmann (DNK),M,CNF,,00:00,35,26 m,YELLOW,16.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
70,Elisabeth Sveen Kristoffersen (NOR),F,CWT,,00:00,54,54 m,WHITE,54.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
71,Elisabeth Sveen Kristoffersen (NOR),F,CWT,,00:00,50,50 m,WHITE,50.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
72,Elisabeth Sveen Kristoffersen (NOR),F,CWT,,00:00,57,50 m,YELLOW,42.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
75,Eva Tommerup Johnsen (DNK),F,CWT,,00:00,28,28 m,WHITE,28.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
76,Eva Tommerup Johnsen (DNK),F,CWT,,00:00,30,25 m,YELLOW,19.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
77,Eva Tommerup Johnsen (DNK),F,FIM,,00:00,28,28 m,WHITE,28.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
79,Per Westin (SWE),M,CWT,,00:00,60,60 m,WHITE,60.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
80,Per Westin (SWE),M,CWT,,00:00,60,28 m,YELLOW,0.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
81,Per Westin (SWE),M,FIM,,00:00,55,55 m,WHITE,55.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
83,Maria Livbjerg (DNK),F,CNF,,00:00,33,33 m,WHITE,33.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
84,Maria Livbjerg (DNK),F,CNF,,00:00,32,31 m,YELLOW,29.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
87,Daan Verhoeven (NLD),M,CNF,,00:00,44,38 m,YELLOW,31.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
88,Daan Verhoeven (NLD),M,FIM,,00:00,45,37 m,YELLOW,28.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
90,Igor Migunov (RUS),M,FIM,,00:00,35,31 m,YELLOW,26.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
91,Igor Migunov (RUS),M,CWT,,00:00,35,32 m,YELLOW,28.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
94,Anders Larsson (SWE),M,CWT,,00:00,35,23 m,YELLOW,10.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
95,Anders Larsson (SWE),M,CNF,,00:00,35,35 m,WHITE,35.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
98,Sanne H. K. Rasmussen (DNK),F,CWT,,00:00,40,40 m,WHITE,40.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
99,Sanne H. K. Rasmussen (DNK),F,CWT,,00:00,35,35 m,WHITE,35.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
100,Sanne H. K. Rasmussen (DNK),F,CNF,,00:00,22,22 m,WHITE,22.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
103,Emma Nordin (SWE),F,CWT,,00:00,20,20 m,WHITE,20.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
105,Georgios Vaurlsienis (NOR),M,CWT,,00:00,36,36 m,WHITE,36.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
106,Georgios Vaurlsienis (NOR),M,CWT,,00:00,30,30 m,WHITE,30.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
111,Per-Erik Svingen (SWE),M,FIM,,00:00,31,31 m,WHITE,31.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
112,Steinar Schjager (NOR),M,FIM,,00:00,30,30 m,WHITE,30.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
115,Ulf Dextegen (SWE),M,CWT,,00:00,27,27 m,WHITE,27.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
116,Erland Breidal (NOR),M,CWT,,00:00,58,58 m,YELLOW,57.0,PEN,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
117,Stefan Droguet (SWE),M,CWT,,00:00,41,41 m,WHITE,41.0,OK,Nordic Deep with Six Competitions in One,Mixed Competition,2007-08-14,other
1,Tobias Nilsson (SWE),M,CNF,,00:00,42,42 m,WHITE,42.0,OK,FSE Stockholm Beginners Event,Competition,2007-09-02,other
2,Ingela Karlsson (FIN),F,CWT,,00:00,20,20 m,WHITE,20.0,OK,FSE Stockholm Beginners Event,Competition,2007-09-02,other
3,Ingela Karlsson (FIN),F,CNF,,00:00,7,7 m,WHITE,7.0,OK,FSE Stockholm Beginners Event,Competition,2007-09-02,other
4,Ingela Karlsson (FIN),F,FIM,,00:00,17,17 m,WHITE,17.0,OK,FSE Stockholm Beginners Event,Competition,2007-09-02,other
5,Sofus Kreutzmann (DNK),M,CNF,,00:00,41,41 m,WHITE,41.0,OK,FSE Stockholm Beginners Event,Competition,2007-09-02,other
6,Sofus Kreutzmann (DNK),M,FIM,,00:00,42,42 m,WHITE,42.0,OK,FSE Stockholm Beginners Event,Competition,2007-09-02,other
7,Lars Nordgren (SWE),M,CWT,,00:00,20,20 m,WHITE,20.0,OK,FSE Stockholm Beginners Event,Competition,2007-09-02,other
8,Lars Nordgren (SWE),M,CNF,,00:00,15,15 m,WHITE,15.0,OK,FSE Stockholm Beginners Event,Competition,2007-09-02,other
9,Lars Nordgren (SWE),M,FIM,,00:00,25,25 m,WHITE,25.0,OK,FSE Stockholm Beginners Event,Competition,2007-09-02,other
10,Bert Ytterhag (SWE),M,CNF,,00:00,10,10 m,WHITE,10.0,OK,FSE Stockholm Beginners Event,Competition,2007-09-02,other
11,Bert Ytterhag (SWE),M,FIM,,00:00,20,20 m,WHITE,20.0,OK,FSE Stockholm Beginners Event,Competition,2007-09-02,other
9,Henning Larsen (DNK),M,CWT,,00:00,60,48 m,YELLOW,35.0,PEN,Nordic Deep 2008,Mixed Competition,2008-08-20,other
10,Henning Larsen (DNK),M,CWT,,00:00,53,53 m,WHITE,53.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
14,Kars Van Kouwen (NLD),M,CWT,,00:00,52,52 m,WHITE,52.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
15,Kars Van Kouwen (NLD),M,CWT,,00:00,63,63 m,YELLOW,53.0,PEN,Nordic Deep 2008,Mixed Competition,2008-08-20,other
16,Kars Van Kouwen (NLD),M,CWT,,00:00,65,65 m,WHITE,65.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
23,Jesper Stechmann (DNK),M,CWT,,00:00,65,65 m,WHITE,65.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
24,Jesper Stechmann (DNK),M,CWT,,00:00,60,60 m,WHITE,60.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
25,Jesper Stechmann (DNK),M,FIM,,00:00,60,60 m,WHITE,60.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
26,Jesper Stechmann (DNK),M,FIM,,00:00,65,65 m,WHITE,65.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
30,Erik Milles (SWE),M,CWT,,00:00,55,55 m,WHITE,55.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
34,Johan Thelaus (SWE),M,CWT,,00:00,73,56 m,YELLOW,38.0,PEN,Nordic Deep 2008,Mixed Competition,2008-08-20,other
35,Johan Thelaus (SWE),M,CWT,,00:00,73,73 m,WHITE,73.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
39,Jan Honysch (CZE),M,CWT,,00:00,66,66 m,WHITE,66.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
40,Jan Honysch (CZE),M,CWT,,00:00,72,72 m,WHITE,72.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
41,Jan Honysch (CZE),M,FIM,,00:00,62,62 m,WHITE,62.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
44,Peter Boivie (SWE),M,CWT,,00:00,50,44 m,YELLOW,37.0,PEN,Nordic Deep 2008,Mixed Competition,2008-08-20,other
45,Peter Boivie (SWE),M,CWT,,00:00,48,48 m,WHITE,48.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
46,Peter Boivie (SWE),M,CWT,,00:00,53,53 m,WHITE,53.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
53,Tomas Schiffer (SWE),M,CWT,,00:00,60,57 m,YELLOW,53.0,PEN,Nordic Deep 2008,Mixed Competition,2008-08-20,other
56,Elisabeth Sveen Kristoffersen (NOR),F,CWT,,00:00,48,48 m,WHITE,48.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
60,Maria Livbjerg (DNK),F,CWT,,00:00,51,51 m,WHITE,51.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
61,Maria Livbjerg (DNK),F,CWT,,00:00,57,57 m,WHITE,57.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
62,Maria Livbjerg (DNK),F,FIM,,00:00,41,41 m,WHITE,41.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
72,Anders Larsson (SWE),M,CNF,,00:00,45,45 m,WHITE,45.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
73,Anders Larsson (SWE),M,CNF,,00:00,48,42 m,YELLOW,37.0,PEN,Nordic Deep 2008,Mixed Competition,2008-08-20,other
76,Sanne H. K. Rasmussen (DNK),F,CWT,,00:00,35,35 m,WHITE,35.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
77,Sanne H. K. Rasmussen (DNK),F,CWT,,00:00,42,42 m,WHITE,42.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
80,Kasper Moth-Poulsen (DNK),M,CWT,,00:00,56,52 m,YELLOW,48.0,PEN,Nordic Deep 2008,Mixed Competition,2008-08-20,other
81,Kasper Moth-Poulsen (DNK),M,CWT,,00:00,53,47 m,YELLOW,40.0,PEN,Nordic Deep 2008,Mixed Competition,2008-08-20,other
84,Matti Luukkonen (FIN),M,CNF,,00:00,33,33 m,WHITE,33.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
85,Matti Luukkonen (FIN),M,CNF,,00:00,44,44 m,WHITE,44.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
86,Matti Luukkonen (FIN),M,CNF,,00:00,42,42 m,WHITE,42.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
90,Steinar Schjager (NOR),M,CNF,,00:00,41,41 m,WHITE,41.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
94,Ulf Dextegen (SWE),M,FIM,,00:00,40,40 m,WHITE,40.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
95,Ulf Dextegen (SWE),M,FIM,,00:00,50,50 m,WHITE,50.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
101,Christian Ernest (SWE),M,CNF,,00:00,46,46 m,WHITE,46.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
106,Mads Becker Jã˜Rgensen (DNK),M,CNF,,00:00,45,45 m,WHITE,45.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
112,Radek Veverka (CZE),M,CWT,,00:00,45,45 m,YELLOW,35.0,PEN,Nordic Deep 2008,Mixed Competition,2008-08-20,other
113,Mads Isberg (DNK),M,CWT,,00:00,55,55 m,WHITE,55.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
114,Mads Isberg (DNK),M,CWT,,00:00,60,60 m,WHITE,60.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
120,Jan Drenk (CZE),M,CWT,,00:00,53,53 m,WHITE,53.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
121,Jan Drenk (CZE),M,FIM,,00:00,50,50 m,WHITE,50.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
125,Bjarte Nygard (NOR),M,CWT,,00:00,46,46 m,WHITE,46.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
126,Bjarte Nygard (NOR),M,CWT,,00:00,56,56 m,WHITE,56.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
127,Bjarte Nygard (NOR),M,CNF,,00:00,35,35 m,WHITE,35.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
129,Morten Rosenvold Villadsen (DNK),M,CWT,,00:00,40,40 m,WHITE,40.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
131,Morten Rosenvold Villadsen (DNK),M,CWT,,00:00,45,45 m,WHITE,45.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
135,Hanli Prinsloo (ZAF),F,FIM,,00:00,50,50 m,WHITE,50.0,OK,Nordic Deep 2008,Mixed Competition,2008-08-20,other
2,Henning Larsen (DNK),M,CWT,,00:00,60,51 m,YELLOW,41.0,PEN,Nordic Deep 2009,Mixed Competition,2009-08-13,other
3,Henning Larsen (DNK),M,CWT,,00:00,60,52 m,YELLOW,43.0,PEN,Nordic Deep 2009,Mixed Competition,2009-08-13,other
6,Jesper Stechmann (DNK),M,CWT,,00:00,75,75 m,WHITE,75.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
7,Jesper Stechmann (DNK),M,CNF,,00:00,55,55 m,WHITE,55.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
8,Jesper Stechmann (DNK),M,CWT,,00:00,79,79 m,WHITE,79.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
11,Weine Gustavsson (SWE),M,CWT,,00:00,60,60 m,WHITE,60.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
12,Weine Gustavsson (SWE),M,CWT,,00:00,65,65 m,WHITE,65.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
13,Weine Gustavsson (SWE),M,CWT,,00:00,67,67 m,WHITE,67.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
18,Erik Milles (SWE),M,CWT,,00:00,60,60 m,WHITE,60.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
19,Erik Milles (SWE),M,CWT,,00:00,63,50 m,YELLOW,36.0,PEN,Nordic Deep 2009,Mixed Competition,2009-08-13,other
20,Erik Milles (SWE),M,CWT,,00:00,66,53 m,YELLOW,39.0,PEN,Nordic Deep 2009,Mixed Competition,2009-08-13,other
24,Johan Thelaus (SWE),M,CWT,,00:00,50,47 m,YELLOW,43.0,PEN,Nordic Deep 2009,Mixed Competition,2009-08-13,other
25,Johan Thelaus (SWE),M,CWT,,00:00,70,-2 m,RED,0.0,DQSP,Nordic Deep 2009,Mixed Competition,2009-08-13,other
26,Johan Thelaus (SWE),M,CWT,,00:00,65,65 m,WHITE,65.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
31,Peter Boivie (SWE),M,CWT,,00:00,50,50 m,WHITE,50.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
32,Peter Boivie (SWE),M,CWT,,00:00,54,-2 m,RED,0.0,DQSP,Nordic Deep 2009,Mixed Competition,2009-08-13,other
33,Peter Boivie (SWE),M,CWT,,00:00,55,45 m,YELLOW,34.0,PEN,Nordic Deep 2009,Mixed Competition,2009-08-13,other
38,Petter Leife (SWE),M,CWT,,00:00,33,0 m,WHITE,0.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
39,Petter Leife (SWE),M,CWT,,00:00,33,33 m,WHITE,33.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
42,Klara Hansson (SWE),F,CNF,,00:00,43,43 m,WHITE,43.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
49,Jens Schou (SWE),M,CNF,,00:00,25,25 m,WHITE,25.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
53,Maria Livbjerg (DNK),F,CWT,,00:00,58,50 m,YELLOW,41.0,PEN,Nordic Deep 2009,Mixed Competition,2009-08-13,other
54,Maria Livbjerg (DNK),F,FIM,,00:00,51,51 m,WHITE,51.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
55,Maria Livbjerg (DNK),F,CWT,,00:00,60,0 m,WHITE,0.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
57,Guy Brew (NZL),M,CWT,,00:00,50,50 m,WHITE,50.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
61,Britt Møller Hansen (DNK),F,CWT,,00:00,38,32 m,YELLOW,25.0,PEN,Nordic Deep 2009,Mixed Competition,2009-08-13,other
62,Britt Møller Hansen (DNK),F,FIM,,00:00,30,30 m,WHITE,30.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
63,Britt Møller Hansen (DNK),F,CWT,,00:00,38,38 m,WHITE,38.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
64,Chris Marshall (NZL),M,CNF,,00:00,35,29 m,YELLOW,22.0,PEN,Nordic Deep 2009,Mixed Competition,2009-08-13,other
69,Steinar Schjager (NOR),M,CNF,,00:00,51,-2 m,RED,0.0,DQSP,Nordic Deep 2009,Mixed Competition,2009-08-13,other
70,Steinar Schjager (NOR),M,CNF,,00:00,50,50 m,WHITE,50.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
71,Steinar Schjager (NOR),M,FIM,,00:00,51,51 m,YELLOW,50.0,PEN,Nordic Deep 2009,Mixed Competition,2009-08-13,other
74,Ruth Griffin (GBR),F,CWT,,00:00,20,20 m,WHITE,20.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
75,Ruth Griffin (GBR),F,FIM,,00:00,30,30 m,WHITE,30.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
81,Maria Hovden (NOR),F,FIM,,00:00,35,35 m,WHITE,35.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
82,Maria Hovden (NOR),F,FIM,,00:00,40,33 m,YELLOW,25.0,PEN,Nordic Deep 2009,Mixed Competition,2009-08-13,other
85,Mads Isberg (DNK),M,CNF,,00:00,62,-2 m,RED,0.0,DQBO,Nordic Deep 2009,Mixed Competition,2009-08-13,other
89,Peter Svensson (SWE),M,CWT,,00:00,30,30 m,WHITE,30.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
90,Peter Svensson (SWE),M,FIM,,00:00,30,30 m,WHITE,30.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
91,Peter Svensson (SWE),M,CWT,,00:00,35,35 m,WHITE,35.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
96,Titus Kodzoman (NOR),M,CWT,,00:00,40,0 m,WHITE,0.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
97,Emil Osterlund (SWE),M,CWT,,00:00,40,40 m,WHITE,40.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
107,Dimitrii Zholud (UKR),M,CNF,,00:00,30,30 m,WHITE,30.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
108,Dimitrii Zholud (UKR),M,CWT,,00:00,40,0 m,WHITE,0.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
109,Dimitrii Zholud (UKR),M,CNF,,00:00,35,4 m,YELLOW,0.0,PEN,Nordic Deep 2009,Mixed Competition,2009-08-13,other
110,Fanny Ehrenberg (SWE),F,FIM,,00:00,38,38 m,WHITE,38.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
111,Fanny Ehrenberg (SWE),F,FIM,,00:00,48,48 m,WHITE,48.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
112,Fanny Ehrenberg (SWE),F,CNF,,00:00,30,30 m,WHITE,30.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
116,Danny Swalas (SWE),M,CWT,,00:00,35,35 m,WHITE,35.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
117,Danny Swalas (SWE),M,CWT,,00:00,40,40 m,WHITE,40.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
118,Johan Blomkvist (SWE),M,FIM,,00:00,30,30 m,WHITE,30.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
119,Johan Blomkvist (SWE),M,FIM,,00:00,35,35 m,WHITE,35.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
120,Johan Blomkvist (SWE),M,FIM,,00:00,36,36 m,WHITE,36.0,OK,Nordic Deep 2009,Mixed Competition,2009-08-13,other
1,Weine Gustavsson (SWE),M,CNF,,00:00,50,30 m,YELLOW,9.0,PEN,Nordic Deep 2010,Depth Competition,2010-08-14,other
2,Weine Gustavsson (SWE),M,FIM,,00:00,70,-2 m,RED,0.0,DQSP,Nordic Deep 2010,Depth Competition,2010-08-14,other
3,Weine Gustavsson (SWE),M,CWT,,00:00,70,70 m,WHITE,70.0,OK,Nordic Deep 2010,Depth Competition,2010-08-14,other
4,Weine Gustavsson (SWE),M,CWT,,00:00,71,71 m,WHITE,71.0,OK,Nordic Deep 2010,Depth Competition,2010-08-14,other
5,Erik Milles (SWE),M,CWT,,00:00,60,60 m,WHITE,60.0,OK,Nordic Deep 2010,Depth Competition,2010-08-14,other
6,Sebastian Näslund (SWE),M,CWT,,00:00,65,62 m,YELLOW,58.0,PEN,Nordic Deep 2010,Depth Competition,2010-08-14,other
7,Peter Boivie (SWE),M,CWT,,00:00,50,-2 m,RED,0.0,DQOTHER,Nordic Deep 2010,Depth Competition,2010-08-14,other
8,Peter Boivie (SWE),M,CNF,,00:00,35,29 m,YELLOW,22.0,PEN,Nordic Deep 2010,Depth Competition,2010-08-14,other
9,Peter Boivie (SWE),M,FIM,,00:00,55,43 m,YELLOW,30.0,PEN,Nordic Deep 2010,Depth Competition,2010-08-14,other
10,Peter Boivie (SWE),M,CWT,,00:00,50,45 m,YELLOW,39.0,PEN,Nordic Deep 2010,Depth Competition,2010-08-14,other
11,Peter Boivie (SWE),M,CWT,,00:00,50,50 m,WHITE,50.0,OK,Nordic Deep 2010,Depth Competition,2010-08-14,other
12,Petter Leife (SWE),M,CWT,,00:00,36,36 m,WHITE,36.0,OK,Nordic Deep 2010,Depth Competition,2010-08-14,other
